Number,m000,m100,m010,m001,xmean,ymean,zmean,mu002,mu020,mu200,mu110,mu101,mu011,eta002,eta020,eta200,eta110,eta101,eta011,I_1,I_2,I_3,J_1,J_2,J_3,EllipsoidalAxisA,EllipsoidalAxisB,EllipsoidalAxisC,RowMean,ColumnMean,PlaneMean,RowMin,ColumnMin,PlaneMin,RowMax,ColumnMax,PlaneMax,nSXL_mean,nSXL_var,nSXL_stdev,nSXL_max,nSXL_min,nSXL_median,nSXL_muc,nSXL_notempty,cSXL_mean,cSXL_var,cSXL_stdev,cSXL_max,cSXL_min,cSXL_median,cSXL_muc,cSXL_notempty
534,1500.000000,834536.000000,715476.000000,2250.000000,556.357333,476.983999,1.500000,1875.000000,55319.615999,37616.469333,-2215.424000,0.000000,0.000000,0.109197,3.221742,2.190734,-0.129023,0.000000,0.000000,5.521674,7.632363,0.768896,5.521674,2.762673,0.916127,11.000000,13.000000,2.000000,477,556,2,464,546,0,490,567,3,4.589999,  1150.148665,    33.913841,   255.000000,     0.000000,     0.000000,  6885.000000,27,3.011333,    78.376789,     8.853066,    80.000000,     0.000000,     0.000000,  4517.000000,380
535,3376.000000,1915704.000000,1167780.000000,5064.000000,567.447867,345.906398,1.500000,4220.000000,336158.421800,287794.824644,-170506.473933,0.000000,0.000000,0.083325,6.637543,5.682590,-3.366698,0.000000,0.000000,12.403460,27.410361,2.198431,12.403460,5.235490,1.300282,21.000000,21.000000,2.000000,346,567,2,329,547,0,367,588,3,4.154324,  1042.403139,    32.286268,   255.000000,     0.000000,     0.000000, 14025.000000,55,3.185426,   143.855384,    11.993972,   168.000000,     0.000000,     0.000000, 10754.000000,836
536,2676.000000,1512964.000000,261180.000000,4014.000000,565.382660,97.600896,1.500000,3345.000000,139809.757847,210976.155455,-74719.318385,0.000000,0.000000,0.090035,3.763188,5.678738,-2.011182,0.000000,0.000000,9.531963,18.175422,1.559896,9.531963,4.263264,1.159752,22.000000,18.000000,2.000000,98,565,2,80,548,0,115,587,3,7.146860,  1772.034124,    42.095535,   255.000000,     0.000000,     0.000000, 19125.000000,75,3.099028,    82.748694,     9.096630,   100.000000,     0.000000,     0.000000,  8293.000000,867
537,4.000000,2192.000000,960.000000,6.000000,548.000000,240.000000,1.500000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.787450,0.000000,0.000000,0.000000,0.000000,0.000000,0.787450,0.000000,0.000000,0.787450,0.000000,-0.000000,0.000000,0.000000,2.000000,240,548,2,240,548,0,240,548,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,3.000000,    36.000000,     6.000000,    12.000000,     0.000000,     0.000000,    12.000000,1
538,2428.000000,1363332.000000,657968.000000,3642.000000,561.504118,270.991762,1.500000,3035.000000,130259.835255,139438.958813,2830.082372,0.000000,0.000000,0.093002,3.991587,4.272865,0.086722,0.000000,0.000000,8.357454,17.816607,1.585503,8.357454,4.220972,1.166063,19.000000,21.000000,2.000000,271,562,2,250,548,0,288,581,3,1.365321,   346.435500,    18.612777,   255.000000,     0.000000,     0.000000,  3315.000000,13,1.632619,    23.547711,     4.852598,    55.000000,     0.000000,     0.000000,  3964.000000,554
539,1612.000000,901952.000000,113652.000000,2418.000000,559.523573,70.503722,1.500000,2015.000000,66986.977667,45426.104218,-8141.141439,0.000000,0.000000,0.106607,3.544081,2.403359,-0.430723,0.000000,0.000000,6.054048,8.966221,0.888273,6.054048,2.994365,0.961277,11.000000,14.000000,2.000000,71,560,2,59,549,0,85,571,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,1.403846,    20.226006,     4.497333,    45.000000,     0.000000,     0.000000,  2263.000000,364
540,3160.000000,1793288.000000,2513316.000000,4740.000000,567.496202,795.353164,1.500000,3950.000000,265753.868354,204437.954430,76222.237974,0.000000,0.000000,0.085181,5.730996,4.408715,1.643736,0.000000,0.000000,10.224894,23.428184,1.922085,10.224894,4.840266,1.243342,21.000000,21.000000,2.000000,795,567,2,774,550,0,810,588,3,9.602848,  2357.257541,    48.551596,   255.000000,     0.000000,     0.000000, 30345.000000,119,3.839556,   121.424392,    11.019273,   147.000000,     0.000000,     0.000000, 12133.000000,1155
541,3388.000000,1916172.000000,472076.000000,5082.000000,565.576151,139.337662,1.500000,4235.000000,296661.714285,191571.353010,-38643.116883,0.000000,0.000000,0.083226,5.830023,3.764777,-0.759418,0.000000,0.000000,9.678027,22.170570,1.778721,9.678027,4.708563,1.211628,16.000000,20.000000,2.000000,139,566,2,119,551,0,158,582,3,5.945985,  1481.308861,    38.487775,   255.000000,     0.000000,     0.000000, 20145.000000,79,2.612455,    54.692693,     7.395450,    85.000000,     0.000000,     0.000000,  8851.000000,1230
542,884.000000,495200.000000,212044.000000,1326.000000,560.180995,239.868778,1.500000,1105.000000,12092.778280,21051.040723,-2635.004524,0.000000,0.000000,0.130244,1.425355,2.481250,-0.310583,0.000000,0.000000,4.036849,3.949014,0.448067,4.036849,1.987212,0.765210,11.000000,7.000000,2.000000,240,560,2,233,551,0,247,571,3,12.692307,  3078.926735,    55.488077,   255.000000,     0.000000,     0.000000, 11220.000000,44,5.712669,   185.002285,    13.601554,   129.000000,     0.000000,     0.000000,  5050.000000,420
543,3344.000000,1939768.000000,2898024.000000,5016.000000,580.074162,866.633971,1.500000,4180.000000,195623.980861,619661.607655,216466.775119,0.000000,0.000000,0.083590,3.912014,12.391757,4.328820,0.000000,0.000000,16.387361,31.100876,2.485804,16.387361,5.576815,1.354635,29.000000,18.000000,2.000000,867,580,2,849,551,0,879,606,3,2.440191,   616.478623,    24.828987,   255.000000,     0.000000,     0.000000,  8160.000000,32,2.699760,    81.126700,     9.007036,   132.000000,     0.000000,     0.000000,  9028.000000,884
544,1488.000000,834460.000000,667264.000000,2232.000000,560.793010,448.430107,1.500000,1860.000000,56036.731182,39644.247311,2940.473118,0.000000,0.000000,0.109490,3.298644,2.333688,0.173093,0.000000,0.000000,5.741823,8.284735,0.839577,5.741823,2.878321,0.943380,13.000000,15.000000,2.000000,448,561,2,435,552,0,463,574,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,2.205645,    66.401528,     8.148713,    90.000000,     0.000000,     0.000000,  3282.000000,325
545,3776.000000,2148332.000000,772064.000000,5664.000000,568.943855,204.466101,1.500000,4720.000000,508507.661016,216448.097457,-108105.186440,0.000000,-0.000000,0.080272,8.648116,3.681101,-1.838529,0.000000,-0.000000,12.409490,29.444099,2.284102,12.409490,5.426241,1.316957,16.000000,29.000000,2.000000,204,569,2,180,554,0,233,585,3,8.846663,  2178.212508,    46.671324,   255.000000,     0.000000,     0.000000, 33405.000000,131,4.117849,   101.919087,    10.095498,    96.000000,     0.000000,     0.000000, 15549.000000,1325
546,4860.000000,2784836.000000,1480156.000000,7290.000000,573.011522,304.558847,1.500000,6075.000000,784382.169547,327439.354732,-73887.295473,0.000000,0.000000,0.073795,9.528239,3.977551,-0.897541,0.000000,0.000000,13.579587,38.090156,2.737341,13.579587,6.171722,1.398866,18.000000,28.000000,2.000000,305,573,2,277,555,0,327,588,3,2.623456,   662.235218,    25.733931,   255.000000,     0.000000,     0.000000, 12750.000000,50,1.883744,    35.921653,     5.993467,    70.000000,     0.000000,     0.000000,  9155.000000,1181
547,1584.000000,899400.000000,1095416.000000,2376.000000,567.803030,691.550505,1.500000,1980.000000,75079.959595,34626.545454,-3064.242424,0.000000,0.000000,0.107232,4.066153,1.875292,-0.165952,0.000000,0.000000,6.048677,8.234799,0.814716,6.048677,2.869634,0.933975,10.000000,14.000000,2.000000,692,568,2,678,558,0,705,578,3,3.541666,   891.144188,    29.852038,   255.000000,     0.000000,     0.000000,  5610.000000,22,2.966540,    66.583213,     8.159853,    55.000000,     0.000000,     0.000000,  4699.000000,412
548,2104.000000,1212972.000000,1404436.000000,3156.000000,576.507604,667.507604,1.500000,2630.000000,99269.878326,100469.878326,5873.878326,0.000000,0.000000,0.097550,3.682051,3.726560,0.217869,0.000000,0.000000,7.506162,14.396633,1.333893,7.506162,3.794289,1.100796,18.000000,15.000000,2.000000,668,577,2,653,559,0,681,588,3,8.362642,  2063.520829,    45.425992,   255.000000,     0.000000,     0.000000, 17595.000000,69,2.976235,    89.361298,     9.453110,    95.000000,     0.000000,     0.000000,  6262.000000,544
549,1688.000000,974284.000000,845844.000000,2532.000000,577.182464,501.092417,1.500000,2110.000000,90429.582938,76307.800947,53063.535545,0.000000,0.000000,0.104983,4.499324,3.796694,2.640176,0.000000,0.000000,8.401001,10.982970,1.061591,8.401001,3.314056,1.020122,16.000000,16.000000,2.000000,501,577,2,485,561,0,517,592,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,1.802132,    44.034328,     6.635836,    65.000000,     0.000000,     0.000000,  3042.000000,346
550,3388.000000,1960184.000000,2152196.000000,5082.000000,578.566706,635.240850,1.500000,4235.000000,208811.466351,259975.924439,24077.567886,0.000000,0.000000,0.083226,4.103582,5.109070,0.473174,0.000000,0.000000,9.295879,21.508336,1.726252,9.295879,4.637708,1.199595,18.000000,17.000000,2.000000,635,579,2,619,561,0,652,597,3,7.150236,  1772.707567,    42.103533,   255.000000,     0.000000,     0.000000, 24225.000000,95,3.507969,   114.074633,    10.680572,   137.000000,     0.000000,     0.000000, 11885.000000,964
551,1028.000000,589596.000000,258592.000000,1542.000000,573.536964,251.548638,1.500000,1285.000000,21414.568093,24319.595330,-6354.848249,0.000000,0.000000,0.123854,2.064041,2.344042,-0.612511,0.000000,0.000000,4.531939,5.008993,0.552767,4.531939,2.238078,0.820693,12.000000,10.000000,2.000000,252,574,2,242,562,0,261,585,3,5.209143,  1302.463519,    36.089659,   255.000000,     0.000000,     0.000000,  5355.000000,21,4.273346,   138.196874,    11.755716,    90.000000,     0.000000,     0.000000,  4393.000000,293
552,624.000000,355988.000000,271192.000000,936.000000,570.493589,434.602564,1.500000,780.000000,14789.435897,10915.974358,8406.410256,0.000000,0.000000,0.146278,2.773568,2.047150,1.576513,0.000000,0.000000,4.966997,3.897684,0.466997,4.966997,1.974255,0.775838,10.000000,11.000000,2.000000,435,570,2,424,562,0,444,580,3,5.312500,  1328.594000,    36.449883,   255.000000,     0.000000,     0.000000,  3315.000000,13,2.266025,    88.198779,     9.391420,    86.000000,     0.000000,     0.000000,  1414.000000,118
553,1584.000000,907076.000000,904832.000000,2376.000000,572.648989,571.232323,1.500000,1980.000000,70170.505050,51152.838383,-27090.828282,0.000000,0.000000,0.107232,3.800269,2.770317,-1.467175,0.000000,0.000000,6.677818,9.079925,0.898106,6.677818,3.013291,0.964811,12.000000,16.000000,2.000000,571,573,2,559,562,0,587,585,3,5.634469,  1405.930106,    37.495734,   255.000000,     0.000000,     0.000000,  8925.000000,35,3.482954,   223.786190,    14.959484,   170.000000,     0.000000,     0.000000,  5517.000000,357
554,2456.000000,1433992.000000,2188240.000000,3684.000000,583.872964,890.977198,1.500000,3070.000000,54758.723127,299120.364820,-31407.114006,0.000000,0.000000,0.092647,1.652528,9.026959,-0.947814,0.000000,0.000000,10.772135,15.008378,1.298821,10.772135,3.874064,1.091062,22.000000,10.000000,2.000000,891,584,2,881,562,0,901,604,3,7.371742,  1826.195355,    42.734007,   255.000000,     0.000000,     0.000000, 18105.000000,71,2.482899,    44.662843,     6.683026,    66.000000,     0.000000,     0.000000,  6098.000000,757
555,1768.000000,1026960.000000,203820.000000,2652.000000,580.859728,115.282805,1.500000,2210.000000,59510.597285,80109.212669,11470.135746,0.000000,0.000000,0.103375,2.783671,3.747193,0.536527,0.000000,0.000000,6.634239,10.818221,1.048543,6.634239,3.289106,1.015926,18.000000,14.000000,2.000000,115,581,2,103,563,0,129,595,3,5.769230,  1438.683557,    37.929982,   255.000000,     0.000000,     0.000000, 10200.000000,40,3.808823,   104.927777,    10.243426,    91.000000,     0.000000,     0.000000,  6734.000000,559
556,6084.000000,3577560.000000,3264400.000000,9126.000000,588.027613,536.554898,1.500000,7605.000000,675310.664036,965187.360946,-273129.222879,0.000000,0.000000,0.068472,6.080201,8.690124,-2.459136,0.000000,0.000000,14.838798,47.801718,3.203834,14.838798,6.913878,1.474200,25.000000,25.000000,2.000000,537,588,2,512,563,0,558,613,3,2.011834,   509.053945,    22.562223,   255.000000,     0.000000,     0.000000, 12240.000000,48,2.053747,    54.450669,     7.379069,   103.000000,     0.000000,     0.000000, 12495.000000,1373
557,3652.000000,2130444.000000,1343768.000000,5478.000000,583.363636,367.953997,1.500000,4565.000000,316488.271631,256309.090909,-65658.909090,0.000000,0.000000,0.081170,5.627514,4.557461,-1.167488,0.000000,0.000000,10.266146,25.110870,1.971163,10.266146,5.011074,1.253836,19.000000,23.000000,2.000000,368,583,2,345,564,0,386,599,3,1.187020,   301.363808,    17.359833,   255.000000,     0.000000,     0.000000,  4335.000000,17,1.425794,    37.787699,     6.147170,   141.000000,     0.000000,     0.000000,  5207.000000,697
558,1332.000000,763348.000000,794392.000000,1998.000000,573.084084,596.390390,1.500000,1665.000000,51132.996996,34630.582582,-21115.723723,0.000000,0.000000,0.113607,3.488956,2.362948,-1.440788,0.000000,0.000000,5.965512,6.833174,0.700773,5.965512,2.614034,0.888230,11.000000,14.000000,2.000000,596,573,2,585,564,0,610,584,3,2.105855,   532.958733,    23.085899,   255.000000,     0.000000,     0.000000,  2805.000000,11,1.719969,    34.744213,     5.894422,    64.000000,     0.000000,     0.000000,  2291.000000,274
559,1528.000000,876516.000000,1395568.000000,2292.000000,573.636125,913.329842,1.500000,1910.000000,61137.759162,42617.685863,-3420.607329,0.000000,0.000000,0.108526,3.473855,2.421542,-0.194359,0.000000,0.000000,6.003923,9.014118,0.908834,6.003923,3.002352,0.968638,12.000000,12.000000,2.000000,913,574,2,902,564,0,925,586,3,5.507198,  1374.906300,    37.079728,   255.000000,     0.000000,     0.000000,  8415.000000,33,1.580497,    33.095022,     5.752827,    74.000000,     0.000000,     0.000000,  2415.000000,290
560,2532.000000,1478304.000000,1165872.000000,3798.000000,583.848341,460.454976,1.500000,3165.000000,114627.867298,195709.763033,-673.289099,0.000000,0.000000,0.091711,3.321533,5.671016,-0.019509,0.000000,0.000000,9.084260,19.660805,1.727479,9.084260,4.434050,1.199879,19.000000,15.000000,2.000000,460,584,2,445,565,0,474,601,3,4.632701,  1160.335208,    34.063693,   255.000000,     0.000000,     0.000000, 11730.000000,46,3.055292,    94.062528,     9.698583,   143.000000,     0.000000,     0.000000,  7736.000000,680
561,1880.000000,1083044.000000,1427132.000000,2820.000000,576.087234,759.112765,1.500000,2350.000000,93820.093617,61245.693617,8149.506382,0.000000,0.000000,0.101280,4.043449,2.639561,0.351226,0.000000,0.000000,6.784291,11.226429,1.068461,6.784291,3.350586,1.022318,14.000000,17.000000,2.000000,759,576,2,742,566,0,773,590,3,6.239361,  1552.933628,    39.407278,   255.000000,     0.000000,     0.000000, 11730.000000,46,3.126595,    84.545966,     9.194888,   117.000000,     0.000000,     0.000000,  5878.000000,603
562,1092.000000,632552.000000,927288.000000,1638.000000,579.260073,849.164835,1.500000,1365.000000,25126.329670,35322.139194,16633.186813,0.000000,0.000000,0.121386,2.234423,3.141112,1.479149,0.000000,0.000000,5.496922,5.483209,0.586379,5.496922,2.341625,0.837001,12.000000,10.000000,2.000000,849,579,2,839,568,0,859,591,3,5.137362,  1284.811545,    35.844267,   255.000000,     0.000000,     0.000000,  5610.000000,22,4.470695,   185.154960,    13.607165,   154.000000,     0.000000,     0.000000,  4882.000000,392
563,1460.000000,845268.000000,1370052.000000,2190.000000,578.950684,938.391780,1.500000,1825.000000,38315.901369,50572.449315,1168.208219,0.000000,0.000000,0.110185,2.313352,3.053351,0.070531,0.000000,0.000000,5.476890,7.649840,0.777747,5.476890,2.765834,0.919629,14.000000,12.000000,2.000000,938,579,2,929,568,0,950,593,3,1.397260,   354.591904,    18.830610,   255.000000,     0.000000,     0.000000,  2040.000000,8,0.872602,     8.083827,     2.843207,    29.000000,     0.000000,     0.000000,  1274.000000,285
564,2500.000000,1459272.000000,2062728.000000,3750.000000,583.708799,825.091199,1.500000,3125.000000,120591.206399,135356.006399,-6445.606400,0.000000,0.000000,0.092100,3.554094,3.989246,-0.189966,0.000000,0.000000,7.635441,14.836818,1.302495,7.635441,3.851859,1.092090,15.000000,15.000000,2.000000,825,584,2,812,569,0,840,598,3,6.833999,  1696.645102,    41.190352,   255.000000,     0.000000,     0.000000, 17085.000000,67,3.648399,   128.381730,    11.330566,   141.000000,     0.000000,     0.000000,  9121.000000,742
565,1996.000000,1170336.000000,967324.000000,2994.000000,586.340681,484.631262,1.500000,2495.000000,89888.609218,109760.336673,53478.741482,0.000000,0.000000,0.099278,3.576766,4.367484,2.127977,0.000000,0.000000,8.043530,11.881878,1.101317,8.043530,3.447010,1.032692,15.000000,15.000000,2.000000,485,586,2,470,571,0,500,600,3,2.299599,   581.400922,    24.112256,   255.000000,     0.000000,     0.000000,  4590.000000,18,1.902304,    44.243583,     6.651585,    85.000000,     0.000000,     0.000000,  3797.000000,446
566,1280.000000,749656.000000,776244.000000,1920.000000,585.668749,606.440624,1.500000,1600.000000,58779.487499,37747.549999,-22849.174999,0.000000,0.000000,0.115125,4.229403,2.716077,-1.644083,0.000000,0.000000,7.060607,9.583983,1.011310,7.060607,3.095800,1.003755,15.000000,16.000000,2.000000,606,586,2,590,571,0,616,596,3,2.589843,   654.213970,    25.577606,   255.000000,     0.000000,     0.000000,  3315.000000,13,1.496093,    25.482392,     5.048008,    64.000000,     0.000000,     0.000000,  1915.000000,257
567,3092.000000,1817440.000000,2265012.000000,4638.000000,587.787839,732.539456,1.500000,3865.000000,205560.186287,196300.822768,-11510.116429,0.000000,0.000000,0.085801,4.563377,4.357821,-0.255521,0.000000,0.000000,9.007000,20.586548,1.700687,9.007000,4.537240,1.193643,17.000000,20.000000,2.000000,733,588,2,718,571,0,753,605,3,8.412031,  2074.976730,    45.551912,   255.000000,     0.000000,     0.000000, 26010.000000,102,4.035899,    93.144941,     9.651162,    80.000000,     0.000000,     0.000000, 12479.000000,1219
568,104.000000,59908.000000,6896.000000,156.000000,576.038461,66.307692,1.500000,130.000000,710.153846,387.846153,-357.230769,0.000000,0.000000,0.265806,1.452026,0.793015,-0.730417,0.000000,0.000000,2.510848,1.214717,0.164260,2.510848,1.102142,0.547660,4.000000,6.000000,2.000000,66,576,2,62,572,0,72,580,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,0.413461,     3.332244,     1.825443,    12.000000,     0.000000,     0.000000,    43.000000,11
569,1180.000000,690892.000000,917428.000000,1770.000000,585.501694,777.481355,1.500000,1475.000000,43622.589830,37262.996610,-23696.962711,0.000000,0.000000,0.118290,3.498394,2.988375,-1.900421,0.000000,0.000000,6.605059,7.610233,0.809450,6.605059,2.758665,0.931958,14.000000,13.000000,2.000000,777,586,2,764,572,0,790,597,3,12.101694,  2941.974382,    54.239970,   255.000000,     0.000000,     0.000000, 14280.000000,56,2.092372,    30.353631,     5.509412,    54.000000,     0.000000,     0.000000,  2469.000000,411
570,1564.000000,916852.000000,126344.000000,2346.000000,586.222506,80.782608,1.500000,1955.000000,65362.086956,48838.567774,24451.652173,0.000000,0.000000,0.107687,3.600340,2.690175,1.346870,0.000000,0.000000,6.398203,8.548895,0.847659,6.398203,2.923849,0.946397,13.000000,14.000000,2.000000,81,586,2,67,573,0,95,597,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,0.714833,     4.587854,     2.141927,    21.000000,     0.000000,     0.000000,  1118.000000,282
571,4404.000000,2615668.000000,1777620.000000,6606.000000,593.930063,403.637602,1.500000,5505.000000,354585.613078,441358.459582,65528.381471,0.000000,0.000000,0.076259,4.911996,6.114041,0.907750,0.000000,0.000000,11.102297,30.048978,2.227399,11.102297,5.481694,1.305968,20.000000,18.000000,2.000000,404,594,2,386,574,0,421,613,3,2.605585,   657.784670,    25.647313,   255.000000,     0.000000,     0.000000, 11475.000000,45,1.893960,    61.417097,     7.836906,   111.000000,     0.000000,     0.000000,  8341.000000,962
572,1068.000000,622708.000000,456456.000000,1602.000000,583.059925,427.393258,1.500000,1335.000000,27350.831460,28556.164794,6966.831460,0.000000,0.000000,0.122288,2.505391,2.615802,0.638175,0.000000,0.000000,5.243481,6.772602,0.751627,5.243481,2.602422,0.909217,13.000000,13.000000,2.000000,427,583,2,417,574,0,440,596,3,2.387640,   603.712761,    24.570566,   255.000000,     0.000000,     0.000000,  2550.000000,10,2.011235,   117.248233,    10.828122,   138.000000,     0.000000,     0.000000,  2148.000000,191
573,1700.000000,999264.000000,397740.000000,2550.000000,587.802352,233.964705,1.500000,2125.000000,52849.882352,71773.590588,12188.141176,0.000000,0.000000,0.104735,2.604826,3.537524,0.600720,0.000000,0.000000,6.247086,9.497094,0.927303,6.247086,3.081735,0.975155,13.000000,12.000000,2.000000,234,588,2,224,575,0,246,600,3,11.099999,  2708.883460,    52.046935,   255.000000,     0.000000,     0.000000, 18870.000000,74,3.536470,    77.653171,     8.812103,    87.000000,     0.000000,     0.000000,  6012.000000,605
574,2012.000000,1180388.000000,1413232.000000,3018.000000,586.673956,702.401590,1.500000,2515.000000,134787.514910,59850.115308,7403.443339,0.000000,0.000000,0.099014,5.306551,2.356284,0.291471,0.000000,0.000000,7.761850,13.177522,1.229645,7.761850,3.630085,1.071338,13.000000,17.000000,2.000000,702,587,2,685,576,0,717,600,3,6.717196,  1668.593776,    40.848424,   255.000000,     0.000000,     0.000000, 13515.000000,53,3.187375,    67.634191,     8.224000,    95.000000,     0.000000,     0.000000,  6413.000000,692
575,2792.000000,1664172.000000,423776.000000,4188.000000,596.050143,151.782234,1.500000,3490.000000,155227.598853,262556.979942,-96337.512893,0.000000,0.000000,0.088771,3.948344,6.678357,-2.450425,0.000000,0.000000,10.715473,21.307215,1.807723,10.715473,4.615973,1.218177,25.000000,18.000000,2.000000,152,596,2,137,579,0,170,621,3,9.498567,  2332.747400,    48.298523,   255.000000,     0.000000,     0.000000, 26520.000000,104,3.597421,    83.837155,     9.156263,    81.000000,     0.000000,     0.000000, 10044.000000,920
576,824.000000,483356.000000,174912.000000,1236.000000,586.597087,212.271844,1.500000,1030.000000,24355.106796,10726.233009,-7181.747572,0.000000,0.000000,0.133331,3.152732,1.388494,-0.929666,0.000000,0.000000,4.674559,4.118763,0.468431,4.674559,2.029473,0.776632,8.000000,12.000000,2.000000,212,587,2,200,579,0,222,593,3,7.117718,  1766.500098,    42.029752,   255.000000,     0.000000,     0.000000,  5865.000000,23,3.591019,   121.634475,    11.028802,    97.000000,     0.000000,     0.000000,  2959.000000,237
577,1716.000000,1017036.000000,311852.000000,2574.000000,592.678321,181.731934,1.500000,2145.000000,72936.689976,55526.433566,14956.027972,0.000000,0.000000,0.104408,3.550228,2.702776,0.727991,0.000000,0.000000,6.357413,9.718370,0.946519,6.357413,3.117430,0.981845,13.000000,15.000000,2.000000,182,593,2,169,580,0,197,605,3,9.956293,  2441.149692,    49.407992,   255.000000,     0.000000,     0.000000, 17085.000000,67,3.768648,    70.490468,     8.395860,    62.000000,     0.000000,     0.000000,  6467.000000,643
578,1312.000000,776328.000000,340392.000000,1968.000000,591.713414,259.445121,1.500000,1640.000000,31884.048780,42644.243902,-12500.634146,0.000000,0.000000,0.114182,2.219874,2.969034,-0.870335,0.000000,0.000000,5.303091,6.425880,0.666070,5.303091,2.534932,0.873320,11.000000,10.000000,2.000000,259,592,2,250,581,0,269,603,3,3.498475,   880.543094,    29.673946,   255.000000,     0.000000,     0.000000,  4590.000000,18,2.444359,    56.054872,     7.486980,    94.000000,     0.000000,     0.000000,  3207.000000,335
579,3068.000000,1835916.000000,1748056.000000,4602.000000,598.408083,569.770534,1.500000,3835.000000,249630.456323,177525.079530,-80408.709256,0.000000,0.000000,0.086025,5.599601,3.982164,-1.803692,0.000000,0.000000,9.667791,19.869498,1.638366,9.667791,4.457521,1.178882,17.000000,20.000000,2.000000,570,598,2,550,581,0,587,615,3,7.729791,  1911.970328,    43.726082,   255.000000,     0.000000,     0.000000, 23715.000000,93,3.497718,   109.284311,    10.453913,   102.000000,     0.000000,     0.000000, 10731.000000,797
580,2072.000000,1233416.000000,1901536.000000,3108.000000,595.277992,917.729729,1.500000,2590.000000,171920.648648,52431.876447,8635.675675,0.000000,0.000000,0.098049,6.508412,1.984917,0.326921,0.000000,0.000000,8.591379,13.644550,1.256192,8.591379,3.693853,1.078993,11.000000,18.000000,2.000000,918,595,2,900,584,0,935,606,3,6.276544,  1561.877614,    39.520597,   255.000000,     0.000000,     0.000000, 13005.000000,51,2.405405,    63.366228,     7.960290,   129.000000,     0.000000,     0.000000,  4984.000000,536
581,2648.000000,1589012.000000,755396.000000,3972.000000,600.080060,285.270392,1.500000,3310.000000,161594.398791,133907.027190,22730.676737,0.000000,0.000000,0.090351,4.410985,3.655213,0.620471,0.000000,0.000000,8.156551,16.466905,1.421968,8.156551,4.057943,1.124509,16.000000,17.000000,2.000000,285,600,2,268,585,0,301,616,3,5.007552,  1252.323327,    35.388180,   255.000000,     0.000000,     0.000000, 13260.000000,52,3.281344,    95.333357,     9.763880,   114.000000,     0.000000,     0.000000,  8689.000000,719
582,1072.000000,641100.000000,141448.000000,1608.000000,598.041044,131.947761,1.500000,1340.000000,15277.074626,43874.194029,-7417.701492,0.000000,0.000000,0.122136,1.392452,3.998981,-0.676097,0.000000,0.000000,5.513571,5.769775,0.624273,5.513571,2.402035,0.854656,15.000000,8.000000,2.000000,132,598,2,124,586,0,139,613,3,18.554104,  4391.138059,    66.265662,   255.000000,     0.000000,     0.000000, 19890.000000,78,4.478544,    98.421574,     9.920764,    74.000000,     0.000000,     0.000000,  4801.000000,447
583,2664.000000,1607612.000000,899180.000000,3996.000000,603.457957,337.530030,1.500000,3330.000000,161023.597597,250197.291291,118589.363363,0.000000,0.000000,0.090170,4.360241,6.774911,3.211195,0.000000,0.000000,11.225324,20.232539,1.733844,11.225324,4.498059,1.201351,24.000000,20.000000,2.000000,338,603,2,318,586,0,352,627,3,2.297297,   580.751235,    24.098780,   255.000000,     0.000000,     0.000000,  6120.000000,24,1.826951,    39.170568,     6.258639,    84.000000,     0.000000,     0.000000,  4867.000000,635
584,2464.000000,1486272.000000,1970980.000000,3696.000000,603.194805,799.910714,1.500000,3080.000000,87672.357142,191818.493506,5530.857142,0.000000,0.000000,0.092547,2.634359,5.763719,0.166189,0.000000,0.000000,8.490626,15.933311,1.402653,8.490626,3.991655,1.119395,19.000000,12.000000,2.000000,800,603,2,789,586,0,812,622,3,9.314123,  2289.277656,    47.846396,   255.000000,     0.000000,     0.000000, 22950.000000,90,4.562094,   154.130937,    12.414948,   103.000000,     0.000000,     0.000000, 11241.000000,935
585,1816.000000,1091992.000000,1724852.000000,2724.000000,601.317180,949.808370,1.500000,2270.000000,60073.312775,79393.303964,3154.378854,0.000000,0.000000,0.102456,2.711401,3.583406,0.142372,0.000000,0.000000,6.397263,10.340724,0.993392,6.397263,3.215699,0.997792,15.000000,11.000000,2.000000,950,601,2,939,586,0,961,613,3,3.229625,   813.572036,    28.523184,   255.000000,     0.000000,     0.000000,  5865.000000,23,1.473017,    24.083018,     4.907445,    52.000000,     0.000000,     0.000000,  2675.000000,358
