Number,m000,m100,m010,m001,xmean,ymean,zmean,mu002,mu020,mu200,mu110,mu101,mu011,eta002,eta020,eta200,eta110,eta101,eta011,I_1,I_2,I_3,J_1,J_2,J_3,EllipsoidalAxisA,EllipsoidalAxisB,EllipsoidalAxisC,RowMean,ColumnMean,PlaneMean,RowMin,ColumnMin,PlaneMin,RowMax,ColumnMax,PlaneMax,SXLmol_mean,SXLmol_var,SXLmol_stdev,SXLmol_max,SXLmol_min,SXLmol_median,SXLmol_muc,SXLmol_notempty,celnumber
3288,5.000000,8279.000000,1733.000000,0.000000,1655.800000,346.600000,0.000000,0.000000,1.200000,2.800000,0.600000,0.000000,0.000000,0.000000,0.140353,0.327490,0.070176,0.000000,0.000000,0.467843,0.041039,0.000000,0.467843,0.202582,-0.000000,1.000000,1.000000,0.000000,347,1656,0,346,1655,0,347,1657,0,6.200000,     7.200000,     2.683282,     9.000000,     3.000000,     5.000000,    31.000000,5,1810
3289,30.000000,49777.000000,14720.000000,0.000000,1659.233333,490.666667,0.000000,0.000000,62.666667,181.366667,65.333333,0.000000,0.000000,0.000000,0.672267,1.945640,0.700874,0.000000,0.000000,2.617907,0.816765,0.000000,2.617907,0.903750,-0.000000,4.000000,3.000000,0.000000,491,1659,0,488,1655,0,493,1663,0,8.466667,    15.429885,     3.928089,    17.000000,     2.000000,     7.000000,   254.000000,30,1798
3290,4.000000,6622.000000,2026.000000,0.000000,1655.500000,506.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,507,1656,0,506,1655,0,507,1656,0,2.250000,     0.250000,     0.500000,     3.000000,     2.000000,     2.000000,     9.000000,4,1798
3291,16.000000,26545.000000,6881.000000,0.000000,1659.062500,430.062500,0.000000,0.000000,8.937500,60.937500,-7.062500,0.000000,0.000000,0.000000,0.221678,1.511441,-0.175172,0.000000,0.000000,1.733120,0.304368,0.000000,1.733120,0.551696,-0.000000,3.000000,1.000000,0.000000,430,1659,0,429,1656,0,431,1662,0,3.375000,     3.716667,     1.927866,     6.000000,     0.000000,     3.000000,    54.000000,15,1800
3292,2.000000,3313.000000,1128.000000,0.000000,1656.500000,564.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,564,1657,0,564,1656,0,564,1657,0,3.000000,     2.000000,     1.414214,     4.000000,     2.000000,     2.000000,     6.000000,2,1803
3293,4.000000,6626.000000,2498.000000,0.000000,1656.500000,624.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,625,1657,0,624,1656,0,625,1657,0,4.000000,     2.000000,     1.414214,     5.000000,     2.000000,     4.000000,    16.000000,4,1809
3294,4.000000,6630.000000,1982.000000,0.000000,1657.500000,495.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,496,1658,0,495,1657,0,496,1658,0,5.500000,     5.666667,     2.380476,     8.000000,     3.000000,     4.000000,    22.000000,4,1798
3295,9.000000,14935.000000,2744.000000,0.000000,1659.444444,304.888889,0.000000,0.000000,4.888889,10.222222,-3.555556,0.000000,0.000000,0.000000,0.261148,0.546037,-0.189926,0.000000,0.000000,0.807185,0.106525,0.000000,0.807185,0.326381,-0.000000,2.000000,1.000000,0.000000,305,1659,0,304,1658,0,306,1661,0,2.222222,     1.194444,     1.092906,     4.000000,     1.000000,     2.000000,    20.000000,9,1807
3296,13.000000,21570.000000,5153.000000,0.000000,1659.230769,396.384615,0.000000,0.000000,13.076923,14.307692,-1.153846,0.000000,0.000000,0.000000,0.427807,0.468071,-0.037748,0.000000,0.000000,0.895878,0.198819,0.000000,0.895878,0.445891,-0.000000,2.000000,2.000000,0.000000,396,1659,0,395,1658,0,398,1661,0,2.538462,     3.102564,     1.761410,     6.000000,     1.000000,     2.000000,    33.000000,13,1802
3297,8.000000,13273.000000,4351.000000,0.000000,1659.125000,543.875000,0.000000,0.000000,4.875000,4.875000,1.125000,0.000000,0.000000,0.000000,0.304688,0.304688,0.070313,0.000000,0.000000,0.609375,0.087891,0.000000,0.609375,0.296464,-0.000000,1.000000,1.000000,0.000000,544,1659,0,543,1658,0,545,1660,0,16.125000,    49.267857,     7.019107,    26.000000,     7.000000,    15.000000,   129.000000,8,1804
3298,4.000000,6634.000000,2694.000000,0.000000,1658.500000,673.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,674,1659,0,673,1658,0,674,1659,0,4.250000,     2.250000,     1.500000,     6.000000,     3.000000,     3.000000,    17.000000,4,1799
3299,9.000000,14957.000000,4016.000000,0.000000,1661.888889,446.222222,0.000000,0.000000,5.555556,8.888889,-2.777778,0.000000,0.000000,0.000000,0.296759,0.474815,-0.148380,0.000000,0.000000,0.771574,0.118889,0.000000,0.771574,0.344803,-0.000000,2.000000,1.000000,0.000000,446,1662,0,445,1660,0,447,1663,0,2.111111,     1.111111,     1.054093,     3.000000,     0.000000,     2.000000,    19.000000,8,1808
3300,4.000000,6642.000000,2594.000000,0.000000,1660.500000,648.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,649,1661,0,648,1660,0,649,1661,0,40.000000,   171.333333,    13.089436,    53.000000,    24.000000,    35.000000,   160.000000,4,1811
3301,32.000000,53278.000000,10448.000000,0.000000,1664.937500,326.500000,0.000000,0.000000,60.000000,201.875000,-44.000000,0.000000,0.000000,0.000000,0.590588,1.987083,-0.433098,0.000000,0.000000,2.577671,0.985973,0.000000,2.577671,0.992962,-0.000000,4.000000,3.000000,0.000000,327,1665,0,324,1661,0,329,1669,0,1.062500,     0.383065,     0.618922,     2.000000,     0.000000,     1.000000,    34.000000,27,0
3302,10.000000,16620.000000,3385.000000,0.000000,1662.000000,338.500000,0.000000,0.000000,10.500000,6.000000,3.000000,0.000000,0.000000,0.000000,0.487367,0.278495,0.139248,0.000000,0.000000,0.765862,0.116339,0.000000,0.765862,0.341086,-0.000000,1.000000,2.000000,0.000000,339,1662,0,337,1661,0,340,1663,0,4.900000,     1.877778,     1.370320,     7.000000,     2.000000,     5.000000,    49.000000,10,1810
3303,4.000000,6646.000000,2738.000000,0.000000,1661.500000,684.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,685,1662,0,684,1661,0,685,1662,0,1.750000,     2.250000,     1.500000,     3.000000,     0.000000,     1.000000,     7.000000,3,1799
3304,15.000000,24972.000000,4665.000000,0.000000,1664.800000,311.000000,0.000000,0.000000,30.000000,18.400000,15.000000,0.000000,0.000000,0.000000,0.810960,0.497389,0.405480,0.000000,0.000000,1.308349,0.238949,0.000000,1.308349,0.488824,-0.000000,2.000000,2.000000,0.000000,311,1665,0,309,1663,0,313,1667,0,5.400000,     4.400000,     2.097618,     9.000000,     2.000000,     5.000000,    81.000000,15,1807
3305,9.000000,14977.000000,3410.000000,0.000000,1664.111111,378.888889,0.000000,0.000000,8.888889,4.888889,-0.888889,0.000000,0.000000,0.000000,0.474815,0.261148,-0.047481,0.000000,0.000000,0.735963,0.121742,0.000000,0.735963,0.348916,-0.000000,1.000000,2.000000,0.000000,379,1664,0,377,1663,0,380,1665,0,2.111111,     2.861111,     1.691482,     5.000000,     0.000000,     1.000000,    19.000000,8,1802
3306,4.000000,6662.000000,1874.000000,0.000000,1665.500000,468.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,469,1666,0,468,1665,0,469,1666,0,2.000000,     1.333333,     1.154701,     3.000000,     1.000000,     1.000000,     8.000000,4,1808
3307,4.000000,6662.000000,2066.000000,0.000000,1665.500000,516.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,517,1666,0,516,1665,0,517,1666,0,3.250000,     4.250000,     2.061553,     5.000000,     1.000000,     2.000000,    13.000000,4,0
3308,4.000000,6662.000000,2454.000000,0.000000,1665.500000,613.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,614,1666,0,613,1665,0,614,1666,0,1.500000,     0.333333,     0.577350,     2.000000,     1.000000,     1.000000,     6.000000,4,1812
3309,2.000000,3332.000000,547.000000,0.000000,1666.000000,273.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,274,1666,0,273,1666,0,274,1666,0,3.000000,     0.000000,     0.000000,     3.000000,     3.000000,     3.000000,     6.000000,2,1796
3310,4.000000,6666.000000,1978.000000,0.000000,1666.500000,494.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,495,1667,0,494,1666,0,495,1667,0,5.500000,     3.666667,     1.914854,     7.000000,     3.000000,     5.000000,    22.000000,4,1798
3311,4.000000,6676.000000,1563.000000,0.000000,1669.000000,390.750000,0.000000,0.000000,0.750000,2.000000,0.000000,0.000000,0.000000,0.000000,0.118118,0.314980,0.000000,0.000000,0.000000,0.433098,0.037205,0.000000,0.433098,0.192885,-0.000000,1.000000,1.000000,0.000000,391,1669,0,390,1668,0,391,1670,0,5.500000,     3.000000,     1.732051,     7.000000,     3.000000,     6.000000,    22.000000,4,1802
3312,2.000000,3341.000000,582.000000,0.000000,1670.500000,291.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,291,1671,0,291,1670,0,291,1671,0,1.000000,     0.000000,     0.000000,     1.000000,     1.000000,     1.000000,     2.000000,2,1818
3313,21.000000,35105.000000,6300.000000,0.000000,1671.666667,300.000000,0.000000,0.000000,50.000000,38.666667,-22.000000,0.000000,0.000000,0.000000,0.863000,0.667387,-0.379720,0.000000,0.000000,1.530387,0.431768,0.000000,1.530387,0.657090,-0.000000,2.000000,3.000000,0.000000,300,1672,0,298,1670,0,303,1674,0,1.095238,     0.590476,     0.768424,     3.000000,     0.000000,     1.000000,    23.000000,18,1818
3314,14.000000,23408.000000,6846.000000,0.000000,1672.000000,489.000000,0.000000,0.000000,12.000000,22.000000,0.000000,0.000000,0.000000,0.000000,0.355640,0.652007,0.000000,0.000000,0.000000,1.007647,0.231880,0.000000,1.007647,0.481539,-0.000000,2.000000,2.000000,0.000000,489,1672,0,487,1670,0,490,1674,0,9.714286,    21.296703,     4.614835,    18.000000,     3.000000,     8.000000,   136.000000,14,1798
3315,4.000000,6682.000000,1974.000000,0.000000,1670.500000,493.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,494,1671,0,493,1670,0,494,1671,0,3.250000,     2.250000,     1.500000,     4.000000,     1.000000,     4.000000,    13.000000,4,1798
3316,4.000000,6686.000000,1470.000000,0.000000,1671.500000,367.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,368,1672,0,367,1671,0,368,1672,0,3.250000,     4.250000,     2.061553,     5.000000,     1.000000,     2.000000,    13.000000,4,1810
3317,7.000000,11711.000000,4480.000000,0.000000,1673.000000,640.000000,0.000000,0.000000,4.000000,4.000000,-2.000000,0.000000,0.000000,0.000000,0.298719,0.298719,-0.149359,0.000000,0.000000,0.597438,0.066925,0.000000,0.597438,0.258698,-0.000000,1.000000,1.000000,0.000000,640,1673,0,639,1672,0,641,1674,0,6.142857,     6.809524,     2.609506,    10.000000,     3.000000,     5.000000,    43.000000,7,1809
3318,7.000000,11720.000000,2793.000000,0.000000,1674.285714,399.000000,0.000000,0.000000,4.000000,3.428571,0.000000,0.000000,0.000000,0.000000,0.298719,0.256045,0.000000,0.000000,0.000000,0.554764,0.076485,0.000000,0.554764,0.276560,-0.000000,1.000000,1.000000,0.000000,399,1674,0,398,1673,0,400,1675,0,1.857143,     1.476190,     1.214986,     4.000000,     0.000000,     2.000000,    13.000000,6,1802
3319,9.000000,15069.000000,5286.000000,0.000000,1674.333333,587.333333,0.000000,0.000000,8.000000,8.000000,5.000000,0.000000,0.000000,0.000000,0.427333,0.427333,0.267083,0.000000,0.000000,0.854666,0.111280,0.000000,0.854666,0.333587,-0.000000,2.000000,2.000000,0.000000,587,1674,0,586,1673,0,589,1676,0,21.000000,   102.500000,    10.124228,    32.000000,     7.000000,    20.000000,   189.000000,9,1812
3320,19.000000,31847.000000,9425.000000,0.000000,1676.157895,496.052632,0.000000,0.000000,28.947368,28.526316,-0.157895,0.000000,0.000000,0.000000,0.570958,0.562653,-0.003114,0.000000,0.000000,1.133611,0.321242,0.000000,1.133611,0.566782,-0.000000,2.000000,2.000000,0.000000,496,1676,0,494,1674,0,498,1678,0,11.421053,    29.368421,     5.419264,    18.000000,     1.000000,    12.000000,   217.000000,19,1798
3321,2.000000,3349.000000,1366.000000,0.000000,1674.500000,683.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,683,1675,0,683,1674,0,683,1675,0,2.000000,     2.000000,     1.414214,     3.000000,     1.000000,     1.000000,     4.000000,2,0
3322,6.000000,10059.000000,2460.000000,0.000000,1676.500000,410.000000,0.000000,0.000000,4.000000,1.500000,0.000000,0.000000,0.000000,0.000000,0.366881,0.137580,0.000000,0.000000,0.000000,0.504461,0.050476,0.000000,0.504461,0.224668,-0.000000,1.000000,1.000000,0.000000,410,1677,0,409,1676,0,411,1677,0,8.500000,     9.100000,     3.016621,    11.000000,     4.000000,     8.000000,    51.000000,6,1823
3323,6.000000,10062.000000,2949.000000,0.000000,1677.000000,491.500000,0.000000,0.000000,1.500000,4.000000,0.000000,0.000000,0.000000,0.000000,0.137580,0.366881,0.000000,0.000000,0.000000,0.504461,0.050476,0.000000,0.504461,0.224668,-0.000000,1.000000,1.000000,0.000000,492,1677,0,491,1676,0,492,1678,0,5.333333,     6.666667,     2.581989,     8.000000,     1.000000,     5.000000,    32.000000,6,0
3324,15.000000,25172.000000,7620.000000,0.000000,1678.133333,508.000000,0.000000,0.000000,40.000000,27.733333,26.000000,0.000000,0.000000,0.000000,1.081280,0.749688,0.702832,0.000000,0.000000,1.830968,0.316649,0.000000,1.830968,0.562716,-0.000000,3.000000,3.000000,0.000000,508,1678,0,506,1676,0,511,1681,0,2.666667,     1.095238,     1.046536,     4.000000,     0.000000,     3.000000,    40.000000,14,1820
3325,4.000000,6706.000000,2234.000000,0.000000,1676.500000,558.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,559,1677,0,558,1676,0,559,1677,0,1.000000,     0.666667,     0.816497,     2.000000,     0.000000,     1.000000,     4.000000,3,1815
3326,4.000000,6706.000000,2474.000000,0.000000,1676.500000,618.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,619,1677,0,618,1676,0,619,1677,0,2.250000,     1.583333,     1.258306,     4.000000,     1.000000,     2.000000,     9.000000,4,1809
3327,10.000000,16786.000000,5417.000000,0.000000,1678.600000,541.700000,0.000000,0.000000,8.100000,12.400000,-6.200000,0.000000,0.000000,0.000000,0.375969,0.575557,-0.287779,0.000000,0.000000,0.951526,0.133575,0.000000,0.951526,0.365479,-0.000000,2.000000,2.000000,0.000000,542,1679,0,540,1677,0,543,1680,0,1.800000,     1.733333,     1.316561,     4.000000,     0.000000,     2.000000,    18.000000,8,1815
3328,4.000000,6710.000000,2266.000000,0.000000,1677.500000,566.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,567,1678,0,566,1677,0,567,1678,0,3.750000,     2.250000,     1.500000,     5.000000,     2.000000,     3.000000,    15.000000,4,1816
3329,4.000000,6710.000000,2510.000000,0.000000,1677.500000,627.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,628,1678,0,627,1677,0,628,1678,0,3.000000,     6.000000,     2.449490,     5.000000,     0.000000,     2.000000,    12.000000,3,1809
3330,4.000000,6718.000000,1358.000000,0.000000,1679.500000,339.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,340,1680,0,339,1679,0,340,1680,0,2.250000,     0.250000,     0.500000,     3.000000,     2.000000,     2.000000,     9.000000,4,1810
3331,4.000000,6718.000000,1814.000000,0.000000,1679.500000,453.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,454,1680,0,453,1679,0,454,1680,0,3.750000,     2.250000,     1.500000,     5.000000,     2.000000,     3.000000,    15.000000,4,0
3332,2.000000,3359.000000,1140.000000,0.000000,1679.500000,570.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,570,1680,0,570,1679,0,570,1680,0,7.000000,     0.000000,     0.000000,     7.000000,     7.000000,     7.000000,    14.000000,2,1816
3333,4.000000,6718.000000,2366.000000,0.000000,1679.500000,591.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,592,1680,0,591,1679,0,592,1680,0,20.250000,    24.916667,     4.991660,    27.000000,    15.000000,    19.000000,    81.000000,4,1825
3334,4.000000,6722.000000,2510.000000,0.000000,1680.500000,627.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,628,1681,0,627,1680,0,628,1681,0,2.500000,     3.000000,     1.732051,     4.000000,     1.000000,     1.000000,    10.000000,4,1809
3335,4.000000,6726.000000,1538.000000,0.000000,1681.500000,384.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,385,1682,0,384,1681,0,385,1682,0,2.500000,     0.333333,     0.577350,     3.000000,     2.000000,     2.000000,    10.000000,4,1822
3336,4.000000,6726.000000,2574.000000,0.000000,1681.500000,643.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,644,1682,0,643,1681,0,644,1682,0,1.750000,     0.250000,     0.500000,     2.000000,     1.000000,     2.000000,     7.000000,4,0
3337,4.000000,6726.000000,2798.000000,0.000000,1681.500000,699.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,700,1682,0,699,1681,0,700,1682,0,9.750000,     6.916667,     2.629956,    12.000000,     7.000000,     8.000000,    39.000000,4,0
3338,9.000000,15146.000000,2737.000000,0.000000,1682.888889,304.111111,0.000000,0.000000,8.888889,4.888889,-0.888889,0.000000,0.000000,0.000000,0.474815,0.261148,-0.047481,0.000000,0.000000,0.735963,0.121742,0.000000,0.735963,0.348916,-0.000000,1.000000,2.000000,0.000000,304,1683,0,303,1682,0,306,1684,0,1.000000,     0.250000,     0.500000,     2.000000,     0.000000,     1.000000,     9.000000,8,1818
3339,4.000000,6730.000000,2154.000000,0.000000,1682.500000,538.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,539,1683,0,538,1682,0,539,1683,0,8.500000,     5.666667,     2.380476,    11.000000,     6.000000,     7.000000,    34.000000,4,1815
3340,4.000000,6738.000000,1898.000000,0.000000,1684.500000,474.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,475,1685,0,474,1684,0,475,1685,0,2.000000,     0.666667,     0.816497,     3.000000,     1.000000,     2.000000,     8.000000,4,1824
3341,2.000000,3370.000000,667.000000,0.000000,1685.000000,333.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,334,1685,0,333,1685,0,334,1685,0,2.000000,     0.000000,     0.000000,     2.000000,     2.000000,     2.000000,     4.000000,2,0
3342,12.000000,20245.000000,4424.000000,0.000000,1687.083333,368.666667,0.000000,0.000000,12.666667,20.916667,-11.666667,0.000000,0.000000,0.000000,0.461056,0.761350,-0.424657,0.000000,0.000000,1.222406,0.170691,0.000000,1.222406,0.413148,-0.000000,2.000000,2.000000,0.000000,369,1687,0,367,1685,0,370,1689,0,3.916667,     4.628788,     2.151462,     7.000000,     0.000000,     4.000000,    47.000000,11,1830
3343,4.000000,6742.000000,1538.000000,0.000000,1685.500000,384.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,385,1686,0,384,1685,0,385,1686,0,4.250000,     4.250000,     2.061553,     6.000000,     2.000000,     3.000000,    17.000000,4,1822
3344,1.000000,1685.000000,542.000000,0.000000,1685.000000,542.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,542,1685,0,542,1685,0,542,1685,0,40.000000,     0.000000,     0.000000,     2.000000,     2.000000,     2.000000,     2.000000,1,0
3345,4.000000,6746.000000,1514.000000,0.000000,1686.500000,378.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,379,1687,0,378,1686,0,379,1687,0,19.250000,    10.916667,     3.304038,    23.000000,    16.000000,    17.000000,    77.000000,4,0
3346,4.000000,6750.000000,1378.000000,0.000000,1687.500000,344.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,345,1688,0,344,1687,0,345,1688,0,15.000000,    72.000000,     8.485281,    23.000000,     5.000000,    11.000000,    60.000000,4,1810
3347,10.000000,16880.000000,4845.000000,0.000000,1688.000000,484.500000,0.000000,0.000000,10.500000,6.000000,-3.000000,0.000000,0.000000,0.000000,0.487367,0.278495,-0.139248,0.000000,0.000000,0.765862,0.116339,0.000000,0.765862,0.341086,-0.000000,1.000000,2.000000,0.000000,485,1688,0,483,1687,0,486,1689,0,1.200000,     0.400000,     0.632456,     2.000000,     0.000000,     1.000000,    12.000000,9,1824
3348,6.000000,10125.000000,3360.000000,0.000000,1687.500000,560.000000,0.000000,0.000000,4.000000,1.500000,0.000000,0.000000,0.000000,0.000000,0.366881,0.137580,0.000000,0.000000,0.000000,0.504461,0.050476,0.000000,0.504461,0.224668,-0.000000,1.000000,1.000000,0.000000,560,1688,0,559,1687,0,561,1688,0,1.666667,     0.266667,     0.516398,     2.000000,     1.000000,     2.000000,    10.000000,6,1835
3349,10.000000,16892.000000,4143.000000,0.000000,1689.200000,414.300000,0.000000,0.000000,12.100000,5.600000,2.400000,0.000000,0.000000,0.000000,0.561632,0.259929,0.111398,0.000000,0.000000,0.821561,0.133575,0.000000,0.821561,0.365479,-0.000000,1.000000,2.000000,0.000000,414,1689,0,413,1688,0,416,1690,0,4.000000,     3.777778,     1.943651,     6.000000,     1.000000,     4.000000,    40.000000,10,0
3350,15.000000,25364.000000,9401.000000,0.000000,1690.933333,626.733333,0.000000,0.000000,14.933333,22.933333,5.733333,0.000000,0.000000,0.000000,0.403678,0.619934,0.154984,0.000000,0.000000,1.023612,0.226234,0.000000,1.023612,0.475640,-0.000000,2.000000,2.000000,0.000000,627,1691,0,625,1689,0,628,1693,0,1.600000,     0.400000,     0.632456,     2.000000,     0.000000,     2.000000,    24.000000,14,1809
3351,13.000000,21985.000000,8674.000000,0.000000,1691.153846,667.230769,0.000000,0.000000,24.307692,7.692308,-3.461538,0.000000,0.000000,0.000000,0.795217,0.251651,-0.113243,0.000000,0.000000,1.046869,0.187293,0.000000,1.046869,0.432774,-0.000000,1.000000,2.000000,0.000000,667,1691,0,665,1690,0,669,1692,0,1.000000,     0.333333,     0.577350,     2.000000,     0.000000,     1.000000,    13.000000,11,0
