Number,m000,m100,m010,m001,xmean,ymean,zmean,mu002,mu020,mu200,mu110,mu101,mu011,eta002,eta020,eta200,eta110,eta101,eta011,I_1,I_2,I_3,J_1,J_2,J_3,EllipsoidalAxisA,EllipsoidalAxisB,EllipsoidalAxisC,RowMean,ColumnMean,PlaneMean,RowMin,ColumnMin,PlaneMin,RowMax,ColumnMax,PlaneMax,SXLmol_mean,SXLmol_var,SXLmol_stdev,SXLmol_max,SXLmol_min,SXLmol_median,SXLmol_muc,SXLmol_notempty,celnumber
0,3.000000,14.000000,974.000000,0.000000,4.666667,324.666667,0.000000,0.000000,0.666667,0.666667,-0.333333,0.000000,0.000000,0.000000,0.154080,0.154080,-0.077040,0.000000,0.000000,0.308161,0.017806,0.000000,0.308161,0.133437,-0.000000,1.000000,1.000000,0.000000,325,5,0,324,4,0,325,5,0,5.000000,     1.000000,     1.000000,     6.000000,     4.000000,     5.000000,    15.000000,3,0
1,4.000000,30.000000,1362.000000,0.000000,7.500000,340.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,341,8,0,340,7,0,341,8,0,1.250000,     0.916667,     0.957427,     2.000000,     0.000000,     1.000000,     5.000000,3,1
2,4.000000,30.000000,1814.000000,0.000000,7.500000,453.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,454,8,0,453,7,0,454,8,0,11.250000,    10.916667,     3.304038,    15.000000,     7.000000,    11.000000,    45.000000,4,0
3,4.000000,46.000000,1298.000000,0.000000,11.500000,324.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,325,12,0,324,11,0,325,12,0,2.000000,     0.000000,     0.000000,     2.000000,     2.000000,     2.000000,     8.000000,4,0
4,4.000000,46.000000,1426.000000,0.000000,11.500000,356.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,357,12,0,356,11,0,357,12,0,2.750000,     0.250000,     0.500000,     3.000000,     2.000000,     3.000000,    11.000000,4,1
5,2.000000,24.000000,1003.000000,0.000000,12.000000,501.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,502,12,0,501,12,0,502,12,0,3.000000,     0.000000,     0.000000,     3.000000,     3.000000,     3.000000,     6.000000,2,0
6,2.000000,26.000000,625.000000,0.000000,13.000000,312.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,313,13,0,312,13,0,313,13,0,1.500000,     0.500000,     0.707107,     2.000000,     1.000000,     1.000000,     3.000000,2,0
7,10.000000,145.000000,3215.000000,0.000000,14.500000,321.500000,0.000000,0.000000,10.500000,10.500000,7.500000,0.000000,0.000000,0.000000,0.487367,0.487367,0.348119,0.000000,0.000000,0.974734,0.116339,0.000000,0.974734,0.341086,-0.000000,2.000000,2.000000,0.000000,322,15,0,320,13,0,323,16,0,1.700000,     0.233333,     0.483046,     2.000000,     1.000000,     2.000000,    17.000000,10,0
8,1.000000,14.000000,384.000000,0.000000,14.000000,384.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,384,14,0,384,14,0,384,14,0,0.000000,     0.000000,     0.000000,     2.000000,     2.000000,     2.000000,     2.000000,1,2
9,9.000000,140.000000,4645.000000,0.000000,15.555556,516.111111,0.000000,0.000000,4.888889,10.222222,-3.555556,0.000000,0.000000,0.000000,0.261148,0.546037,-0.189926,0.000000,0.000000,0.807185,0.106525,0.000000,0.807185,0.326381,-0.000000,2.000000,1.000000,0.000000,516,16,0,515,14,0,517,17,0,3.777778,     1.694444,     1.301708,     5.000000,     1.000000,     4.000000,    34.000000,9,0
10,1.000000,15.000000,478.000000,0.000000,15.000000,478.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,478,15,0,478,15,0,478,15,0,0.000000,     0.000000,     0.000000,     4.000000,     4.000000,     4.000000,     4.000000,1,4
11,8.000000,151.000000,2801.000000,0.000000,18.875000,350.125000,0.000000,0.000000,4.875000,4.875000,1.125000,0.000000,0.000000,0.000000,0.304688,0.304688,0.070313,0.000000,0.000000,0.609375,0.087891,0.000000,0.609375,0.296464,-0.000000,1.000000,1.000000,0.000000,350,19,0,349,18,0,351,20,0,2.500000,     1.142857,     1.069045,     4.000000,     1.000000,     2.000000,    20.000000,8,1
12,7.000000,142.000000,3333.000000,0.000000,20.285714,476.142857,0.000000,0.000000,4.857143,3.428571,-1.285714,0.000000,0.000000,0.000000,0.362730,0.256045,-0.096017,0.000000,0.000000,0.618775,0.083656,0.000000,0.618775,0.289233,-0.000000,1.000000,1.000000,0.000000,476,20,0,475,19,0,477,21,0,1.714286,     0.571429,     0.755929,     2.000000,     0.000000,     2.000000,    12.000000,6,4
13,17.000000,409.000000,7170.000000,0.000000,24.058824,421.764706,0.000000,0.000000,17.058824,30.941176,-1.764706,0.000000,0.000000,0.000000,0.390257,0.707845,-0.040371,0.000000,0.000000,1.098102,0.274612,0.000000,1.098102,0.524034,-0.000000,2.000000,2.000000,0.000000,422,24,0,420,22,0,423,26,0,5.411765,     4.257353,     2.063335,     9.000000,     2.000000,     5.000000,    92.000000,17,0
14,4.000000,90.000000,2142.000000,0.000000,22.500000,535.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,536,23,0,535,22,0,536,23,0,4.500000,     1.000000,     1.000000,     5.000000,     3.000000,     5.000000,    18.000000,4,0
15,3.000000,71.000000,1654.000000,0.000000,23.666667,551.333333,0.000000,0.000000,0.666667,0.666667,0.333333,0.000000,0.000000,0.000000,0.154080,0.154080,0.077040,0.000000,0.000000,0.308161,0.017806,0.000000,0.308161,0.133437,-0.000000,1.000000,1.000000,0.000000,551,24,0,551,23,0,552,24,0,1.666667,     0.333333,     0.577350,     2.000000,     1.000000,     2.000000,     5.000000,3,0
16,5.000000,123.000000,1399.000000,0.000000,24.600000,279.800000,0.000000,0.000000,2.800000,1.200000,0.600000,0.000000,0.000000,0.000000,0.327490,0.140353,0.070176,0.000000,0.000000,0.467843,0.041039,0.000000,0.467843,0.202582,-0.000000,1.000000,1.000000,0.000000,280,25,0,279,24,0,281,25,0,1.800000,     0.200000,     0.447214,     2.000000,     1.000000,     2.000000,     9.000000,5,0
17,2.000000,48.000000,643.000000,0.000000,24.000000,321.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,322,24,0,321,24,0,322,24,0,1.500000,     0.500000,     0.707107,     2.000000,     1.000000,     1.000000,     3.000000,2,5
18,4.000000,98.000000,2166.000000,0.000000,24.500000,541.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,542,25,0,541,24,0,542,25,0,2.000000,     0.666667,     0.816497,     3.000000,     1.000000,     2.000000,     8.000000,4,0
19,4.000000,102.000000,1078.000000,0.000000,25.500000,269.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,270,26,0,269,25,0,270,26,0,2.500000,     3.000000,     1.732051,     4.000000,     1.000000,     1.000000,    10.000000,4,0
20,2.000000,53.000000,586.000000,0.000000,26.500000,293.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,293,27,0,293,26,0,293,27,0,2.000000,     0.000000,     0.000000,     2.000000,     2.000000,     2.000000,     4.000000,2,7
21,7.000000,189.000000,2660.000000,0.000000,27.000000,380.000000,0.000000,0.000000,4.000000,4.000000,-2.000000,0.000000,0.000000,0.000000,0.298719,0.298719,-0.149359,0.000000,0.000000,0.597438,0.066925,0.000000,0.597438,0.258698,-0.000000,1.000000,1.000000,0.000000,380,27,0,379,26,0,381,28,0,1.428571,     0.952381,     0.975900,     2.000000,     0.000000,     2.000000,    10.000000,5,2
22,6.000000,189.000000,2742.000000,0.000000,31.500000,457.000000,0.000000,0.000000,4.000000,1.500000,0.000000,0.000000,0.000000,0.000000,0.366881,0.137580,0.000000,0.000000,0.000000,0.504461,0.050476,0.000000,0.504461,0.224668,-0.000000,1.000000,1.000000,0.000000,457,32,0,456,31,0,458,32,0,1.500000,     0.700000,     0.836660,     2.000000,     0.000000,     2.000000,     9.000000,5,0
23,8.000000,265.000000,2209.000000,0.000000,33.125000,276.125000,0.000000,0.000000,4.875000,4.875000,-1.125000,0.000000,0.000000,0.000000,0.304688,0.304688,-0.070313,0.000000,0.000000,0.609375,0.087891,0.000000,0.609375,0.296464,-0.000000,1.000000,1.000000,0.000000,276,33,0,275,32,0,277,34,0,1.750000,     0.500000,     0.707107,     2.000000,     0.000000,     2.000000,    14.000000,7,7
24,14.000000,525.000000,8362.000000,0.000000,37.500000,597.285714,0.000000,0.000000,14.857143,15.500000,0.000000,0.000000,0.000000,0.000000,0.440316,0.459368,0.000000,0.000000,0.000000,0.899684,0.202267,0.000000,0.899684,0.449741,-0.000000,2.000000,2.000000,0.000000,597,38,0,596,36,0,599,39,0,0.928571,     0.225275,     0.474631,     2.000000,     0.000000,     1.000000,    13.000000,12,0
25,4.000000,150.000000,1026.000000,0.000000,37.500000,256.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,257,38,0,256,37,0,257,38,0,3.500000,     5.666667,     2.380476,     5.000000,     0.000000,     4.000000,    14.000000,3,0
26,4.000000,154.000000,2290.000000,0.000000,38.500000,572.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,573,39,0,572,38,0,573,39,0,2.250000,     0.250000,     0.500000,     3.000000,     2.000000,     2.000000,     9.000000,4,0
27,4.000000,158.000000,1942.000000,0.000000,39.500000,485.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,486,40,0,485,39,0,486,40,0,3.500000,     1.000000,     1.000000,     4.000000,     2.000000,     4.000000,    14.000000,4,0
28,4.000000,166.000000,1702.000000,0.000000,41.500000,425.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,426,42,0,425,41,0,426,42,0,15.750000,    37.583333,     6.130525,    22.000000,     8.000000,    14.000000,    63.000000,4,0
29,4.000000,166.000000,1926.000000,0.000000,41.500000,481.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,482,42,0,481,41,0,482,42,0,1.750000,     0.250000,     0.500000,     2.000000,     1.000000,     2.000000,     7.000000,4,0
30,4.000000,170.000000,1022.000000,0.000000,42.500000,255.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,256,43,0,255,42,0,256,43,0,7.750000,     8.250000,     2.872281,    10.000000,     4.000000,     7.000000,    31.000000,4,17
31,7.000000,301.000000,2429.000000,0.000000,43.000000,347.000000,0.000000,0.000000,4.000000,4.000000,-2.000000,0.000000,0.000000,0.000000,0.298719,0.298719,-0.149359,0.000000,0.000000,0.597438,0.066925,0.000000,0.597438,0.258698,-0.000000,1.000000,1.000000,0.000000,347,43,0,346,42,0,348,44,0,2.285714,     1.571429,     1.253566,     4.000000,     0.000000,     2.000000,    16.000000,6,0
32,4.000000,174.000000,1514.000000,0.000000,43.500000,378.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,379,44,0,378,43,0,379,44,0,3.000000,     1.333333,     1.154701,     4.000000,     2.000000,     2.000000,    12.000000,4,8
33,13.000000,583.000000,5369.000000,0.000000,44.846154,413.000000,0.000000,0.000000,22.000000,7.692308,0.000000,0.000000,0.000000,0.000000,0.719722,0.251651,0.000000,0.000000,0.000000,0.971373,0.181119,0.000000,0.971373,0.425581,-0.000000,1.000000,2.000000,0.000000,413,45,0,411,44,0,415,46,0,2.000000,     1.000000,     1.000000,     3.000000,     0.000000,     2.000000,    26.000000,12,0
34,11.000000,499.000000,5186.000000,0.000000,45.363636,471.454545,0.000000,0.000000,10.727273,12.545455,-6.818182,0.000000,0.000000,0.000000,0.438496,0.512817,-0.278705,0.000000,0.000000,0.951314,0.147192,0.000000,0.951314,0.383656,-0.000000,2.000000,2.000000,0.000000,471,45,0,470,44,0,473,47,0,3.272727,     1.418182,     1.190874,     5.000000,     1.000000,     4.000000,    36.000000,11,3
35,2.000000,95.000000,1100.000000,0.000000,47.500000,550.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,550,48,0,550,47,0,550,48,0,1.500000,     0.500000,     0.707107,     2.000000,     1.000000,     1.000000,     3.000000,2,15
36,6.000000,291.000000,1464.000000,0.000000,48.500000,244.000000,0.000000,0.000000,4.000000,1.500000,0.000000,0.000000,0.000000,0.000000,0.366881,0.137580,0.000000,0.000000,0.000000,0.504461,0.050476,0.000000,0.504461,0.224668,-0.000000,1.000000,1.000000,0.000000,244,49,0,243,48,0,245,49,0,16.333333,    62.666667,     7.916228,    25.000000,     6.000000,    17.000000,    98.000000,6,0
37,12.000000,585.000000,5065.000000,0.000000,48.750000,422.083333,0.000000,0.000000,20.916667,6.250000,1.250000,0.000000,0.000000,0.000000,0.761350,0.227495,0.045499,0.000000,0.000000,0.988845,0.171133,0.000000,0.988845,0.413682,-0.000000,1.000000,2.000000,0.000000,422,49,0,420,48,0,424,50,0,3.000000,     1.454545,     1.206045,     5.000000,     1.000000,     3.000000,    36.000000,12,0
38,4.000000,194.000000,2050.000000,0.000000,48.500000,512.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,513,49,0,512,48,0,513,49,0,4.750000,     2.250000,     1.500000,     6.000000,     3.000000,     4.000000,    19.000000,4,0
39,9.000000,456.000000,4330.000000,0.000000,50.666667,481.111111,0.000000,0.000000,4.888889,8.000000,1.333333,0.000000,0.000000,0.000000,0.261148,0.427333,0.071222,0.000000,0.000000,0.688481,0.106525,0.000000,0.688481,0.326381,-0.000000,2.000000,1.000000,0.000000,481,51,0,480,49,0,482,52,0,4.777778,     3.444444,     1.855921,     9.000000,     2.000000,     5.000000,    43.000000,9,0
40,20.000000,1061.000000,5042.000000,0.000000,53.050000,252.100000,0.000000,0.000000,29.800000,32.950000,-2.100000,0.000000,0.000000,0.000000,0.548921,0.606944,-0.038682,0.000000,0.000000,1.155865,0.331668,0.000000,1.155865,0.575906,-0.000000,2.000000,2.000000,0.000000,252,53,0,250,51,0,254,55,0,3.050000,     1.523684,     1.234376,     5.000000,     1.000000,     3.000000,    61.000000,20,20
41,4.000000,210.000000,1110.000000,0.000000,52.500000,277.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,278,53,0,277,52,0,278,53,0,1.750000,     0.250000,     0.500000,     2.000000,     1.000000,     2.000000,     7.000000,4,7
42,4.000000,210.000000,1866.000000,0.000000,52.500000,466.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,467,53,0,466,52,0,467,53,0,1.750000,     0.250000,     0.500000,     2.000000,     1.000000,     2.000000,     7.000000,4,0
43,3.000000,157.000000,1778.000000,0.000000,52.333333,592.666667,0.000000,0.000000,0.666667,0.666667,0.333333,0.000000,0.000000,0.000000,0.154080,0.154080,0.077040,0.000000,0.000000,0.308161,0.017806,0.000000,0.308161,0.133437,-0.000000,1.000000,1.000000,0.000000,593,52,0,592,52,0,593,53,0,2.333333,     1.333333,     1.154701,     3.000000,     1.000000,     3.000000,     7.000000,3,22
44,4.000000,214.000000,1554.000000,0.000000,53.500000,388.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,389,54,0,388,53,0,389,54,0,3.250000,     4.250000,     2.061553,     5.000000,     1.000000,     2.000000,    13.000000,4,0
45,4.000000,218.000000,910.000000,0.000000,54.500000,227.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,228,55,0,227,54,0,228,55,0,3.250000,     0.916667,     0.957427,     4.000000,     2.000000,     3.000000,    13.000000,4,0
46,4.000000,226.000000,1022.000000,0.000000,56.500000,255.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,256,57,0,255,56,0,256,57,0,2.000000,     0.000000,     0.000000,     2.000000,     2.000000,     2.000000,     8.000000,4,20
47,12.000000,692.000000,4410.000000,0.000000,57.666667,367.500000,0.000000,0.000000,11.000000,12.666667,3.000000,0.000000,0.000000,0.000000,0.400391,0.461056,0.109198,0.000000,0.000000,0.861447,0.172679,0.000000,0.861447,0.415546,-0.000000,2.000000,2.000000,0.000000,368,58,0,366,56,0,369,59,0,1.166667,     0.333333,     0.577350,     2.000000,     0.000000,     1.000000,    14.000000,11,8
48,4.000000,226.000000,1574.000000,0.000000,56.500000,393.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,394,57,0,393,56,0,394,57,0,7.250000,     2.250000,     1.500000,     9.000000,     6.000000,     6.000000,    29.000000,4,0
49,5.000000,291.000000,1152.000000,0.000000,58.200000,230.400000,0.000000,0.000000,1.200000,2.800000,0.600000,0.000000,0.000000,0.000000,0.140353,0.327490,0.070176,0.000000,0.000000,0.467843,0.041039,0.000000,0.467843,0.202582,-0.000000,1.000000,1.000000,0.000000,230,58,0,230,57,0,231,59,0,1.400000,     0.800000,     0.894427,     2.000000,     0.000000,     2.000000,     7.000000,4,0
50,4.000000,230.000000,986.000000,0.000000,57.500000,246.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,247,58,0,246,57,0,247,58,0,1.250000,     0.250000,     0.500000,     2.000000,     1.000000,     1.000000,     5.000000,4,20
51,4.000000,230.000000,2162.000000,0.000000,57.500000,540.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,541,58,0,540,57,0,541,58,0,7.500000,     3.000000,     1.732051,     9.000000,     5.000000,     8.000000,    30.000000,4,0
52,4.000000,234.000000,1118.000000,0.000000,58.500000,279.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,280,59,0,279,58,0,280,59,0,1.500000,     1.000000,     1.000000,     2.000000,     0.000000,     2.000000,     6.000000,3,0
53,1.000000,59.000000,397.000000,0.000000,59.000000,397.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,397,59,0,397,59,0,397,59,0,3.250000,     0.000000,     0.000000,     4.000000,     4.000000,     4.000000,     4.000000,1,30
54,2.000000,119.000000,938.000000,0.000000,59.500000,469.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,469,60,0,469,59,0,469,60,0,2.000000,     0.000000,     0.000000,     2.000000,     2.000000,     2.000000,     4.000000,2,24
55,2.000000,121.000000,1260.000000,0.000000,60.500000,630.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,630,61,0,630,60,0,630,61,0,1.000000,     0.000000,     0.000000,     1.000000,     1.000000,     1.000000,     2.000000,2,0
56,14.000000,878.000000,6507.000000,0.000000,62.714286,464.785714,0.000000,0.000000,24.357143,10.857143,-3.857143,0.000000,0.000000,0.000000,0.721864,0.321769,-0.114313,0.000000,0.000000,1.043634,0.219207,0.000000,1.043634,0.468195,-0.000000,2.000000,2.000000,0.000000,465,63,0,463,61,0,467,64,0,1.785714,     0.181319,     0.425815,     2.000000,     1.000000,     2.000000,    25.000000,14,24
57,6.000000,379.000000,1507.000000,0.000000,63.166667,251.166667,0.000000,0.000000,2.833333,2.833333,0.833333,0.000000,0.000000,0.000000,0.259874,0.259874,0.076434,0.000000,0.000000,0.519748,0.061692,0.000000,0.519748,0.248379,-0.000000,1.000000,1.000000,0.000000,251,63,0,250,62,0,252,64,0,1.666667,     0.666667,     0.816497,     2.000000,     0.000000,     2.000000,    10.000000,5,20
58,2.000000,125.000000,798.000000,0.000000,62.500000,399.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,399,63,0,399,62,0,399,63,0,2.000000,     0.000000,     0.000000,     2.000000,     2.000000,     2.000000,     4.000000,2,30
59,4.000000,254.000000,838.000000,0.000000,63.500000,209.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,210,64,0,209,63,0,210,64,0,2.750000,     0.250000,     0.500000,     3.000000,     2.000000,     3.000000,    11.000000,4,0
60,18.000000,1176.000000,5865.000000,0.000000,65.333333,325.833333,0.000000,0.000000,14.500000,46.000000,-2.000000,0.000000,0.000000,0.000000,0.307377,0.975127,-0.042397,0.000000,0.000000,1.282504,0.297934,0.000000,1.282504,0.545833,-0.000000,3.000000,2.000000,0.000000,326,65,0,324,63,0,327,68,0,1.388889,     0.604575,     0.777544,     3.000000,     0.000000,     1.000000,    25.000000,16,33
61,7.000000,449.000000,2921.000000,0.000000,64.142857,417.285714,0.000000,0.000000,3.428571,4.857143,-1.285714,0.000000,0.000000,0.000000,0.256045,0.362730,-0.096017,0.000000,0.000000,0.618775,0.083656,0.000000,0.618775,0.289233,-0.000000,1.000000,1.000000,0.000000,417,64,0,416,63,0,418,65,0,2.428571,     1.619048,     1.272418,     4.000000,     0.000000,     3.000000,    17.000000,6,31
62,6.000000,390.000000,2253.000000,0.000000,65.000000,375.500000,0.000000,0.000000,1.500000,4.000000,0.000000,0.000000,0.000000,0.000000,0.137580,0.366881,0.000000,0.000000,0.000000,0.504461,0.050476,0.000000,0.504461,0.224668,-0.000000,1.000000,1.000000,0.000000,376,65,0,375,64,0,376,66,0,1.833333,     0.166667,     0.408248,     2.000000,     1.000000,     2.000000,    11.000000,6,0
63,10.000000,652.000000,5145.000000,0.000000,65.200000,514.500000,0.000000,0.000000,10.500000,5.600000,0.000000,0.000000,0.000000,0.000000,0.487367,0.259929,0.000000,0.000000,0.000000,0.747296,0.126681,0.000000,0.747296,0.355922,-0.000000,1.000000,2.000000,0.000000,515,65,0,513,64,0,516,66,0,1.200000,     0.177778,     0.421637,     2.000000,     1.000000,     1.000000,    12.000000,10,0
64,4.000000,258.000000,2474.000000,0.000000,64.500000,618.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,619,65,0,618,64,0,619,65,0,2.000000,     1.333333,     1.154701,     3.000000,     1.000000,     1.000000,     8.000000,4,0
65,12.000000,808.000000,4218.000000,0.000000,67.333333,351.500000,0.000000,0.000000,11.000000,12.666667,3.000000,0.000000,0.000000,0.000000,0.400391,0.461056,0.109198,0.000000,0.000000,0.861447,0.172679,0.000000,0.861447,0.415546,-0.000000,2.000000,2.000000,0.000000,352,67,0,350,66,0,353,69,0,8.083333,     7.901515,     2.810963,    12.000000,     3.000000,     9.000000,    97.000000,12,0
