Number,m000,m100,m010,m001,xmean,ymean,zmean,mu002,mu020,mu200,mu110,mu101,mu011,eta002,eta020,eta200,eta110,eta101,eta011,I_1,I_2,I_3,J_1,J_2,J_3,EllipsoidalAxisA,EllipsoidalAxisB,EllipsoidalAxisC,RowMean,ColumnMean,PlaneMean,RowMin,ColumnMin,PlaneMin,RowMax,ColumnMax,PlaneMax,nDSX_mean,nDSX_var,nDSX_stdev,nDSX_max,nDSX_min,nDSX_median,nDSX_muc,nDSX_notempty,cDSX_mean,cDSX_var,cDSX_stdev,cDSX_max,cDSX_min,cDSX_median,cDSX_muc,cDSX_notempty
0,2492.000000,31188.000000,891268.000000,3738.000000,12.515249,357.651685,1.500000,3115.000000,148237.662921,154574.420546,-12944.764045,0.000000,0.000000,0.092199,4.387608,4.575167,-0.383145,0.000000,0.000000,9.054974,20.753599,1.837276,9.054974,4.555612,1.224780,20.000000,19.000000,2.000000,358,13,2,339,0,0,375,33,3,4.734751,   960.860566,    30.997751,   255.000000,     0.000000,     0.000000, 11799.000000,65,0.557384,     3.227938,     1.796646,    24.000000,     0.000000,     0.000000,  1389.000000,477
1,1480.000000,23296.000000,561152.000000,2220.000000,15.740541,379.156757,1.500000,1850.000000,29851.632432,76836.367568,-16067.805405,0.000000,0.000000,0.109687,1.769915,4.555659,-0.952667,0.000000,0.000000,6.435261,7.849391,0.784873,6.435261,2.801677,0.922429,16.000000,10.000000,2.000000,379,16,2,369,0,0,387,31,3,2.300000,   469.657066,    21.671573,   255.000000,     0.000000,     0.000000,  3404.000000,20,0.904054,    10.907624,     3.302669,    32.000000,     0.000000,     0.000000,  1338.000000,257
2,2536.000000,65284.000000,1181760.000000,3804.000000,25.742902,465.993691,1.500000,3170.000000,69071.899054,375668.372240,54119.886435,0.000000,0.000000,0.091663,1.997265,10.862730,1.564917,0.000000,0.000000,12.951658,20.425572,1.764216,12.951658,4.519466,1.208326,23.000000,13.000000,2.000000,466,26,2,456,4,0,479,49,3,0.402208,   102.441715,    10.121349,   255.000000,     0.000000,     0.000000,  1020.000000,4,1.084385,    14.125421,     3.758380,    47.000000,     0.000000,     0.000000,  2750.000000,521
3,1640.000000,38960.000000,792656.000000,2460.000000,23.756098,483.326829,1.500000,2050.000000,44800.819512,86974.439024,18094.731707,0.000000,0.000000,0.105997,2.316474,4.497106,0.935607,0.000000,0.000000,6.919578,10.264293,1.011435,6.919578,3.203793,1.003797,18.000000,13.000000,2.000000,483,24,2,473,6,0,496,36,3,1.088415,   276.529701,    16.629182,   255.000000,     0.000000,     0.000000,  1785.000000,7,0.830488,    11.320852,     3.364647,    44.000000,     0.000000,     0.000000,  1362.000000,307
4,6076.000000,199520.000000,1984204.000000,9114.000000,32.837393,326.564187,1.500000,7595.000000,808117.967083,794627.344305,-171510.583278,0.000000,0.000000,0.068502,7.288717,7.167040,-1.546918,0.000000,0.000000,14.524259,50.835819,3.414528,14.524259,7.129924,1.505833,24.000000,26.000000,2.000000,327,33,2,306,10,0,353,57,3,1.930546,   488.642747,    22.105265,   255.000000,     0.000000,     0.000000, 11730.000000,46,1.109612,    18.957860,     4.354062,    69.000000,     0.000000,     0.000000,  6742.000000,1304
5,36.000000,760.000000,10856.000000,54.000000,21.111111,301.555556,1.500000,45.000000,24.888889,35.555556,-2.222222,0.000000,0.000000,0.378567,0.209380,0.299115,-0.018695,0.000000,0.000000,0.887061,0.254778,0.023577,0.887061,0.504756,0.286744,2.000000,2.000000,2.000000,302,21,2,300,20,0,303,23,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,1.583333,    10.650000,     3.263434,    11.000000,     0.000000,     0.000000,    57.000000,8
6,4224.000000,175812.000000,1203848.000000,6336.000000,41.622159,285.001894,1.500000,5280.000000,469591.984848,297912.965909,-90684.977273,0.000000,0.000000,0.077328,6.877366,4.363057,-1.328118,0.000000,0.000000,11.317750,29.111635,2.183924,11.317750,5.395520,1.297416,18.000000,23.000000,2.000000,285,42,2,262,24,0,305,59,3,1.690341,   428.281072,    20.694953,   255.000000,     0.000000,     0.000000,  7140.000000,28,1.111032,    14.634366,     3.825489,    52.000000,     0.000000,     0.000000,  4693.000000,936
7,4532.000000,226228.000000,1646920.000000,6798.000000,49.917917,363.398058,1.500000,5665.000000,624717.902913,315405.465137,-49947.922330,0.000000,0.000000,0.075535,8.329727,4.205484,-0.665985,0.000000,0.000000,12.610746,35.533843,2.612520,12.610746,5.961027,1.377272,20.000000,27.000000,2.000000,363,50,2,336,30,0,386,69,3,1.811342,   451.159942,    21.240526,   255.000000,     0.000000,     0.000000,  8209.000000,34,1.372462,    16.668568,     4.082716,    41.000000,     0.000000,     0.000000,  6220.000000,1073
8,160.000000,6164.000000,72648.000000,240.000000,38.525000,454.050000,1.500000,200.000000,559.600000,1591.900000,447.800000,0.000000,0.000000,0.230252,0.644245,1.832691,0.515534,0.000000,0.000000,2.707188,1.485246,0.210664,2.707188,1.218707,0.595018,8.000000,5.000000,2.000000,454,39,2,451,31,0,459,43,3,4.781250,  1203.882665,    34.697012,   255.000000,     0.000000,     0.000000,   765.000000,3,1.112500,     7.471541,     2.733412,    19.000000,     0.000000,     0.000000,   178.000000,46
9,16.000000,536.000000,6112.000000,24.000000,33.500000,382.000000,1.500000,20.000000,0.000000,20.000000,0.000000,0.000000,0.000000,0.496063,0.000000,0.496063,0.000000,0.000000,0.000000,0.992126,0.246078,0.000000,0.992126,0.496063,-0.000000,2.000000,0.000000,2.000000,382,34,2,382,32,0,382,35,3,15.937500,  4064.062500,    63.750000,   255.000000,     0.000000,     0.000000,   255.000000,1,0.500000,     0.400000,     0.632456,     2.000000,     0.000000,     0.000000,     8.000000,7
10,4.000000,140.000000,1992.000000,6.000000,35.000000,498.000000,1.500000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.787451,0.000000,0.000000,0.000000,0.000000,0.000000,0.787451,0.000000,0.000000,0.787451,0.000000,-0.000000,0.000000,0.000000,2.000000,498,35,2,498,35,0,498,35,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0
11,8.000000,280.000000,4548.000000,12.000000,35.000000,568.500000,1.500000,10.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.625000,0.125000,0.000000,0.000000,0.000000,0.000000,0.750000,0.078125,0.000000,0.750000,0.279508,-0.000000,0.000000,1.000000,2.000000,569,35,2,568,35,0,569,35,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,1.500000,     8.000000,     2.828427,     8.000000,     0.000000,     0.000000,    12.000000,3
12,2104.000000,104920.000000,1046720.000000,3156.000000,49.866920,497.490494,1.500000,2630.000000,129469.809886,77874.737643,45253.338403,0.000000,0.000000,0.097550,4.802207,2.888477,1.678506,0.000000,0.000000,7.788234,11.803909,1.078289,7.788234,3.435682,1.025443,13.000000,17.000000,2.000000,497,50,2,482,37,0,514,61,3,2.060361,   521.394833,    22.834072,   255.000000,     0.000000,     0.000000,  4335.000000,17,1.518061,    26.847986,     5.181504,    58.000000,     0.000000,     0.000000,  3194.000000,507
13,8.000000,304.000000,4628.000000,12.000000,38.000000,578.500000,1.500000,10.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.625000,0.125000,0.000000,0.000000,0.000000,0.000000,0.750000,0.078125,0.000000,0.750000,0.279508,-0.000000,0.000000,1.000000,2.000000,579,38,2,578,38,0,579,38,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,0.250000,     0.214286,     0.462910,     1.000000,     0.000000,     0.000000,     2.000000,2
14,1640.000000,78252.000000,923776.000000,2460.000000,47.714634,563.278049,1.500000,2050.000000,77769.209756,44342.448780,-4393.873171,0.000000,0.000000,0.105997,4.021140,2.292774,-0.227190,0.000000,0.000000,6.419911,9.837209,0.971779,6.419911,3.136432,0.990503,13.000000,16.000000,2.000000,563,48,2,549,39,0,579,61,3,0.932927,   237.170605,    15.400344,   255.000000,     0.000000,     0.000000,  1530.000000,6,0.515854,     4.162043,     2.040108,    27.000000,     0.000000,     0.000000,   846.000000,305
15,408.000000,21832.000000,244528.000000,612.000000,53.509804,599.333333,1.500000,510.000000,40186.666667,26085.960784,31482.666667,0.000000,0.000000,0.168535,13.280113,8.620384,10.403783,0.000000,0.000000,22.069032,9.931969,1.051821,22.069032,3.151503,1.016984,15.000000,17.000000,2.000000,599,54,2,582,39,0,615,65,3,9.968137,  2434.959670,    49.345311,   255.000000,     0.000000,     0.000000,  4067.000000,17,0.200980,     0.391940,     0.626051,     5.000000,     0.000000,     0.000000,    82.000000,54
16,48.000000,2020.000000,12316.000000,72.000000,42.083333,256.583333,1.500000,60.000000,83.666667,43.666667,-30.333333,0.000000,0.000000,0.343951,0.479620,0.250320,-0.173886,0.000000,0.000000,1.073891,0.340885,0.030894,1.073891,0.583854,0.313781,2.000000,3.000000,2.000000,257,42,2,254,40,0,258,43,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,0.604167,     1.435727,     1.198218,     5.000000,     0.000000,     0.000000,    29.000000,15
17,1604.000000,86392.000000,720472.000000,2406.000000,53.860349,449.172070,1.500000,2005.000000,95908.508728,34880.718204,-15649.456359,0.000000,0.000000,0.106785,5.108005,1.857717,-0.833477,0.000000,0.000000,7.072507,9.538377,0.939122,7.072507,3.088426,0.979281,11.000000,16.000000,2.000000,449,54,2,435,44,0,465,65,3,4.132793,  1030.782729,    32.105805,   255.000000,     0.000000,     0.000000,  6629.000000,28,1.238155,    15.380552,     3.921805,    31.000000,     0.000000,     0.000000,  1986.000000,384
18,8.000000,372.000000,1988.000000,12.000000,46.500000,248.500000,1.500000,10.000000,2.000000,2.000000,-2.000000,0.000000,0.000000,0.625000,0.125000,0.125000,-0.125000,0.000000,0.000000,0.875000,0.156250,-0.000000,0.875000,0.395285,-0.000001,1.000000,1.000000,2.000000,249,47,2,248,46,0,249,47,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,1.375000,     4.267857,     2.065879,     5.000000,     0.000000,     0.000000,    11.000000,3
19,4212.000000,305376.000000,1099904.000000,6318.000000,72.501425,261.135802,1.500000,5265.000000,222542.320988,679380.991453,105825.185185,0.000000,0.000000,0.077401,3.271610,9.987625,1.555743,0.000000,0.000000,13.336636,31.281553,2.341792,13.336636,5.592991,1.327953,26.000000,16.000000,2.000000,261,73,2,246,47,0,277,96,3,1.752137,   442.308533,    21.031132,   255.000000,     0.000000,     0.000000,  7380.000000,30,1.389839,    19.693632,     4.437751,    49.000000,     0.000000,     0.000000,  5854.000000,1087
20,476.000000,25728.000000,258592.000000,714.000000,54.050420,543.260504,1.500000,595.000000,5731.697479,5182.789916,2305.747899,0.000000,0.000000,0.160094,1.542200,1.394508,0.620396,0.000000,0.000000,3.096802,2.235867,0.282680,3.096802,1.495282,0.656294,8.000000,9.000000,2.000000,543,54,2,534,47,0,550,62,3,3.214286,   811.015038,    28.478326,   255.000000,     0.000000,     0.000000,  1530.000000,6,0.676471,     3.330898,     1.825075,    15.000000,     0.000000,     0.000000,   322.000000,127
21,1864.000000,111980.000000,1092872.000000,2796.000000,60.075107,586.304721,1.500000,2330.000000,89122.918455,59025.484979,14213.339056,0.000000,0.000000,0.101569,3.885034,2.573031,0.619586,0.000000,0.000000,6.559634,10.268366,0.976325,6.559634,3.204429,0.992045,13.000000,13.000000,2.000000,586,60,2,574,47,0,599,70,3,0.547210,   139.313927,    11.803132,   255.000000,     0.000000,     0.000000,  1020.000000,4,0.459764,     3.479862,     1.865439,    24.000000,     0.000000,     0.000000,   857.000000,281
22,52.000000,2728.000000,20320.000000,78.000000,52.461538,390.769231,1.500000,65.000000,57.230769,92.923077,5.538462,0.000000,0.000000,0.334895,0.294866,0.478761,0.028535,0.000000,0.000000,1.108523,0.399441,0.047005,1.108523,0.632013,0.360895,3.000000,2.000000,2.000000,391,52,2,389,50,0,393,55,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,1.019231,     2.176094,     1.475159,     5.000000,     0.000000,     0.000000,    53.000000,22
23,2072.000000,130860.000000,986924.000000,3108.000000,63.156371,476.314672,1.500000,2590.000000,108662.833977,72289.335907,4714.046332,0.000000,0.000000,0.098050,4.113657,2.736662,0.178460,0.000000,0.000000,6.948369,11.897514,1.100692,6.948369,3.449277,1.032496,13.000000,16.000000,2.000000,476,63,2,463,50,0,492,75,3,0.492278,   125.349047,    11.195939,   255.000000,     0.000000,     0.000000,  1020.000000,4,1.422780,    17.497656,     4.183020,    47.000000,     0.000000,     0.000000,  2948.000000,586
24,1796.000000,125100.000000,427684.000000,2694.000000,69.654788,238.131403,1.500000,2245.000000,39324.988864,114453.968820,6049.469933,0.000000,0.000000,0.102835,1.801331,5.242709,0.277104,0.000000,0.000000,7.146875,10.091441,0.963263,7.146875,3.176703,0.987601,18.000000,10.000000,2.000000,238,70,2,229,52,0,248,85,3,2.981626,   751.843116,    27.419758,   255.000000,     0.000000,     0.000000,  5355.000000,21,1.207684,    17.967428,     4.238800,    62.000000,     0.000000,     0.000000,  2169.000000,395
25,1604.000000,107388.000000,480196.000000,2406.000000,66.950125,299.374065,1.500000,2005.000000,70823.561097,51084.009975,-9034.074813,0.000000,0.000000,0.106785,3.772002,2.720691,-0.481147,0.000000,0.000000,6.599477,10.724268,1.071151,6.599477,3.274793,1.023176,14.000000,16.000000,2.000000,299,67,2,283,53,0,313,81,3,0.953865,   242.476972,    15.571672,   255.000000,     0.000000,     0.000000,  1530.000000,6,1.854115,    34.863296,     5.904515,    69.000000,     0.000000,     0.000000,  2974.000000,471
26,136.000000,7328.000000,55580.000000,204.000000,53.882353,408.676471,1.500000,170.000000,1637.764706,126.117647,-5.176471,0.000000,0.000000,0.243069,2.341709,0.180326,-0.007401,0.000000,0.000000,2.765104,1.035245,0.102628,2.765104,1.017470,0.468189,2.000000,7.000000,2.000000,409,54,2,402,53,0,416,56,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,0.183824,     0.477070,     0.690702,     5.000000,     0.000000,     0.000000,    25.000000,13
27,92.000000,5020.000000,39440.000000,138.000000,54.565217,428.695652,1.500000,115.000000,371.478261,198.608696,171.826087,0.000000,0.000000,0.276894,0.894437,0.478205,0.413719,0.000000,0.000000,1.649536,0.636638,0.071040,1.649536,0.797896,0.414160,3.000000,5.000000,2.000000,429,55,2,424,53,0,431,58,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,1.684783,    12.723722,     3.567033,    17.000000,     0.000000,     0.000000,   155.000000,30
28,60.000000,3204.000000,31284.000000,90.000000,53.400000,521.400000,1.500000,75.000000,342.400000,14.400000,-21.600000,0.000000,0.000000,0.319296,1.457691,0.061305,-0.091957,0.000000,0.000000,1.838291,0.565916,0.025833,1.838291,0.752274,0.295615,1.000000,5.000000,2.000000,521,53,2,518,53,0,526,54,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,0.750000,     5.038136,     2.244579,    12.000000,     0.000000,     0.000000,    45.000000,12
29,1556.000000,104600.000000,628560.000000,2334.000000,67.223650,403.958869,1.500000,1945.000000,73829.367609,46414.169666,30122.313625,0.000000,0.000000,0.107872,4.094646,2.574173,1.670612,0.000000,0.000000,6.776691,8.468761,0.835938,6.776691,2.910114,0.942015,11.000000,14.000000,2.000000,404,67,2,391,56,0,418,78,3,2.783419,   677.934413,    26.037174,   255.000000,     0.000000,     0.000000,  4331.000000,19,1.500000,    25.565916,     5.056275,    47.000000,     0.000000,     0.000000,  2334.000000,318
30,528.000000,32608.000000,222352.000000,792.000000,61.757576,421.121212,1.500000,660.000000,6960.242424,5432.969697,1731.515152,0.000000,0.000000,0.154656,1.630969,1.273089,0.405740,0.000000,0.000000,3.058714,2.360873,0.295662,3.058714,1.536513,0.666190,7.000000,8.000000,2.000000,421,62,2,413,56,0,429,69,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,1.196970,    11.877638,     3.446395,    22.000000,     0.000000,     0.000000,   632.000000,111
31,2100.000000,142012.000000,1115688.000000,3150.000000,67.624762,531.280000,1.500000,2625.000000,125543.360000,83244.312381,43896.640000,0.000000,0.000000,0.097612,4.668400,3.095486,1.632321,0.000000,0.000000,7.861498,12.544343,1.150504,7.861498,3.541799,1.047843,13.000000,17.000000,2.000000,531,68,2,514,56,0,547,81,3,1.700000,   430.815150,    20.756087,   255.000000,     0.000000,     0.000000,  3570.000000,14,1.332857,    29.615213,     5.441986,    84.000000,     0.000000,     0.000000,  2799.000000,452
32,1024.000000,66324.000000,334212.000000,1536.000000,64.769531,326.378906,1.500000,1280.000000,42232.984375,13701.609375,-8034.578125,0.000000,0.000000,0.124016,4.091839,1.327512,-0.778448,0.000000,0.000000,5.543366,5.498066,0.598497,5.543366,2.344795,0.842728,7.000000,15.000000,2.000000,326,65,2,315,58,0,341,72,3,2.988281,   753.818044,    27.455747,   255.000000,     0.000000,     0.000000,  3060.000000,12,1.256836,    14.318135,     3.783931,    40.000000,     0.000000,     0.000000,  1287.000000,254
33,40.000000,2400.000000,8968.000000,60.000000,60.000000,224.200000,1.500000,50.000000,62.400000,24.000000,-24.000000,0.000000,0.000000,0.365502,0.456147,0.175441,-0.175441,0.000000,0.000000,0.997090,0.280094,0.018000,0.997090,0.529239,0.262074,1.000000,2.000000,2.000000,224,60,2,222,59,0,226,61,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,3.375000,    40.189103,     6.339488,    19.000000,     0.000000,     0.000000,   135.000000,10
34,868.000000,61936.000000,332844.000000,1302.000000,71.354839,383.460829,1.500000,1085.000000,13607.668203,21686.709677,-4117.935484,0.000000,0.000000,0.131040,1.643453,2.619192,-0.497340,0.000000,0.000000,4.393686,4.615750,0.531651,4.393686,2.148430,0.810107,12.000000,10.000000,2.000000,383,71,2,376,59,0,393,82,3,4.700461,  1177.880184,    34.320259,   255.000000,     0.000000,     0.000000,  4080.000000,16,1.404378,    26.707109,     5.167892,    59.000000,     0.000000,     0.000000,  1219.000000,207
35,1996.000000,146804.000000,1118568.000000,2994.000000,73.549098,560.404810,1.500000,2495.000000,72816.913828,92462.188377,7372.328657,0.000000,0.000000,0.099279,2.897465,3.679172,0.293353,0.000000,0.000000,6.675916,11.227138,1.049796,6.675916,3.350692,1.016330,15.000000,14.000000,2.000000,560,74,2,548,60,0,574,89,3,2.171844,   549.378475,    23.438824,   255.000000,     0.000000,     0.000000,  4335.000000,17,1.538577,    20.860165,     4.567293,    54.000000,     0.000000,     0.000000,  3071.000000,500
36,176.000000,11216.000000,49376.000000,264.000000,63.727273,280.545455,1.500000,220.000000,1203.636364,402.909091,-117.818182,0.000000,0.000000,0.223052,1.220333,0.408498,-0.119453,0.000000,0.000000,1.851883,0.847549,0.108010,1.851883,0.920624,0.476234,3.000000,6.000000,2.000000,281,64,2,275,61,0,285,67,3,8.693182,  2153.425325,    46.405014,   255.000000,     0.000000,     0.000000,  1530.000000,6,0.534091,     2.535974,     1.592474,    14.000000,     0.000000,     0.000000,    94.000000,39
37,1200.000000,92956.000000,413760.000000,1800.000000,77.463333,344.800000,1.500000,1500.000000,16576.000000,58698.386667,-3836.800000,0.000000,0.000000,0.117630,1.299884,4.603108,-0.300881,0.000000,0.000000,6.020622,6.587345,0.693188,6.020622,2.566582,0.885015,16.000000,9.000000,2.000000,345,77,2,337,63,0,354,93,3,2.975000,   750.399708,    27.393425,   255.000000,     0.000000,     0.000000,  3570.000000,14,1.181667,    15.346453,     3.917455,    48.000000,     0.000000,     0.000000,  1418.000000,234
38,2020.000000,163028.000000,871896.000000,3030.000000,80.706931,431.631683,1.500000,2525.000000,54477.972277,156122.502970,-29294.043564,0.000000,0.000000,0.098884,2.133466,6.114069,-1.147213,0.000000,0.000000,8.346419,12.543611,1.159718,8.346419,3.541696,1.050632,19.000000,12.000000,2.000000,432,81,2,421,63,0,444,100,3,1.641089,   415.990485,    20.395845,   255.000000,     0.000000,     0.000000,  3315.000000,13,2.386634,    58.422506,     7.643462,    78.000000,     0.000000,     0.000000,  4821.000000,704
39,2932.000000,249340.000000,1328144.000000,4398.000000,85.040928,452.982265,1.500000,3665.000000,128787.077763,278955.088677,-31441.871760,0.000000,0.000000,0.087335,3.068930,6.647357,-0.749244,0.000000,0.000000,9.803622,20.687481,1.732632,9.803622,4.548349,1.201071,22.000000,14.000000,2.000000,453,85,2,439,63,0,465,101,3,0.603683,   151.440969,    12.306135,   255.000000,     0.000000,     0.000000,  1770.000000,8,1.452933,    17.661721,     4.202585,    49.000000,     0.000000,     0.000000,  4260.000000,893
40,1280.000000,94632.000000,276840.000000,1920.000000,73.931250,216.281250,1.500000,1600.000000,38890.750000,29889.950000,-5255.250000,0.000000,0.000000,0.115126,2.798335,2.150694,-0.378135,0.000000,0.000000,5.064155,6.445137,0.676408,5.064155,2.538727,0.877815,10.000000,11.000000,2.000000,216,74,2,205,64,0,226,84,3,4.781250,  1197.293784,    34.601933,   255.000000,     0.000000,     0.000000,  6120.000000,24,0.446875,     1.712578,     1.308655,    13.000000,     0.000000,     0.000000,   572.000000,253
41,1632.000000,121304.000000,828972.000000,2448.000000,74.328431,507.948529,1.500000,2040.000000,90199.676471,42815.960784,26815.588235,0.000000,0.000000,0.106170,4.694379,2.228326,1.395598,0.000000,0.000000,7.028875,9.247899,0.903819,7.028875,3.041036,0.966853,10.000000,17.000000,2.000000,508,74,2,495,64,0,525,83,3,3.593750,   904.045160,    30.067344,   255.000000,     0.000000,     0.000000,  5865.000000,23,1.931985,    36.410454,     6.034108,    60.000000,     0.000000,     0.000000,  3153.000000,479
42,1196.000000,93348.000000,436840.000000,1794.000000,78.050167,365.250836,1.500000,1495.000000,25392.749164,45944.989967,17952.949833,0.000000,0.000000,0.117760,2.000176,3.619067,1.414146,0.000000,0.000000,5.737003,5.900685,0.616943,5.737003,2.429133,0.851298,14.000000,10.000000,2.000000,365,78,2,355,66,0,374,92,3,0.627090,   154.285927,    12.421189,   255.000000,     0.000000,     0.000000,   750.000000,4,1.471572,    17.832664,     4.222874,    33.000000,     0.000000,     0.000000,  1760.000000,291
43,2740.000000,224200.000000,1689248.000000,4110.000000,81.824818,616.513869,1.500000,3425.000000,265516.472993,135115.912409,96238.656934,0.000000,0.000000,0.089329,6.925068,3.524026,2.510049,0.000000,0.000000,10.538423,19.037183,1.617195,10.538423,4.363162,1.173782,16.000000,22.000000,2.000000,617,82,2,597,66,0,639,94,3,1.346715,   335.808916,    18.325090,   255.000000,     0.000000,     0.000000,  3690.000000,15,0.305109,     1.276717,     1.129919,    16.000000,     0.000000,     0.000000,   836.000000,364
44,1588.000000,130340.000000,512344.000000,2382.000000,82.078086,322.634761,1.500000,1985.000000,96424.161209,36922.317380,9485.289673,0.000000,0.000000,0.107142,5.204574,1.992913,0.511976,0.000000,0.000000,7.304629,10.881296,1.083221,7.304629,3.298681,1.027005,10.000000,16.000000,2.000000,323,82,2,307,73,0,336,92,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,1.679471,    33.920511,     5.824132,    60.000000,     0.000000,     0.000000,  2667.000000,445
45,1476.000000,125052.000000,872588.000000,2214.000000,84.723577,591.184282,1.500000,1845.000000,59789.875339,67751.219512,44703.186992,0.000000,0.000000,0.109786,3.557781,4.031518,2.660051,0.000000,0.000000,7.699085,8.100586,0.797859,7.699085,2.846153,0.927489,13.000000,14.000000,2.000000,591,85,2,577,73,0,605,98,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,0.748645,     5.487286,     2.342496,    22.000000,     0.000000,     0.000000,  1105.000000,334
46,7352.000000,771680.000000,2090336.000000,11028.000000,104.961915,284.322089,1.500000,9190.000000,1233797.292709,1183829.336235,-237857.815016,0.000000,0.000000,0.064285,8.630510,8.280981,-1.663834,0.000000,0.000000,16.975776,69.787896,4.416412,16.975776,8.353915,1.640677,31.000000,30.000000,2.000000,284,105,2,254,74,0,311,132,3,2.185120,   552.505925,    23.505445,   255.000000,     0.000000,     0.000000, 16065.000000,63,1.470892,    18.396650,     4.289132,    69.000000,     0.000000,     0.000000, 10814.000000,2058
47,3340.000000,308460.000000,1604732.000000,5010.000000,92.353293,480.458683,1.500000,4175.000000,188613.298204,328155.113772,-78977.245509,0.000000,0.000000,0.083623,3.777841,6.572802,-1.581879,0.000000,0.000000,10.434267,23.194216,1.867199,10.434267,4.816037,1.231393,23.000000,16.000000,2.000000,480,92,2,468,75,0,496,115,3,1.297904,   329.379630,    18.148819,   255.000000,     0.000000,     0.000000,  4335.000000,17,1.483234,    24.206667,     4.920027,    77.000000,     0.000000,     0.000000,  4954.000000,756
48,4.000000,308.000000,800.000000,6.000000,77.000000,200.000000,1.500000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.787451,0.000000,0.000000,0.000000,0.000000,0.000000,0.787451,0.000000,0.000000,0.787451,0.000000,-0.000000,0.000000,0.000000,2.000000,200,77,2,200,77,0,200,77,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,0.750000,     2.250000,     1.500000,     3.000000,     0.000000,     0.000000,     3.000000,1
49,3556.000000,331100.000000,1415640.000000,5334.000000,93.110236,398.098988,1.500000,4445.000000,316285.156355,244620.787402,-10226.803150,0.000000,0.000000,0.081895,5.827243,4.506898,-0.188419,0.000000,0.000000,10.416036,27.073598,2.147877,10.416036,5.203230,1.290238,21.000000,21.000000,2.000000,398,93,2,377,79,0,419,114,3,1.362486,   345.674755,    18.592331,   255.000000,     0.000000,     0.000000,  4845.000000,19,1.800337,    32.118773,     5.667343,    72.000000,     0.000000,     0.000000,  6402.000000,958
50,1580.000000,153516.000000,309056.000000,2370.000000,97.162025,195.605063,1.500000,1975.000000,26185.559494,134806.521519,8393.103797,0.000000,0.000000,0.107323,1.422937,7.325458,0.456086,0.000000,0.000000,8.855718,11.154553,1.096370,8.855718,3.339843,1.031143,19.000000,11.000000,2.000000,196,97,2,185,80,0,205,116,3,3.056962,   766.609800,    27.687719,   255.000000,     0.000000,     0.000000,  4830.000000,20,0.960759,    12.375913,     3.517942,    43.000000,     0.000000,     0.000000,  1518.000000,348
51,4.000000,324.000000,1672.000000,6.000000,81.000000,418.000000,1.500000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.787451,0.000000,0.000000,0.000000,0.000000,0.000000,0.787451,0.000000,0.000000,0.787451,0.000000,-0.000000,0.000000,0.000000,2.000000,418,81,2,418,81,0,418,81,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0
52,2516.000000,251104.000000,1340564.000000,3774.000000,99.802862,532.815580,1.500000,3145.000000,104290.429253,211782.219396,-70019.472178,0.000000,0.000000,0.091905,3.047640,6.188831,-2.046152,0.000000,0.000000,9.328376,15.523467,1.348670,9.328376,3.939983,1.104846,18.000000,13.000000,2.000000,533,100,2,520,82,0,546,118,3,3.141892,   791.625584,    28.135842,   255.000000,     0.000000,     0.000000,  7905.000000,31,1.058426,    10.478891,     3.237112,    35.000000,     0.000000,     0.000000,  2663.000000,549
