Number,m000,m100,m010,m001,xmean,ymean,zmean,mu002,mu020,mu200,mu110,mu101,mu011,eta002,eta020,eta200,eta110,eta101,eta011,I_1,I_2,I_3,J_1,J_2,J_3,EllipsoidalAxisA,EllipsoidalAxisB,EllipsoidalAxisC,RowMean,ColumnMean,PlaneMean,RowMin,ColumnMin,PlaneMin,RowMax,ColumnMax,PlaneMax,nDSX_mean,nDSX_var,nDSX_stdev,nDSX_max,nDSX_min,nDSX_median,nDSX_muc,nDSX_notempty,cDSX_mean,cDSX_var,cDSX_stdev,cDSX_max,cDSX_min,cDSX_median,cDSX_muc,cDSX_notempty
425,1516.000000,704888.000000,479464.000000,2274.000000,464.965699,316.269129,1.500000,1895.000000,37650.195251,71746.216359,18717.994723,0.000000,0.000000,0.108812,2.161897,4.119711,1.074799,0.000000,0.000000,6.390420,8.434713,0.843424,6.390420,2.904258,0.944819,14.000000,10.000000,2.000000,316,465,2,306,451,0,325,479,3,0.158311,    36.141258,     6.011760,   234.000000,     0.000000,     0.000000,   240.000000,2,1.354881,    25.153184,     5.015295,    56.000000,     0.000000,     0.000000,  2054.000000,231
426,1936.000000,899132.000000,659800.000000,2904.000000,464.427686,340.805785,1.500000,2420.000000,102270.975207,80977.876033,-43319.190083,0.000000,0.000000,0.100294,4.238497,3.356031,-1.795312,0.000000,0.000000,7.694822,11.763069,1.103373,7.694822,3.429733,1.033334,14.000000,16.000000,2.000000,341,464,2,327,451,0,357,478,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,0.753099,     7.824280,     2.797191,    31.000000,     0.000000,     0.000000,  1458.000000,251
427,1540.000000,710188.000000,1342448.000000,2310.000000,461.161039,871.719481,1.500000,1925.000000,102646.815584,29136.062338,-21874.431169,0.000000,0.000000,0.108244,5.771887,1.638337,-1.230011,0.000000,0.000000,7.518468,8.745479,0.859821,7.518468,2.957276,0.950902,10.000000,17.000000,2.000000,872,461,2,855,451,0,885,469,3,0.993506,   252.521075,    15.890912,   255.000000,     0.000000,     0.000000,  1530.000000,6,0.974675,    14.440554,     3.800073,    38.000000,     0.000000,     0.000000,  1501.000000,297
428,3528.000000,1644832.000000,1016100.000000,5292.000000,466.222222,288.010204,1.500000,4410.000000,496179.632653,175049.777778,48268.000000,0.000000,0.000000,0.082111,9.238487,3.259293,0.898713,0.000000,0.000000,12.579891,30.329456,2.406115,12.579891,5.507219,1.340002,18.000000,26.000000,2.000000,288,466,2,262,452,0,310,484,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,2.202948,    43.840286,     6.621200,    52.000000,     0.000000,     0.000000,  7772.000000,828
429,1412.000000,651548.000000,719472.000000,2118.000000,461.436261,509.541076,1.500000,1765.000000,62534.617564,33499.263456,-441.303116,0.000000,0.000000,0.111421,3.947671,2.114734,-0.027858,0.000000,0.000000,6.173825,9.022972,0.930082,6.173825,3.003826,0.976129,13.000000,15.000000,2.000000,510,461,2,495,454,0,523,474,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,1.017705,    13.766518,     3.710326,    40.000000,     0.000000,     0.000000,  1437.000000,233
430,1736.000000,813924.000000,1258716.000000,2604.000000,468.850230,725.066820,1.500000,2170.000000,56468.248848,75269.059908,5317.373272,0.000000,0.000000,0.104006,2.706479,3.607587,0.254858,0.000000,0.000000,6.418073,10.355611,1.008749,6.418073,3.218014,1.002908,15.000000,16.000000,2.000000,725,469,2,712,454,0,741,483,3,2.350230,   594.127412,    24.374729,   255.000000,     0.000000,     0.000000,  4080.000000,16,2.578341,    43.550055,     6.599247,    55.000000,     0.000000,     0.000000,  4476.000000,709
431,1128.000000,527720.000000,190432.000000,1692.000000,467.836879,168.822695,1.500000,1410.000000,26348.539007,28137.985816,6427.375887,0.000000,0.000000,0.120081,2.243939,2.396335,0.547379,0.000000,0.000000,4.760355,5.634814,0.609723,4.760355,2.373776,0.847964,11.000000,10.000000,2.000000,169,468,2,160,457,0,179,478,3,3.617021,   910.064377,    30.167273,   255.000000,     0.000000,     0.000000,  4080.000000,16,2.508865,    54.766558,     7.400443,    47.000000,     0.000000,     0.000000,  2830.000000,327
432,4452.000000,2117552.000000,2150360.000000,6678.000000,475.640611,483.009883,1.500000,5565.000000,808939.565139,239312.977538,125735.813118,0.000000,0.000000,0.075984,11.045258,3.267579,1.716796,0.000000,0.000000,14.388821,34.231413,2.518419,14.388821,5.850762,1.360534,19.000000,29.000000,2.000000,483,476,2,454,457,0,508,490,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,1.343666,    18.020263,     4.245028,    62.000000,     0.000000,     0.000000,  5982.000000,901
433,2048.000000,970712.000000,517660.000000,3072.000000,473.980469,252.763672,1.500000,2560.000000,57193.617188,154463.218750,27066.546875,0.000000,0.000000,0.098431,2.199080,5.939070,1.040702,0.000000,0.000000,8.236581,12.778478,1.178954,8.236581,3.574700,1.056410,23.000000,13.000000,2.000000,253,474,2,242,458,0,266,497,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,3.484863,    74.777494,     8.647398,    74.000000,     0.000000,     0.000000,  7137.000000,810
434,3972.000000,1895224.000000,2107992.000000,5958.000000,477.146022,530.712991,1.500000,4965.000000,355732.809668,334415.307150,-119481.534743,0.000000,0.000000,0.078930,5.655161,5.316272,-1.899423,0.000000,0.000000,11.050362,27.322531,2.088207,11.050362,5.227096,1.278178,19.000000,21.000000,2.000000,531,477,2,510,458,0,549,494,3,0.120846,    27.581464,     5.251806,   234.000000,     0.000000,     0.000000,   480.000000,4,2.214502,    80.591097,     8.977254,   123.000000,     0.000000,     0.000000,  8796.000000,782
435,3260.000000,1559276.000000,2006016.000000,4890.000000,478.305521,615.342331,1.500000,4075.000000,188173.958282,267275.700613,32795.038037,0.000000,0.000000,0.084302,3.892865,5.529290,0.678450,0.000000,0.000000,9.506457,21.858791,1.775777,9.506457,4.675339,1.210959,20.000000,18.000000,2.000000,615,478,2,597,458,0,632,497,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,3.345706,   113.986312,    10.676437,   110.000000,     0.000000,     0.000000, 10907.000000,970
436,736.000000,343480.000000,156164.000000,1104.000000,466.684783,212.179348,1.500000,920.000000,10060.326087,12446.869565,181.608696,0.000000,0.000000,0.138447,1.513939,1.873080,0.027330,0.000000,0.000000,3.525466,3.303905,0.392495,3.525466,1.817665,0.732169,9.000000,7.000000,2.000000,212,467,2,206,460,0,219,476,3,0.326087,    74.440461,     8.627889,   234.000000,     0.000000,     0.000000,   240.000000,2,3.042120,    58.369652,     7.640003,    56.000000,     0.000000,     0.000000,  2239.000000,197
437,1872.000000,890820.000000,428672.000000,2808.000000,475.865385,228.991453,1.500000,2340.000000,53103.863248,124826.076923,-33358.153846,0.000000,0.000000,0.101424,2.301716,5.410419,-1.445864,0.000000,0.000000,7.813558,11.144918,1.051030,7.813558,3.338400,1.016729,19.000000,11.000000,2.000000,229,476,2,219,462,0,240,495,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,1.915064,    54.835647,     7.405110,   121.000000,     0.000000,     0.000000,  3585.000000,410
438,2780.000000,1325472.000000,1817212.000000,4170.000000,476.788489,653.673381,1.500000,3475.000000,205347.430216,121351.631655,6887.948201,0.000000,0.000000,0.088899,5.253268,3.104459,0.176210,0.000000,0.000000,8.446625,17.020494,1.447048,8.446625,4.125590,1.131083,14.000000,18.000000,2.000000,654,477,2,636,463,0,672,490,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,2.144604,    48.639751,     6.974220,    79.000000,     0.000000,     0.000000,  5962.000000,665
439,1360.000000,646204.000000,48540.000000,2040.000000,475.150000,35.691176,1.500000,1700.000000,49082.294118,41101.400000,23975.000000,0.000000,0.000000,0.112823,3.257414,2.727751,1.591134,0.000000,0.000000,6.097988,7.028971,0.716843,6.097988,2.651221,0.894969,12.000000,13.000000,2.000000,36,475,2,23,464,0,46,487,3,1.875000,   474.958609,    21.793545,   255.000000,     0.000000,     0.000000,  2550.000000,10,1.146324,    13.936631,     3.733180,    47.000000,     0.000000,     0.000000,  1559.000000,309
440,1500.000000,718132.000000,220480.000000,2250.000000,478.754667,146.986667,1.500000,1875.000000,61267.733333,58061.717333,-36540.906667,0.000000,0.000000,0.109198,3.568153,3.381439,-2.128095,0.000000,0.000000,7.058789,8.295582,0.822990,7.058789,2.880205,0.937126,14.000000,13.000000,2.000000,147,479,2,135,465,0,160,492,3,3.230000,   813.759606,    28.526472,   255.000000,     0.000000,     0.000000,  4845.000000,19,1.481333,    17.644081,     4.200486,    38.000000,     0.000000,     0.000000,  2222.000000,453
441,1844.000000,895060.000000,44960.000000,2766.000000,485.390456,24.381779,1.500000,2305.000000,124307.227766,133398.872017,98973.119306,0.000000,0.000000,0.101935,5.497288,5.899351,4.376928,0.000000,0.000000,11.498574,14.434654,1.352976,11.498574,3.799297,1.106021,19.000000,20.000000,2.000000,24,485,2,9,466,0,44,500,3,0.829718,   211.004087,    14.525980,   255.000000,     0.000000,     0.000000,  1530.000000,6,2.021692,    21.252920,     4.610089,    44.000000,     0.000000,     0.000000,  3728.000000,887
442,964.000000,460688.000000,859604.000000,1446.000000,477.892116,891.705394,1.500000,1205.000000,15872.331950,37028.780083,14633.360996,0.000000,0.000000,0.126537,1.666753,3.888392,1.536649,0.000000,0.000000,5.681682,4.822632,0.521295,5.681682,2.196049,0.804812,14.000000,9.000000,2.000000,892,478,2,884,466,0,901,492,3,1.587137,   402.618567,    20.065357,   255.000000,     0.000000,     0.000000,  1530.000000,6,0.474066,     2.033595,     1.426042,    16.000000,     0.000000,     0.000000,   457.000000,207
443,1924.000000,928244.000000,675216.000000,2886.000000,482.455301,350.943867,1.500000,2405.000000,84109.937630,99293.155925,-48018.827443,0.000000,0.000000,0.100502,3.514853,4.149342,-2.006649,0.000000,0.000000,7.764697,11.327955,1.061069,7.764697,3.365703,1.019956,15.000000,15.000000,2.000000,351,482,2,337,468,0,366,497,3,0.102391,    10.400847,     3.225034,   126.000000,     0.000000,     0.000000,   197.000000,3,0.429834,     2.316967,     1.522159,    14.000000,     0.000000,     0.000000,   827.000000,228
444,1804.000000,863404.000000,768064.000000,2706.000000,478.605322,425.756098,1.500000,2255.000000,121020.682927,40662.988914,-5329.658537,0.000000,0.000000,0.102683,5.510752,1.851615,-0.242689,0.000000,0.000000,7.465050,10.900880,1.041706,7.465050,3.301648,1.013713,10.000000,18.000000,2.000000,426,479,2,410,469,0,444,489,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,1.377494,    26.778661,     5.174810,    46.000000,     0.000000,     0.000000,  2485.000000,286
445,2788.000000,1347996.000000,1954904.000000,4182.000000,483.499283,701.185079,1.500000,3485.000000,220300.499283,122896.998565,-10161.629842,0.000000,0.000000,0.088814,5.614251,3.131970,-0.258964,0.000000,0.000000,8.835034,18.293384,1.555711,8.835034,4.277077,1.158714,15.000000,19.000000,2.000000,701,483,2,682,469,0,720,498,3,0.914634,   232.478537,    15.247247,   255.000000,     0.000000,     0.000000,  2550.000000,10,2.553085,    58.752473,     7.665016,    84.000000,     0.000000,     0.000000,  7118.000000,809
446,3016.000000,1475180.000000,273204.000000,4524.000000,489.118037,90.584881,1.500000,3770.000000,163884.270557,233521.978780,17895.782493,0.000000,0.000000,0.086517,3.760932,5.359027,0.410685,0.000000,0.000000,9.206476,20.775304,1.729145,9.206476,4.557993,1.200265,21.000000,17.000000,2.000000,91,489,2,74,470,0,108,510,3,2.198276,   555.912249,    23.577791,   255.000000,     0.000000,     0.000000,  6630.000000,26,1.849469,    29.264232,     5.409642,    60.000000,     0.000000,     0.000000,  5578.000000,997
447,2680.000000,1305716.000000,1569300.000000,4020.000000,487.207463,585.559701,1.500000,3350.000000,152460.447761,157760.650746,-42887.194030,0.000000,0.000000,0.089991,4.095536,4.237916,-1.152076,0.000000,0.000000,8.423443,16.779192,1.442487,8.423443,4.096241,1.129893,17.000000,19.000000,2.000000,586,487,2,567,470,0,601,504,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,2.613433,    71.246553,     8.440767,   126.000000,     0.000000,     0.000000,  7004.000000,714
448,4432.000000,2194648.000000,3778804.000000,6648.000000,495.182310,852.618231,1.500000,5540.000000,339670.046931,671596.693141,190656.469314,0.000000,0.000000,0.076099,4.665780,9.225195,2.618898,0.000000,0.000000,13.967073,37.241187,2.753560,13.967073,6.102556,1.401624,24.000000,20.000000,2.000000,853,495,2,834,471,0,873,519,3,2.704197,   682.411465,    26.123006,   255.000000,     0.000000,     0.000000, 11985.000000,47,1.557085,    29.000126,     5.385176,    83.000000,     0.000000,     0.000000,  6901.000000,1018
449,3796.000000,1874896.000000,1697620.000000,5694.000000,493.913593,447.212856,1.500000,4745.000000,435996.012645,248547.658588,-85274.183351,0.000000,0.000000,0.080131,7.362878,4.197346,-1.440067,0.000000,0.000000,11.640354,29.757084,2.310241,11.640354,5.455005,1.321962,22.000000,26.000000,2.000000,447,494,2,421,472,0,470,513,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,1.273446,    24.671980,     4.967090,    66.000000,     0.000000,     0.000000,  4834.000000,613
450,744.000000,354864.000000,648932.000000,1116.000000,476.967742,872.220430,1.500000,930.000000,20519.849462,7143.225806,2141.290323,0.000000,0.000000,0.137949,3.043759,1.059572,0.317623,0.000000,0.000000,4.241280,3.690248,0.430980,4.241280,1.921002,0.755357,7.000000,10.000000,2.000000,872,477,2,862,472,0,882,484,3,9.939516,  2439.060940,    49.386850,   255.000000,     0.000000,     0.000000,  7395.000000,29,1.706989,    30.223585,     5.497598,    57.000000,     0.000000,     0.000000,  1270.000000,226
451,3828.000000,1878296.000000,1505020.000000,5742.000000,490.672936,393.160920,1.500000,4785.000000,268012.873563,333706.516196,3137.471264,0.000000,0.000000,0.079907,4.475687,5.572740,0.052394,0.000000,0.000000,10.128335,25.742039,1.992814,10.128335,5.073661,1.258410,21.000000,18.000000,2.000000,393,491,2,376,473,0,411,512,3,0.062696,     7.521545,     2.742544,   120.000000,     0.000000,     0.000000,   240.000000,2,1.207680,    38.489128,     6.203961,   136.000000,     0.000000,     0.000000,  4623.000000,549
452,1932.000000,938424.000000,1585316.000000,2898.000000,485.726708,820.556936,1.500000,2415.000000,81644.737060,82951.701863,21170.062112,0.000000,0.000000,0.100363,3.393012,3.447327,0.879791,0.000000,0.000000,6.940702,11.609307,1.096246,6.940702,3.407243,1.031104,16.000000,15.000000,2.000000,821,486,2,806,473,0,833,502,3,2.797619,   683.082273,    26.135843,   255.000000,     0.000000,     0.000000,  5405.000000,24,1.545031,    17.664983,     4.202973,    32.000000,     0.000000,     0.000000,  2985.000000,526
453,1108.000000,537148.000000,229232.000000,1662.000000,484.790614,206.888087,1.500000,1385.000000,34078.122744,22135.422383,8238.036101,0.000000,0.000000,0.120799,2.972277,1.930641,0.718517,0.000000,0.000000,5.023717,5.814400,0.630828,5.023717,2.411307,0.857637,11.000000,13.000000,2.000000,207,485,2,194,474,0,217,493,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,2.994585,    61.015327,     7.811231,    65.000000,     0.000000,     0.000000,  3318.000000,421
454,3428.000000,1711820.000000,229608.000000,5142.000000,499.364061,66.980163,1.500000,4285.000000,281482.651108,400633.652275,226520.756126,0.000000,0.000000,0.082902,5.445828,7.751035,4.382483,0.000000,0.000000,13.279764,24.098681,1.907122,13.279764,4.909041,1.240108,21.000000,22.000000,2.000000,67,499,2,49,478,0,89,519,3,0.567678,   130.065742,    11.404637,   255.000000,     0.000000,     0.000000,  1946.000000,10,2.148191,    46.156615,     6.793866,    78.000000,     0.000000,     0.000000,  7364.000000,990
455,2536.000000,1239948.000000,706776.000000,3804.000000,488.938486,278.697161,1.500000,3170.000000,224447.419558,88002.403785,-41599.242902,0.000000,0.000000,0.091663,6.490064,2.544655,-1.202873,0.000000,0.000000,9.126381,15.896216,1.381183,9.126381,3.987006,1.113654,14.000000,22.000000,2.000000,279,489,2,262,478,0,301,503,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,1.820189,    30.123079,     5.488450,    48.000000,     0.000000,     0.000000,  4616.000000,631
456,1496.000000,739040.000000,545724.000000,2244.000000,494.010695,364.788770,1.500000,1870.000000,42537.251337,81375.828877,-35656.620321,0.000000,0.000000,0.109295,2.486150,4.756125,-2.084002,0.000000,0.000000,7.351570,8.272921,0.817676,7.351570,2.876269,0.935105,16.000000,14.000000,2.000000,365,494,2,351,478,0,375,509,3,0.189171,    25.522050,     5.051935,   144.000000,     0.000000,     0.000000,   283.000000,3,0.576203,     3.821614,     1.954895,    21.000000,     0.000000,     0.000000,   862.000000,199
457,2032.000000,994292.000000,364376.000000,3048.000000,489.316929,179.318898,1.500000,2540.000000,107001.354331,70871.897638,-3817.370079,0.000000,0.000000,0.098689,4.157424,2.753652,-0.148320,0.000000,0.000000,7.009766,12.108150,1.127631,7.009766,3.479677,1.040852,17.000000,16.000000,2.000000,179,489,2,165,479,0,195,506,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,1.718012,    25.685584,     5.068095,    50.000000,     0.000000,     0.000000,  3491.000000,622
458,3432.000000,1701968.000000,2536664.000000,5148.000000,495.911422,739.121212,1.500000,4290.000000,284093.575758,199781.072261,17444.848485,0.000000,0.000000,0.082869,5.487801,3.859147,0.336980,0.000000,0.000000,9.429817,21.839251,1.745617,9.429817,4.673248,1.204064,16.000000,20.000000,2.000000,739,496,2,719,480,0,758,511,3,3.413462,   857.163596,    29.277356,   255.000000,     0.000000,     0.000000, 11715.000000,47,2.277098,    45.910079,     6.775698,    65.000000,     0.000000,     0.000000,  7815.000000,1021
459,2084.000000,1026828.000000,671676.000000,3126.000000,492.719770,322.301344,1.500000,2605.000000,99270.756238,91476.345489,2855.984645,0.000000,0.000000,0.097861,3.729275,3.436464,0.107290,0.000000,0.000000,7.263600,13.505257,1.253016,7.263600,3.674950,1.078083,18.000000,17.000000,2.000000,322,493,2,305,481,0,337,511,3,0.115163,    26.291100,     5.127485,   234.000000,     0.000000,     0.000000,   240.000000,2,0.558061,     3.773392,     1.942522,    20.000000,     0.000000,     0.000000,  1163.000000,264
460,1548.000000,770388.000000,242244.000000,2322.000000,497.666667,156.488372,1.500000,1935.000000,42626.790698,63528.000000,7240.000000,0.000000,0.000000,0.108057,2.380426,3.547621,0.404306,0.000000,0.000000,6.036104,8.921953,0.894862,6.036104,2.986964,0.963649,15.000000,13.000000,2.000000,156,498,2,144,483,0,169,513,3,2.708010,   667.578552,    25.837542,   255.000000,     0.000000,     0.000000,  4192.000000,18,2.357881,    67.302995,     8.203840,    91.000000,     0.000000,     0.000000,  3650.000000,462
461,1420.000000,703456.000000,346176.000000,2130.000000,495.391549,243.785915,1.500000,1775.000000,100494.918310,39834.298592,35479.030986,0.000000,0.000000,0.111211,6.296410,2.495779,2.222904,0.000000,0.000000,8.903399,11.750931,1.198091,8.903399,3.427963,1.062095,12.000000,20.000000,2.000000,244,495,2,228,483,0,264,507,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,2.416901,    47.544182,     6.895229,    55.000000,     0.000000,     0.000000,  3432.000000,368
462,2728.000000,1366176.000000,1745088.000000,4092.000000,500.797654,639.695015,1.500000,3410.000000,222394.252199,123288.304985,-38580.351906,0.000000,0.000000,0.089460,5.834421,3.234417,-1.012139,0.000000,0.000000,9.158298,18.657823,1.596549,9.158298,4.319470,1.168766,17.000000,21.000000,2.000000,640,501,2,624,485,0,661,518,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,2.090543,    39.806614,     6.309248,    59.000000,     0.000000,     0.000000,  5703.000000,629
463,2628.000000,1322040.000000,1770040.000000,3942.000000,503.059361,673.531202,1.500000,3285.000000,163166.441400,139882.739726,-14722.867580,0.000000,0.000000,0.090581,4.499149,3.857124,-0.405968,0.000000,0.000000,8.446854,17.945882,1.556986,8.446854,4.236258,1.159031,18.000000,19.000000,2.000000,674,503,2,655,485,0,689,516,3,0.045662,     5.479452,     2.340823,   120.000000,     0.000000,     0.000000,   120.000000,1,1.684551,    31.843735,     5.643025,    70.000000,     0.000000,     0.000000,  4427.000000,539
464,2136.000000,1062276.000000,1879304.000000,3204.000000,497.320225,879.823970,1.500000,2670.000000,97357.812734,88336.966292,5672.404494,0.000000,0.000000,0.097061,3.539179,3.211250,0.206205,0.000000,0.000000,6.847489,11.977868,1.098985,6.847489,3.460906,1.031962,16.000000,13.000000,2.000000,880,497,2,867,485,0,893,513,3,1.671348,   423.598729,    20.581514,   255.000000,     0.000000,     0.000000,  3570.000000,14,1.100187,    10.794642,     3.285520,    28.000000,     0.000000,     0.000000,  2350.000000,491
465,2640.000000,1328240.000000,1476028.000000,3960.000000,503.121212,559.101515,1.500000,3300.000000,159440.793939,145745.212121,34079.515152,0.000000,0.000000,0.090443,4.369793,3.994438,0.934017,0.000000,0.000000,8.454675,17.338968,1.499771,8.454675,4.164009,1.144656,18.000000,19.000000,2.000000,559,503,2,545,488,0,578,521,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,1.946212,    45.799304,     6.767518,    84.000000,     0.000000,     0.000000,  5138.000000,468
466,820.000000,410892.000000,740444.000000,1230.000000,501.087805,902.980488,1.500000,1025.000000,8447.687805,24193.678049,3745.404878,0.000000,0.000000,0.133548,1.100659,3.152222,0.487993,0.000000,0.000000,4.386429,3.799349,0.431546,4.386429,1.949192,0.755688,12.000000,7.000000,2.000000,903,501,2,897,489,0,910,512,3,2.176829,   551.024859,    23.473919,   255.000000,     0.000000,     0.000000,  1785.000000,7,0.814634,     6.917978,     2.630205,    30.000000,     0.000000,     0.000000,   668.000000,200
467,1060.000000,534708.000000,437928.000000,1590.000000,504.441509,413.139623,1.500000,1325.000000,27855.335849,36125.373585,-15145.343396,0.000000,0.000000,0.122596,2.577313,3.342498,-1.401322,0.000000,0.000000,6.042407,7.376705,0.815378,6.042407,2.716009,0.934228,14.000000,12.000000,2.000000,413,504,2,401,490,0,424,515,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,1.383019,    28.160996,     5.306693,    44.000000,     0.000000,     0.000000,  1466.000000,176
468,2572.000000,1299384.000000,337340.000000,3858.000000,505.203733,131.158631,1.500000,3215.000000,282927.278383,123993.244168,121312.877138,0.000000,0.000000,0.091233,8.028730,3.518601,3.442540,0.000000,0.000000,11.638565,17.452323,1.496117,11.638565,4.177598,1.143726,15.000000,25.000000,2.000000,131,505,2,106,491,0,150,520,3,1.090591,   277.019017,    16.643888,   255.000000,     0.000000,     0.000000,  2805.000000,11,1.699456,    20.089724,     4.482156,    44.000000,     0.000000,     0.000000,  4371.000000,805
469,1128.000000,581836.000000,62804.000000,1692.000000,515.812057,55.677305,1.500000,1410.000000,29046.539007,89620.156028,36743.588652,0.000000,0.000000,0.120081,2.473711,7.632384,3.129220,0.000000,0.000000,10.226176,10.301842,1.091330,10.226176,3.209648,1.029561,24.000000,11.000000,2.000000,56,516,2,47,492,0,67,530,3,0.678191,   172.631929,    13.138947,   255.000000,     0.000000,     0.000000,   765.000000,3,1.882979,    55.663313,     7.460785,    92.000000,     0.000000,     0.000000,  2124.000000,265
470,2172.000000,1096876.000000,652260.000000,3258.000000,505.007366,300.303867,1.500000,2715.000000,127299.447514,79831.882136,19695.138122,0.000000,0.000000,0.096521,4.525641,2.838115,0.700185,0.000000,0.000000,7.460277,13.064789,1.192428,7.460277,3.614525,1.060419,13.000000,19.000000,2.000000,300,505,2,281,492,0,314,517,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,1.328729,    26.161809,     5.114862,    53.000000,     0.000000,     0.000000,  2886.000000,341
471,3964.000000,2018984.000000,1912908.000000,5946.000000,509.329970,482.570131,1.500000,4955.000000,294979.503532,387508.399596,15438.268416,0.000000,0.000000,0.078983,4.701975,6.176886,0.246086,0.000000,0.000000,10.957844,29.842248,2.289157,10.957844,5.462806,1.317929,21.000000,19.000000,2.000000,483,509,2,464,492,0,502,530,3,0.030272,     3.632694,     1.905963,   120.000000,     0.000000,     0.000000,   120.000000,1,2.727800,    96.437874,     9.820279,   101.000000,     0.000000,     0.000000, 10813.000000,778
472,1864.000000,947368.000000,1430196.000000,2796.000000,508.244635,767.272532,1.500000,2330.000000,68849.553648,103840.446352,-33164.274678,0.000000,0.000000,0.101569,3.001280,4.526599,-1.445693,0.000000,0.000000,7.629448,12.260165,1.167594,7.629448,3.501452,1.053005,18.000000,14.000000,2.000000,767,508,2,753,492,0,779,526,3,3.420064,   860.881422,    29.340781,   255.000000,     0.000000,     0.000000,  6375.000000,25,2.908798,    66.527373,     8.156431,    96.000000,     0.000000,     0.000000,  5422.000000,791
473,3972.000000,2039144.000000,3146280.000000,5958.000000,513.379658,792.114804,1.500000,4965.000000,276019.649547,507463.476334,29690.876133,0.000000,0.000000,0.078930,4.387943,8.067255,0.472002,0.000000,0.000000,12.534128,36.158958,2.776420,12.534128,6.013232,1.405492,21.000000,19.000000,2.000000,792,513,2,773,492,0,811,534,3,4.331571,  1081.981949,    32.893494,   255.000000,     0.000000,     0.000000, 17205.000000,68,2.479104,    93.402988,     9.664522,   172.000000,     0.000000,     0.000000,  9847.000000,1221
474,3516.000000,1798372.000000,676056.000000,5274.000000,511.482366,192.279863,1.500000,4395.000000,321692.614334,236269.906712,-78926.648464,0.000000,0.000000,0.082204,6.016944,4.419196,-1.476245,0.000000,0.000000,10.518344,25.268646,2.006665,10.518344,5.026793,1.261319,17.000000,22.000000,2.000000,192,511,2,170,494,0,213,528,3,1.122014,   280.326787,    16.742962,   255.000000,     0.000000,     0.000000,  3945.000000,16,2.884243,    55.082756,     7.421776,   100.000000,     0.000000,     0.000000, 10141.000000,1530
475,2016.000000,1022232.000000,1220444.000000,3024.000000,507.059524,605.378968,1.500000,2520.000000,109722.468254,65936.857143,6122.523810,0.000000,0.000000,0.098949,4.308322,2.589053,0.240405,0.000000,0.000000,6.996324,11.779170,1.098010,6.996324,3.432080,1.031657,13.000000,16.000000,2.000000,605,507,2,589,494,0,621,520,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,3.366567,   107.310227,    10.359065,   114.000000,     0.000000,     0.000000,  6787.000000,520
476,1904.000000,965256.000000,969764.000000,2856.000000,506.962185,509.329832,1.500000,2380.000000,80948.865546,102309.277311,-44860.252101,0.000000,0.000000,0.100853,3.430216,4.335366,-1.900958,0.000000,0.000000,7.866435,12.040783,1.135360,7.866435,3.469983,1.043225,18.000000,15.000000,2.000000,509,507,2,499,495,0,524,525,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,2.457458,    61.638757,     7.851035,   101.000000,     0.000000,     0.000000,  4679.000000,463
477,2584.000000,1328616.000000,2115000.000000,3876.000000,514.170279,818.498452,1.500000,3230.000000,106189.993808,198373.077399,52852.681115,0.000000,0.000000,0.091092,2.994748,5.594476,1.490540,0.000000,0.000000,8.680315,15.314741,1.323776,8.680315,3.913405,1.098006,19.000000,14.000000,2.000000,818,514,2,805,495,0,832,532,3,0.562307,   133.450240,    11.552066,   255.000000,     0.000000,     0.000000,  1453.000000,8,1.731811,    21.900559,     4.679803,    57.000000,     0.000000,     0.000000,  4475.000000,702
