Number,m000,m100,m010,m001,xmean,ymean,zmean,mu002,mu020,mu200,mu110,mu101,mu011,eta002,eta020,eta200,eta110,eta101,eta011,I_1,I_2,I_3,J_1,J_2,J_3,EllipsoidalAxisA,EllipsoidalAxisB,EllipsoidalAxisC,RowMean,ColumnMean,PlaneMean,RowMin,ColumnMin,PlaneMin,RowMax,ColumnMax,PlaneMax,nDSX_mean,nDSX_var,nDSX_stdev,nDSX_max,nDSX_min,nDSX_median,nDSX_muc,nDSX_notempty,cDSX_mean,cDSX_var,cDSX_stdev,cDSX_max,cDSX_min,cDSX_median,cDSX_muc,cDSX_notempty
560,2532.000000,1478304.000000,1165872.000000,3798.000000,583.848341,460.454976,1.500000,3165.000000,114627.867298,195709.763033,-673.289099,0.000000,0.000000,0.091711,3.321533,5.671016,-0.019509,0.000000,0.000000,9.084260,19.660805,1.727479,9.084260,4.434050,1.199879,19.000000,15.000000,2.000000,460,584,2,445,565,0,474,601,3,4.934834,  1234.517679,    35.135703,   255.000000,     0.000000,     0.000000, 12495.000000,49,2.563191,   103.628166,    10.179792,   134.000000,     0.000000,     0.000000,  6490.000000,547
561,1880.000000,1083044.000000,1427132.000000,2820.000000,576.087234,759.112765,1.500000,2350.000000,93820.093617,61245.693617,8149.506382,0.000000,0.000000,0.101280,4.043449,2.639561,0.351226,0.000000,0.000000,6.784291,11.226429,1.068461,6.784291,3.350586,1.022318,14.000000,17.000000,2.000000,759,576,2,742,566,0,773,590,3,6.646276,  1651.505999,    40.638725,   255.000000,     0.000000,     0.000000, 12495.000000,49,2.385638,    48.661741,     6.975796,    62.000000,     0.000000,     0.000000,  4485.000000,507
562,1092.000000,632552.000000,927288.000000,1638.000000,579.260073,849.164835,1.500000,1365.000000,25126.329670,35322.139194,16633.186813,0.000000,0.000000,0.121386,2.234423,3.141112,1.479149,0.000000,0.000000,5.496922,5.483209,0.586379,5.496922,2.341625,0.837001,12.000000,10.000000,2.000000,849,579,2,839,568,0,859,591,3,6.304945,  1569.445878,    39.616232,   255.000000,     0.000000,     0.000000,  6885.000000,27,2.974358,    78.527297,     8.861562,    77.000000,     0.000000,     0.000000,  3248.000000,319
563,1460.000000,845268.000000,1370052.000000,2190.000000,578.950684,938.391780,1.500000,1825.000000,38315.901369,50572.449315,1168.208219,0.000000,0.000000,0.110185,2.313352,3.053351,0.070531,0.000000,0.000000,5.476890,7.649840,0.777747,5.476890,2.765834,0.919629,14.000000,12.000000,2.000000,938,579,2,929,568,0,950,593,3,1.571917,   398.641157,    19.966000,   255.000000,     0.000000,     0.000000,  2295.000000,9,2.436986,    57.303086,     7.569880,    69.000000,     0.000000,     0.000000,  3558.000000,351
564,2500.000000,1459272.000000,2062728.000000,3750.000000,583.708799,825.091199,1.500000,3125.000000,120591.206399,135356.006399,-6445.606400,0.000000,0.000000,0.092100,3.554094,3.989246,-0.189966,0.000000,0.000000,7.635441,14.836818,1.302495,7.635441,3.851859,1.092090,15.000000,15.000000,2.000000,825,584,2,812,569,0,840,598,3,5.711999,  1424.502857,    37.742586,   255.000000,     0.000000,     0.000000, 14280.000000,56,2.150399,    36.170247,     6.014170,    62.000000,     0.000000,     0.000000,  5376.000000,792
565,1996.000000,1170336.000000,967324.000000,2994.000000,586.340681,484.631262,1.500000,2495.000000,89888.609218,109760.336673,53478.741482,0.000000,0.000000,0.099278,3.576766,4.367484,2.127977,0.000000,0.000000,8.043530,11.881878,1.101317,8.043530,3.447010,1.032692,15.000000,15.000000,2.000000,485,586,2,470,571,0,500,600,3,6.260020,  1557.897769,    39.470213,   255.000000,     0.000000,     0.000000, 12495.000000,49,3.492484,    86.241046,     9.286605,    84.000000,     0.000000,     0.000000,  6971.000000,520
566,1280.000000,749656.000000,776244.000000,1920.000000,585.668749,606.440624,1.500000,1600.000000,58779.487499,37747.549999,-22849.174999,0.000000,0.000000,0.115125,4.229403,2.716077,-1.644083,0.000000,0.000000,7.060607,9.583983,1.011310,7.060607,3.095800,1.003755,15.000000,16.000000,2.000000,606,586,2,590,571,0,616,596,3,5.976562,  1489.467784,    38.593623,   255.000000,     0.000000,     0.000000,  7650.000000,30,3.533593,    87.847189,     9.372683,    76.000000,     0.000000,     0.000000,  4523.000000,414
567,3092.000000,1817440.000000,2265012.000000,4638.000000,587.787839,732.539456,1.500000,3865.000000,205560.186287,196300.822768,-11510.116429,0.000000,0.000000,0.085801,4.563377,4.357821,-0.255521,0.000000,0.000000,9.007000,20.586548,1.700687,9.007000,4.537240,1.193643,17.000000,20.000000,2.000000,733,588,2,718,571,0,753,605,3,8.164618,  2015.968686,    44.899539,   255.000000,     0.000000,     0.000000, 25245.000000,99,3.504204,    92.882221,     9.637542,   119.000000,     0.000000,     0.000000, 10835.000000,994
568,104.000000,59908.000000,6896.000000,156.000000,576.038461,66.307692,1.500000,130.000000,710.153846,387.846153,-357.230769,0.000000,0.000000,0.265806,1.452026,0.793015,-0.730417,0.000000,0.000000,2.510848,1.214717,0.164260,2.510848,1.102142,0.547660,4.000000,6.000000,2.000000,66,576,2,62,572,0,72,580,3,7.355769,  1839.299383,    42.887053,   255.000000,     0.000000,     0.000000,   765.000000,3,0.519230,     3.591859,     1.895220,    13.000000,     0.000000,     0.000000,    54.000000,15
569,1180.000000,690892.000000,917428.000000,1770.000000,585.501694,777.481355,1.500000,1475.000000,43622.589830,37262.996610,-23696.962711,0.000000,0.000000,0.118290,3.498394,2.988375,-1.900421,0.000000,0.000000,6.605059,7.610233,0.809450,6.605059,2.758665,0.931958,14.000000,13.000000,2.000000,777,586,2,764,572,0,790,597,3,7.347457,  1821.159917,    42.675050,   255.000000,     0.000000,     0.000000,  8670.000000,34,2.719491,    45.648983,     6.756403,    46.000000,     0.000000,     0.000000,  3209.000000,331
570,1564.000000,916852.000000,126344.000000,2346.000000,586.222506,80.782608,1.500000,1955.000000,65362.086956,48838.567774,24451.652173,0.000000,0.000000,0.107687,3.600340,2.690175,1.346870,0.000000,0.000000,6.398203,8.548895,0.847659,6.398203,2.923849,0.946397,13.000000,14.000000,2.000000,81,586,2,67,573,0,95,597,3,1.141304,   289.915400,    17.026902,   255.000000,     0.000000,     0.000000,  1785.000000,7,1.019820,     7.795512,     2.792044,    25.000000,     0.000000,     0.000000,  1595.000000,343
571,4404.000000,2615668.000000,1777620.000000,6606.000000,593.930063,403.637602,1.500000,5505.000000,354585.613078,441358.459582,65528.381471,0.000000,0.000000,0.076259,4.911996,6.114041,0.907750,0.000000,0.000000,11.102297,30.048978,2.227399,11.102297,5.481694,1.305968,20.000000,18.000000,2.000000,404,594,2,386,574,0,421,613,3,2.142370,   541.837777,    23.277409,   255.000000,     0.000000,     0.000000,  9435.000000,37,2.253633,    63.317213,     7.957211,    93.000000,     0.000000,     0.000000,  9925.000000,936
572,1068.000000,622708.000000,456456.000000,1602.000000,583.059925,427.393258,1.500000,1335.000000,27350.831460,28556.164794,6966.831460,0.000000,0.000000,0.122288,2.505391,2.615802,0.638175,0.000000,0.000000,5.243481,6.772602,0.751627,5.243481,2.602422,0.909217,13.000000,13.000000,2.000000,427,583,2,417,574,0,440,596,3,6.924157,  1719.326013,    41.464756,   255.000000,     0.000000,     0.000000,  7395.000000,29,1.534644,    29.199360,     5.403643,    52.000000,     0.000000,     0.000000,  1639.000000,234
573,1700.000000,999264.000000,397740.000000,2550.000000,587.802352,233.964705,1.500000,2125.000000,52849.882352,71773.590588,12188.141176,0.000000,0.000000,0.104735,2.604826,3.537524,0.600720,0.000000,0.000000,6.247086,9.497094,0.927303,6.247086,3.081735,0.975155,13.000000,12.000000,2.000000,234,588,2,224,575,0,246,600,3,10.799999,  2638.912301,    51.370344,   255.000000,     0.000000,     0.000000, 18360.000000,72,2.810588,    47.928787,     6.923061,    61.000000,     0.000000,     0.000000,  4778.000000,592
574,2012.000000,1180388.000000,1413232.000000,3018.000000,586.673956,702.401590,1.500000,2515.000000,134787.514910,59850.115308,7403.443339,0.000000,0.000000,0.099014,5.306551,2.356284,0.291471,0.000000,0.000000,7.761850,13.177522,1.229645,7.761850,3.630085,1.071338,13.000000,17.000000,2.000000,702,587,2,685,576,0,717,600,3,7.984592,  1973.298121,    44.421820,   255.000000,     0.000000,     0.000000, 16065.000000,63,3.223161,    62.117752,     7.881481,    73.000000,     0.000000,     0.000000,  6485.000000,691
575,2792.000000,1664172.000000,423776.000000,4188.000000,596.050143,151.782234,1.500000,3490.000000,155227.598853,262556.979942,-96337.512893,0.000000,0.000000,0.088771,3.948344,6.678357,-2.450425,0.000000,0.000000,10.715473,21.307215,1.807723,10.715473,4.615973,1.218177,25.000000,18.000000,2.000000,152,596,2,137,579,0,170,621,3,5.662607,  1412.405652,    37.581985,   255.000000,     0.000000,     0.000000, 15810.000000,62,3.169412,    73.556742,     8.576522,    78.000000,     0.000000,     0.000000,  8849.000000,1007
576,824.000000,483356.000000,174912.000000,1236.000000,586.597087,212.271844,1.500000,1030.000000,24355.106796,10726.233009,-7181.747572,0.000000,0.000000,0.133331,3.152732,1.388494,-0.929666,0.000000,0.000000,4.674559,4.118763,0.468431,4.674559,2.029473,0.776632,8.000000,12.000000,2.000000,212,587,2,200,579,0,222,593,3,13.307038,  3220.125539,    56.746149,   255.000000,     0.000000,     0.000000, 10965.000000,43,3.456310,    69.942195,     8.363145,    87.000000,     0.000000,     0.000000,  2848.000000,329
577,1716.000000,1017036.000000,311852.000000,2574.000000,592.678321,181.731934,1.500000,2145.000000,72936.689976,55526.433566,14956.027972,0.000000,0.000000,0.104408,3.550228,2.702776,0.727991,0.000000,0.000000,6.357413,9.718370,0.946519,6.357413,3.117430,0.981845,13.000000,15.000000,2.000000,182,593,2,169,580,0,197,605,3,7.430069,  1840.534465,    42.901450,   255.000000,     0.000000,     0.000000, 12750.000000,50,3.646853,    84.326526,     9.182947,    83.000000,     0.000000,     0.000000,  6258.000000,667
578,1312.000000,776328.000000,340392.000000,1968.000000,591.713414,259.445121,1.500000,1640.000000,31884.048780,42644.243902,-12500.634146,0.000000,0.000000,0.114182,2.219874,2.969034,-0.870335,0.000000,0.000000,5.303091,6.425880,0.666070,5.303091,2.534932,0.873320,11.000000,10.000000,2.000000,259,592,2,250,581,0,269,603,3,5.636432,  1406.593118,    37.504574,   255.000000,     0.000000,     0.000000,  7395.000000,29,2.609756,    48.878867,     6.991342,    71.000000,     0.000000,     0.000000,  3424.000000,363
579,3068.000000,1835916.000000,1748056.000000,4602.000000,598.408083,569.770534,1.500000,3835.000000,249630.456323,177525.079530,-80408.709256,0.000000,0.000000,0.086025,5.599601,3.982164,-1.803692,0.000000,0.000000,9.667791,19.869498,1.638366,9.667791,4.457521,1.178882,17.000000,20.000000,2.000000,570,598,2,550,581,0,587,615,3,3.075293,   774.994981,    27.838731,   255.000000,     0.000000,     0.000000,  9435.000000,37,2.571382,   127.296174,    11.282560,   149.000000,     0.000000,     0.000000,  7889.000000,636
580,2072.000000,1233416.000000,1901536.000000,3108.000000,595.277992,917.729729,1.500000,2590.000000,171920.648648,52431.876447,8635.675675,0.000000,0.000000,0.098049,6.508412,1.984917,0.326921,0.000000,0.000000,8.591379,13.644550,1.256192,8.591379,3.693853,1.078993,11.000000,18.000000,2.000000,918,595,2,900,584,0,935,606,3,5.291988,  1322.089979,    36.360555,   255.000000,     0.000000,     0.000000, 10965.000000,43,2.731177,    52.892933,     7.272752,    62.000000,     0.000000,     0.000000,  5659.000000,526
581,2648.000000,1589012.000000,755396.000000,3972.000000,600.080060,285.270392,1.500000,3310.000000,161594.398791,133907.027190,22730.676737,0.000000,0.000000,0.090351,4.410985,3.655213,0.620471,0.000000,0.000000,8.156551,16.466905,1.421968,8.156551,4.057943,1.124509,16.000000,17.000000,2.000000,285,600,2,268,585,0,301,616,3,2.888972,   728.617060,    26.992907,   255.000000,     0.000000,     0.000000,  7650.000000,30,3.167296,   160.223984,    12.657961,   174.000000,     0.000000,     0.000000,  8387.000000,739
582,1072.000000,641100.000000,141448.000000,1608.000000,598.041044,131.947761,1.500000,1340.000000,15277.074626,43874.194029,-7417.701492,0.000000,0.000000,0.122136,1.392452,3.998981,-0.676097,0.000000,0.000000,5.513571,5.769775,0.624273,5.513571,2.402035,0.854656,15.000000,8.000000,2.000000,132,598,2,124,586,0,139,613,3,5.471082,  1366.467883,    36.965766,   255.000000,     0.000000,     0.000000,  5865.000000,23,2.530783,    45.291301,     6.729881,    59.000000,     0.000000,     0.000000,  2713.000000,336
583,2664.000000,1607612.000000,899180.000000,3996.000000,603.457957,337.530030,1.500000,3330.000000,161023.597597,250197.291291,118589.363363,0.000000,0.000000,0.090170,4.360241,6.774911,3.211195,0.000000,0.000000,11.225324,20.232539,1.733844,11.225324,4.498059,1.201351,24.000000,20.000000,2.000000,338,603,2,318,586,0,352,627,3,7.944819,  1963.545958,    44.311916,   255.000000,     0.000000,     0.000000, 21165.000000,83,2.613738,    67.799300,     8.234033,   111.000000,     0.000000,     0.000000,  6963.000000,692
584,2464.000000,1486272.000000,1970980.000000,3696.000000,603.194805,799.910714,1.500000,3080.000000,87672.357142,191818.493506,5530.857142,0.000000,0.000000,0.092547,2.634359,5.763719,0.166189,0.000000,0.000000,8.490626,15.933311,1.402653,8.490626,3.991655,1.119395,19.000000,12.000000,2.000000,800,603,2,789,586,0,812,622,3,10.038555,  2460.057384,    49.598965,   255.000000,     0.000000,     0.000000, 24735.000000,97,3.279626,    61.434972,     7.838046,    75.000000,     0.000000,     0.000000,  8081.000000,881
585,1816.000000,1091992.000000,1724852.000000,2724.000000,601.317180,949.808370,1.500000,2270.000000,60073.312775,79393.303964,3154.378854,0.000000,0.000000,0.102456,2.711401,3.583406,0.142372,0.000000,0.000000,6.397263,10.340724,0.993392,6.397263,3.215699,0.997792,15.000000,11.000000,2.000000,950,601,2,939,586,0,961,613,3,4.212555,  1057.037991,    32.512120,   255.000000,     0.000000,     0.000000,  7650.000000,30,1.981277,    46.174855,     6.795208,    70.000000,     0.000000,     0.000000,  3598.000000,381
586,2352.000000,1419920.000000,1034236.000000,3528.000000,603.707482,439.726190,1.500000,2940.000000,137555.666666,95022.748299,-8564.380952,0.000000,0.000000,0.093993,4.397731,3.037930,-0.273808,0.000000,0.000000,7.529655,13.983935,1.248705,7.529655,3.739510,1.076845,15.000000,17.000000,2.000000,440,604,2,424,589,0,457,618,3,3.469387,   873.028411,    29.547054,   255.000000,     0.000000,     0.000000,  8160.000000,32,1.898809,    51.311746,     7.163221,    79.000000,     0.000000,     0.000000,  4466.000000,509
587,2260.000000,1356992.000000,1495856.000000,3390.000000,600.438938,661.883185,1.500000,2825.000000,148161.161061,82316.573451,13123.879646,0.000000,0.000000,0.095251,4.995624,2.775509,0.442504,0.000000,0.000000,7.866385,14.409808,1.302055,7.866385,3.796025,1.091967,14.000000,18.000000,2.000000,662,600,2,644,589,0,679,614,3,4.287610,  1075.432958,    32.793794,   255.000000,     0.000000,     0.000000,  9690.000000,38,3.504867,   104.629901,    10.228875,    88.000000,     0.000000,     0.000000,  7921.000000,636
588,1948.000000,1176796.000000,213572.000000,2922.000000,604.104722,109.636550,1.500000,2435.000000,98370.677618,75718.636550,32058.143737,0.000000,0.000000,0.100087,4.043403,3.112319,1.317709,0.000000,0.000000,7.255810,11.564203,1.085750,7.255810,3.400618,1.027803,14.000000,17.000000,2.000000,110,604,2,97,590,0,127,618,3,6.152464,  1531.811873,    39.138368,   255.000000,     0.000000,     0.000000, 11985.000000,47,2.881930,    57.324521,     7.571295,    62.000000,     0.000000,     0.000000,  5614.000000,692
589,2236.000000,1363392.000000,1387448.000000,3354.000000,609.745974,620.504472,1.500000,2795.000000,54406.955277,207775.713774,-28337.459749,0.000000,0.000000,0.095591,1.860767,7.106117,-0.969166,0.000000,0.000000,9.062476,13.140703,1.174202,9.062476,3.625010,1.054988,20.000000,11.000000,2.000000,621,610,2,610,590,0,631,628,3,11.404293,  2779.279874,    52.718875,   255.000000,     0.000000,     0.000000, 25500.000000,100,2.960196,    58.118772,     7.623566,    77.000000,     0.000000,     0.000000,  6619.000000,638
590,2364.000000,1434264.000000,2007716.000000,3546.000000,606.710659,849.287648,1.500000,2955.000000,82292.399323,179718.091370,1632.751269,0.000000,0.000000,0.093834,2.613142,5.706833,0.051846,0.000000,0.000000,8.413809,15.690777,1.399074,8.413809,3.961158,1.118442,19.000000,14.000000,2.000000,849,607,2,835,590,0,863,626,3,2.588832,   653.726764,    25.568080,   255.000000,     0.000000,     0.000000,  6120.000000,24,2.917089,   130.196254,    11.410357,   169.000000,     0.000000,     0.000000,  6896.000000,617
591,1148.000000,690400.000000,358116.000000,1722.000000,601.393728,311.947735,1.500000,1435.000000,26208.864111,35730.034843,13747.623693,0.000000,0.000000,0.119379,2.180347,2.972425,1.143681,0.000000,0.000000,5.272151,5.788046,0.617539,5.272151,2.405835,0.851572,12.000000,11.000000,2.000000,312,601,2,302,591,0,323,613,3,4.442508,  1114.074285,    33.377751,   255.000000,     0.000000,     0.000000,  5100.000000,20,2.451219,    71.852021,     8.476557,    81.000000,     0.000000,     0.000000,  2814.000000,266
592,1068.000000,644596.000000,732420.000000,1602.000000,603.554307,685.786516,1.500000,1335.000000,18155.325842,33055.850187,-1409.617977,0.000000,0.000000,0.122288,1.663064,3.027982,-0.129123,0.000000,0.000000,4.813335,5.592718,0.613773,4.813335,2.364892,0.849837,13.000000,10.000000,2.000000,686,604,2,678,592,0,696,617,3,3.103932,   782.601184,    27.975009,   255.000000,     0.000000,     0.000000,  3315.000000,13,1.815543,    35.897527,     5.991454,    64.000000,     0.000000,     0.000000,  1939.000000,213
593,1508.000000,917568.000000,1176348.000000,2262.000000,608.466843,780.071618,1.500000,1885.000000,30316.265251,85383.342175,-4006.419098,0.000000,0.000000,0.109004,1.753102,4.937472,-0.231679,0.000000,0.000000,6.799578,9.331518,0.937677,6.799578,3.054753,0.978778,17.000000,12.000000,2.000000,780,608,2,768,593,0,788,625,3,7.271220,  1802.485780,    42.455691,   255.000000,     0.000000,     0.000000, 10965.000000,43,2.752652,    69.866449,     8.358615,    99.000000,     0.000000,     0.000000,  4151.000000,465
594,1160.000000,707860.000000,858964.000000,1740.000000,610.224137,740.486206,1.500000,1450.000000,28257.779310,48201.724137,-18446.413793,0.000000,0.000000,0.118966,2.318430,3.954745,-1.513449,0.000000,0.000000,6.392142,7.624569,0.818282,6.392142,2.761262,0.935336,16.000000,14.000000,2.000000,740,610,2,730,594,0,754,623,3,14.288793,  3442.440253,    58.672312,   255.000000,     0.000000,     0.000000, 16575.000000,65,3.804310,   103.953907,    10.195778,    83.000000,     0.000000,     0.000000,  4413.000000,347
595,1580.000000,963688.000000,1198032.000000,2370.000000,609.929113,758.248101,1.500000,1975.000000,41134.744303,78096.060759,-22612.212658,0.000000,0.000000,0.107322,2.235283,4.243781,-1.228759,0.000000,0.000000,6.586387,8.671555,0.856026,6.586387,2.944750,0.949501,16.000000,11.000000,2.000000,758,610,2,747,594,0,769,622,3,5.487341,  1370.028338,    37.013893,   255.000000,     0.000000,     0.000000,  8670.000000,34,3.494303,    89.288757,     9.449272,   111.000000,     0.000000,     0.000000,  5521.000000,565
596,5156.000000,3164156.000000,1064280.000000,7734.000000,613.684251,206.415826,1.500000,6445.000000,802364.468580,446929.961210,-226967.034910,0.000000,0.000000,0.072355,9.007849,5.017517,-2.548075,0.000000,0.000000,14.097723,39.719175,2.800478,14.097723,6.302315,1.409540,19.000000,27.000000,2.000000,206,614,2,179,595,0,230,633,3,12.018037,  2920.732749,    54.043803,   255.000000,     0.000000,     0.000000, 61965.000000,243,4.405352,   140.248460,    11.842654,   131.000000,     0.000000,     0.000000, 22714.000000,1989
597,880.000000,532396.000000,446808.000000,1320.000000,604.995454,507.736363,1.500000,1100.000000,14322.836363,18091.981818,3570.945454,0.000000,0.000000,0.130441,1.698447,2.145404,0.423454,0.000000,0.000000,3.974293,3.965941,0.451920,3.974293,1.991467,0.767397,9.000000,8.000000,2.000000,508,605,2,500,596,0,516,614,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,2.980681,    85.809637,     9.263349,    59.000000,     0.000000,     0.000000,  2623.000000,231
598,2564.000000,1565496.000000,1528248.000000,3846.000000,610.567862,596.040561,1.500000,3205.000000,141803.781591,137509.191887,-17699.057722,0.000000,0.000000,0.091328,4.040766,3.918390,-0.504343,0.000000,0.000000,8.050485,16.305833,1.422793,8.050485,4.038048,1.124727,15.000000,18.000000,2.000000,596,611,2,578,596,0,609,626,3,6.663416,  1655.415734,    40.686800,   255.000000,     0.000000,     0.000000, 17085.000000,67,3.888845,   104.958767,    10.244938,    86.000000,     0.000000,     0.000000,  9971.000000,902
599,3868.000000,2390256.000000,2747976.000000,5802.000000,617.956566,710.438469,1.500000,4835.000000,344520.355739,280408.703205,53209.662874,0.000000,0.000000,0.079630,5.674134,4.618236,0.876345,0.000000,0.000000,10.372001,26.256104,2.025530,10.372001,5.124071,1.265259,20.000000,21.000000,2.000000,710,618,2,693,598,0,731,636,3,5.933298,  1478.169327,    38.446967,   255.000000,     0.000000,     0.000000, 22950.000000,90,3.357807,    77.311816,     8.792713,    87.000000,     0.000000,     0.000000, 12988.000000,1144
600,468.000000,283932.000000,42480.000000,702.000000,606.692307,90.769230,1.500000,585.000000,2867.076923,12651.692307,2722.769230,0.000000,0.000000,0.161000,0.789062,3.481936,0.749347,0.000000,0.000000,4.431999,2.873579,0.351938,4.431999,1.695163,0.706028,11.000000,7.000000,2.000000,91,607,2,84,599,0,96,618,3,1.089743,   277.289573,    16.652014,   255.000000,     0.000000,     0.000000,   510.000000,2,1.448717,    13.271454,     3.643000,    23.000000,     0.000000,     0.000000,   678.000000,119
601,1616.000000,991568.000000,389992.000000,2424.000000,613.594059,241.331683,1.500000,2020.000000,35806.217821,89141.702970,-11326.415841,0.000000,0.000000,0.106519,1.888150,4.700663,-0.597269,0.000000,0.000000,6.695333,9.220666,0.907422,6.695333,3.036555,0.968136,15.000000,11.000000,2.000000,241,614,2,232,599,0,252,629,3,7.732054,  1913.073052,    43.738690,   255.000000,     0.000000,     0.000000, 12495.000000,49,4.756188,   168.186958,    12.968691,   148.000000,     0.000000,     0.000000,  7686.000000,658
602,3348.000000,2060308.000000,1229272.000000,5022.000000,615.384707,367.166069,1.500000,4185.000000,242615.665471,250656.497013,-48093.897252,0.000000,0.000000,0.083556,4.844008,5.004550,-0.960231,0.000000,0.000000,9.932115,24.142951,1.948546,9.932115,4.913547,1.249022,18.000000,18.000000,2.000000,367,615,2,352,599,0,385,633,3,1.599462,   405.425718,    20.135186,   255.000000,     0.000000,     0.000000,  5355.000000,21,2.859020,   118.580059,    10.889447,   141.000000,     0.000000,     0.000000,  9572.000000,695
603,1552.000000,946644.000000,1280384.000000,2328.000000,609.951030,824.989690,1.500000,1940.000000,70327.835051,41352.278350,-16668.783505,0.000000,0.000000,0.107964,3.913857,2.301320,-0.927644,0.000000,0.000000,6.323141,8.817532,0.879531,6.323141,2.969432,0.958113,10.000000,13.000000,2.000000,825,610,2,812,600,0,838,620,3,4.271907,  1071.777727,    32.738016,   255.000000,     0.000000,     0.000000,  6630.000000,26,2.104381,    37.677040,     6.138162,    68.000000,     0.000000,     0.000000,  3266.000000,356
604,2392.000000,1471972.000000,394964.000000,3588.000000,615.372909,165.118729,1.500000,2990.000000,208226.280936,86215.364548,-61757.906354,0.000000,0.000000,0.093466,6.509095,2.695068,-1.930534,0.000000,0.000000,9.297630,14.675773,1.291286,9.297630,3.830897,1.088949,14.000000,20.000000,2.000000,165,615,2,148,601,0,185,628,3,16.737040,  3989.484566,    63.162366,   255.000000,     0.000000,     0.000000, 40035.000000,157,3.017558,    58.591912,     7.654535,    67.000000,     0.000000,     0.000000,  7218.000000,842
605,2560.000000,1571060.000000,1243692.000000,3840.000000,613.695312,485.817187,1.500000,3200.000000,165822.443749,141102.343750,53401.406249,0.000000,-0.000000,0.091375,4.735036,4.029157,1.524869,0.000000,-0.000000,8.855570,17.553815,1.530813,8.855570,4.189727,1.152499,17.000000,19.000000,2.000000,486,614,2,467,601,0,503,631,3,5.378906,  1343.213153,    36.649872,   255.000000,     0.000000,     0.000000, 13770.000000,54,2.417578,    85.306216,     9.236136,   128.000000,     0.000000,     0.000000,  6189.000000,560
606,1156.000000,707632.000000,741024.000000,1734.000000,612.138408,641.024221,1.500000,1445.000000,24203.321799,32401.854671,2940.124567,0.000000,0.000000,0.119103,1.994946,2.670706,0.242338,0.000000,0.000000,4.784755,5.824882,0.627577,4.784755,2.413479,0.856161,11.000000,11.000000,2.000000,641,612,2,633,601,0,652,623,3,4.191176,  1052.094155,    32.436000,   255.000000,     0.000000,     0.000000,  4845.000000,19,2.177335,    38.256836,     6.185211,    58.000000,     0.000000,     0.000000,  2517.000000,308
607,1052.000000,644636.000000,276928.000000,1578.000000,612.771863,263.239543,1.500000,1315.000000,29119.634980,17617.247148,-1702.509505,0.000000,0.000000,0.122905,2.721645,1.646583,-0.159123,0.000000,0.000000,4.491134,4.992975,0.547678,4.491134,2.234496,0.818167,9.000000,11.000000,2.000000,263,613,2,253,604,0,274,622,3,7.271863,  1803.159131,    42.463621,   255.000000,     0.000000,     0.000000,  7650.000000,30,3.050380,    78.015537,     8.832640,    83.000000,     0.000000,     0.000000,  3209.000000,331
608,2112.000000,1310648.000000,972104.000000,3168.000000,620.571969,460.276515,1.500000,2640.000000,110742.515151,79869.060606,481.969696,0.000000,0.000000,0.097426,4.086854,2.947496,0.017786,0.000000,0.000000,7.131778,12.731009,1.173572,7.131778,3.568053,1.054799,16.000000,16.000000,2.000000,460,621,2,444,605,0,475,634,3,2.173295,   549.727415,    23.446266,   255.000000,     0.000000,     0.000000,  4590.000000,18,2.481534,    84.265883,     9.179645,   130.000000,     0.000000,     0.000000,  5241.000000,493
609,1424.000000,876880.000000,1260232.000000,2136.000000,615.786516,884.994382,1.500000,1780.000000,46231.955056,41959.101123,3314.292134,0.000000,0.000000,0.111106,2.885773,2.619064,0.206876,0.000000,0.000000,5.615944,8.126853,0.834991,5.615944,2.850763,0.941659,13.000000,13.000000,2.000000,885,616,2,872,605,0,896,629,3,8.953651,  2204.561448,    46.952757,   255.000000,     0.000000,     0.000000, 12750.000000,50,2.291432,    38.257242,     6.185243,    47.000000,     0.000000,     0.000000,  3263.000000,342
610,4588.000000,2853812.000000,4225400.000000,6882.000000,622.016564,920.967741,1.500000,5735.000000,609143.225806,353514.741063,170334.451612,0.000000,0.000000,0.075226,7.990148,4.637062,2.234281,0.000000,0.000000,12.702437,33.008704,2.411660,12.702437,5.745320,1.341030,19.000000,24.000000,2.000000,921,622,2,899,605,0,945,641,3,5.446817,  1359.567042,    36.872307,   255.000000,     0.000000,     0.000000, 24990.000000,98,2.727986,    53.777747,     7.333331,    64.000000,     0.000000,     0.000000, 12516.000000,1336
611,1524.000000,947484.000000,466180.000000,2286.000000,621.708661,305.892388,1.500000,1905.000000,52322.351706,51018.645669,19640.220472,0.000000,0.000000,0.108621,2.983371,2.909035,1.119866,0.000000,0.000000,6.001027,8.064670,0.806473,6.001027,2.839836,0.930814,14.000000,13.000000,2.000000,306,622,2,293,608,0,318,634,3,3.011811,   759.439125,    27.557923,   255.000000,     0.000000,     0.000000,  4590.000000,18,2.785433,    80.294705,     8.960731,    91.000000,     0.000000,     0.000000,  4245.000000,389
