Number,m000,m100,m010,m001,xmean,ymean,zmean,mu002,mu020,mu200,mu110,mu101,mu011,eta002,eta020,eta200,eta110,eta101,eta011,I_1,I_2,I_3,J_1,J_2,J_3,EllipsoidalAxisA,EllipsoidalAxisB,EllipsoidalAxisC,RowMean,ColumnMean,PlaneMean,RowMin,ColumnMin,PlaneMin,RowMax,ColumnMax,PlaneMax,DSXmol_mean,DSXmol_var,DSXmol_stdev,DSXmol_max,DSXmol_min,DSXmol_median,DSXmol_muc,DSXmol_notempty,celnumber
0,4.000000,6.000000,1326.000000,0.000000,1.500000,331.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,332,2,0,331,1,0,332,2,0,3.000000,     0.666667,     0.816497,     4.000000,     2.000000,     3.000000,    12.000000,4,0
1,2.000000,2.000000,887.000000,0.000000,1.000000,443.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,444,1,0,443,1,0,444,1,0,2.000000,     0.000000,     0.000000,     2.000000,     2.000000,     2.000000,     4.000000,2,0
2,4.000000,10.000000,1414.000000,0.000000,2.500000,353.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,354,3,0,353,2,0,354,3,0,2.250000,     1.583333,     1.258306,     4.000000,     1.000000,     2.000000,     9.000000,4,0
3,2.000000,4.000000,833.000000,0.000000,2.000000,416.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,417,2,0,416,2,0,417,2,0,1.500000,     0.500000,     0.707107,     2.000000,     1.000000,     1.000000,     3.000000,2,0
4,1.000000,5.000000,407.000000,0.000000,5.000000,407.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,407,5,0,407,5,0,407,5,0,0.000000,     0.000000,     0.000000,     1.000000,     1.000000,     1.000000,     1.000000,1,0
5,4.000000,30.000000,1758.000000,0.000000,7.500000,439.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,440,8,0,439,7,0,440,8,0,3.500000,     3.000000,     1.732051,     5.000000,     2.000000,     2.000000,    14.000000,4,0
6,2.000000,17.000000,902.000000,0.000000,8.500000,451.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,451,9,0,451,8,0,451,9,0,3.000000,     0.000000,     0.000000,     3.000000,     3.000000,     3.000000,     6.000000,2,0
7,6.000000,63.000000,2910.000000,0.000000,10.500000,485.000000,0.000000,0.000000,4.000000,1.500000,0.000000,0.000000,0.000000,0.000000,0.366881,0.137580,0.000000,0.000000,0.000000,0.504461,0.050476,0.000000,0.504461,0.224668,-0.000000,1.000000,1.000000,0.000000,485,11,0,484,10,0,486,11,0,2.333333,     1.466667,     1.211060,     3.000000,     0.000000,     3.000000,    14.000000,5,0
8,8.000000,97.000000,3545.000000,0.000000,12.125000,443.125000,0.000000,0.000000,4.875000,4.875000,-1.125000,0.000000,0.000000,0.000000,0.304688,0.304688,-0.070313,0.000000,0.000000,0.609375,0.087891,0.000000,0.609375,0.296464,-0.000000,1.000000,1.000000,0.000000,443,12,0,442,11,0,444,13,0,2.625000,     2.267857,     1.505941,     5.000000,     0.000000,     2.000000,    21.000000,7,0
9,4.000000,54.000000,1934.000000,0.000000,13.500000,483.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,484,14,0,483,13,0,484,14,0,1.500000,     0.333333,     0.577350,     2.000000,     1.000000,     1.000000,     6.000000,4,4
10,4.000000,62.000000,1318.000000,0.000000,15.500000,329.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,330,16,0,329,15,0,330,16,0,5.250000,     4.250000,     2.061553,     7.000000,     3.000000,     4.000000,    21.000000,4,5
11,1.000000,17.000000,552.000000,0.000000,17.000000,552.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,552,17,0,552,17,0,552,17,0,0.000000,     0.000000,     0.000000,     2.000000,     2.000000,     2.000000,     2.000000,1,0
12,2.000000,37.000000,826.000000,0.000000,18.500000,413.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,413,19,0,413,18,0,413,19,0,1.500000,     0.500000,     0.707107,     2.000000,     1.000000,     1.000000,     3.000000,2,0
13,2.000000,37.000000,888.000000,0.000000,18.500000,444.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,444,19,0,444,18,0,444,19,0,1.500000,     0.500000,     0.707107,     2.000000,     1.000000,     1.000000,     3.000000,2,0
14,2.000000,39.000000,580.000000,0.000000,19.500000,290.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,290,20,0,290,19,0,290,20,0,4.000000,     0.000000,     0.000000,     4.000000,     4.000000,     4.000000,     8.000000,2,0
15,4.000000,82.000000,1634.000000,0.000000,20.500000,408.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,409,21,0,408,20,0,409,21,0,2.750000,     0.250000,     0.500000,     3.000000,     2.000000,     3.000000,    11.000000,4,0
16,14.000000,329.000000,4694.000000,0.000000,23.500000,335.285714,0.000000,0.000000,24.857143,11.500000,-3.000000,0.000000,0.000000,0.000000,0.736683,0.340822,-0.088910,0.000000,0.000000,1.077504,0.243172,0.000000,1.077504,0.493125,-0.000000,2.000000,2.000000,0.000000,335,24,0,333,22,0,337,25,0,2.571429,     0.725275,     0.851631,     4.000000,     1.000000,     3.000000,    36.000000,14,5
17,16.000000,395.000000,7239.000000,0.000000,24.687500,452.437500,0.000000,0.000000,13.937500,45.437500,-13.812500,0.000000,0.000000,0.000000,0.345694,1.126993,-0.342593,0.000000,0.000000,1.472687,0.272224,0.000000,1.472687,0.521751,-0.000000,3.000000,2.000000,0.000000,452,25,0,451,22,0,454,27,0,2.937500,     1.129167,     1.062623,     4.000000,     1.000000,     3.000000,    47.000000,16,0
18,8.000000,194.000000,2829.000000,0.000000,24.250000,353.625000,0.000000,0.000000,7.875000,3.500000,1.750000,0.000000,0.000000,0.000000,0.492188,0.218750,0.109375,0.000000,0.000000,0.710938,0.095703,0.000000,0.710938,0.309359,-0.000000,1.000000,2.000000,0.000000,354,24,0,352,23,0,355,25,0,4.000000,     3.714286,     1.927248,     5.000000,     0.000000,     5.000000,    32.000000,7,1
19,4.000000,94.000000,1694.000000,0.000000,23.500000,423.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,424,24,0,423,23,0,424,24,0,1.750000,     0.250000,     0.500000,     2.000000,     1.000000,     2.000000,     7.000000,4,0
20,4.000000,98.000000,1146.000000,0.000000,24.500000,286.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,287,25,0,286,24,0,287,25,0,2.750000,     0.250000,     0.500000,     3.000000,     2.000000,     3.000000,    11.000000,4,0
21,4.000000,98.000000,1274.000000,0.000000,24.500000,318.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,319,25,0,318,24,0,319,25,0,3.250000,     0.916667,     0.957427,     4.000000,     2.000000,     3.000000,    13.000000,4,5
22,2.000000,51.000000,810.000000,0.000000,25.500000,405.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,405,26,0,405,25,0,405,26,0,5.000000,     0.000000,     0.000000,     5.000000,     5.000000,     5.000000,    10.000000,2,0
23,4.000000,114.000000,1282.000000,0.000000,28.500000,320.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,321,29,0,320,28,0,321,29,0,2.500000,     0.333333,     0.577350,     3.000000,     2.000000,     2.000000,    10.000000,4,5
24,4.000000,114.000000,1650.000000,0.000000,28.500000,412.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,413,29,0,412,28,0,413,29,0,2.500000,     1.000000,     1.000000,     4.000000,     2.000000,     2.000000,    10.000000,4,0
25,4.000000,114.000000,1738.000000,0.000000,28.500000,434.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,435,29,0,434,28,0,435,29,0,3.000000,     1.333333,     1.154701,     4.000000,     2.000000,     2.000000,    12.000000,4,0
26,2.000000,58.000000,607.000000,0.000000,29.000000,303.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,304,29,0,303,29,0,304,29,0,1.000000,     0.000000,     0.000000,     1.000000,     1.000000,     1.000000,     2.000000,2,0
27,4.000000,120.000000,1899.000000,0.000000,30.000000,474.750000,0.000000,0.000000,0.750000,2.000000,0.000000,0.000000,0.000000,0.000000,0.118118,0.314980,0.000000,0.000000,0.000000,0.433098,0.037205,0.000000,0.433098,0.192885,-0.000000,1.000000,1.000000,0.000000,475,30,0,474,29,0,475,31,0,6.500000,     9.666667,     3.109126,     9.000000,     2.000000,     7.000000,    26.000000,4,4
28,5.000000,153.000000,1814.000000,0.000000,30.600000,362.800000,0.000000,0.000000,2.800000,1.200000,0.600000,0.000000,0.000000,0.000000,0.327490,0.140353,0.070176,0.000000,0.000000,0.467843,0.041039,0.000000,0.467843,0.202582,-0.000000,1.000000,1.000000,0.000000,363,31,0,362,30,0,364,31,0,12.800000,    20.700000,     4.549725,    17.000000,     6.000000,    12.000000,    64.000000,5,0
29,10.000000,315.000000,3770.000000,0.000000,31.500000,377.000000,0.000000,0.000000,6.000000,10.500000,-3.000000,0.000000,0.000000,0.000000,0.278495,0.487367,-0.139248,0.000000,0.000000,0.765862,0.116339,0.000000,0.765862,0.341086,-0.000000,2.000000,1.000000,0.000000,377,32,0,376,30,0,378,33,0,9.900000,    17.433333,     4.175324,    16.000000,     3.000000,    10.000000,    99.000000,10,2
30,4.000000,126.000000,1062.000000,0.000000,31.500000,265.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,266,32,0,265,31,0,266,32,0,4.750000,     2.250000,     1.500000,     6.000000,     3.000000,     4.000000,    19.000000,4,0
31,14.000000,461.000000,4572.000000,0.000000,32.928571,326.571429,0.000000,0.000000,13.428571,22.928571,5.571429,0.000000,0.000000,0.000000,0.397978,0.679526,0.165119,0.000000,0.000000,1.077504,0.243172,0.000000,1.077504,0.493125,-0.000000,2.000000,2.000000,0.000000,327,33,0,325,31,0,328,35,0,10.857143,    15.054945,     3.880070,    16.000000,     4.000000,    12.000000,   152.000000,14,5
32,4.000000,126.000000,1526.000000,0.000000,31.500000,381.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,382,32,0,381,31,0,382,32,0,4.000000,     2.000000,     1.414214,     5.000000,     2.000000,     4.000000,    16.000000,4,0
33,4.000000,126.000000,1838.000000,0.000000,31.500000,459.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,460,32,0,459,31,0,460,32,0,1.000000,     0.666667,     0.816497,     2.000000,     0.000000,     1.000000,     4.000000,3,3
34,4.000000,130.000000,1234.000000,0.000000,32.500000,308.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,309,33,0,308,32,0,309,33,0,1.000000,     0.666667,     0.816497,     2.000000,     0.000000,     1.000000,     4.000000,3,0
35,2.000000,65.000000,632.000000,0.000000,32.500000,316.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,316,33,0,316,32,0,316,33,0,3.000000,     0.000000,     0.000000,     3.000000,     3.000000,     3.000000,     6.000000,2,5
36,4.000000,134.000000,1046.000000,0.000000,33.500000,261.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,262,34,0,261,33,0,262,34,0,6.500000,     9.000000,     3.000000,     9.000000,     3.000000,     5.000000,    26.000000,4,0
37,10.000000,343.000000,3015.000000,0.000000,34.300000,301.500000,0.000000,0.000000,10.500000,8.100000,-4.500000,0.000000,0.000000,0.000000,0.487367,0.375969,-0.208871,0.000000,0.000000,0.863336,0.139607,0.000000,0.863336,0.373641,-0.000000,2.000000,2.000000,0.000000,302,34,0,300,33,0,303,36,0,1.700000,     0.900000,     0.948683,     3.000000,     0.000000,     2.000000,    17.000000,9,7
38,10.000000,353.000000,5299.000000,0.000000,35.300000,529.900000,0.000000,0.000000,4.900000,16.100000,3.300000,0.000000,0.000000,0.000000,0.227438,0.747296,0.153172,0.000000,0.000000,0.974734,0.146502,0.000000,0.974734,0.382755,-0.000000,2.000000,1.000000,0.000000,530,35,0,529,33,0,531,37,0,3.700000,     0.677778,     0.823273,     5.000000,     3.000000,     3.000000,    37.000000,10,0
39,10.000000,355.000000,4422.000000,0.000000,35.500000,442.200000,0.000000,0.000000,5.600000,10.500000,0.000000,0.000000,0.000000,0.000000,0.259929,0.487367,0.000000,0.000000,0.000000,0.747296,0.126681,0.000000,0.747296,0.355922,-0.000000,2.000000,1.000000,0.000000,442,36,0,441,34,0,443,37,0,5.600000,     6.044444,     2.458545,    11.000000,     3.000000,     4.000000,    56.000000,10,0
40,9.000000,320.000000,4042.000000,0.000000,35.555556,449.111111,0.000000,0.000000,4.888889,10.222222,-3.555556,0.000000,0.000000,0.000000,0.261148,0.546037,-0.189926,0.000000,0.000000,0.807185,0.106525,0.000000,0.807185,0.326381,-0.000000,2.000000,1.000000,0.000000,449,36,0,448,34,0,450,37,0,7.333333,    10.500000,     3.240370,    12.000000,     3.000000,     7.000000,    66.000000,9,0
41,2.000000,70.000000,831.000000,0.000000,35.000000,415.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,416,35,0,415,35,0,416,35,0,1.500000,     0.500000,     0.707107,     2.000000,     1.000000,     1.000000,     3.000000,2,0
42,4.000000,154.000000,1042.000000,0.000000,38.500000,260.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,261,39,0,260,38,0,261,39,0,4.250000,     4.250000,     2.061553,     6.000000,     2.000000,     3.000000,    17.000000,4,0
43,4.000000,154.000000,2110.000000,0.000000,38.500000,527.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,528,39,0,527,38,0,528,39,0,2.250000,     4.250000,     2.061553,     4.000000,     0.000000,     1.000000,     9.000000,3,0
44,4.000000,158.000000,1458.000000,0.000000,39.500000,364.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,365,40,0,364,39,0,365,40,0,2.750000,     2.250000,     1.500000,     4.000000,     1.000000,     2.000000,    11.000000,4,8
45,4.000000,158.000000,1998.000000,0.000000,39.500000,499.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,500,40,0,499,39,0,500,40,0,2.500000,     1.000000,     1.000000,     4.000000,     2.000000,     2.000000,    10.000000,4,13
46,15.000000,636.000000,6882.000000,0.000000,42.400000,458.800000,0.000000,0.000000,8.400000,37.600000,-1.800000,0.000000,0.000000,0.000000,0.227069,1.016404,-0.048658,0.000000,0.000000,1.243472,0.228426,0.000000,1.243472,0.477939,-0.000000,3.000000,1.000000,0.000000,459,42,0,458,40,0,460,45,0,1.600000,     0.685714,     0.828079,     3.000000,     0.000000,     2.000000,    24.000000,13,0
47,6.000000,246.000000,3399.000000,0.000000,41.000000,566.500000,0.000000,0.000000,1.500000,4.000000,0.000000,0.000000,0.000000,0.000000,0.137580,0.366881,0.000000,0.000000,0.000000,0.504461,0.050476,0.000000,0.504461,0.224668,-0.000000,1.000000,1.000000,0.000000,567,41,0,566,40,0,567,42,0,2.000000,     0.400000,     0.632456,     3.000000,     1.000000,     2.000000,    12.000000,6,15
48,6.000000,252.000000,1809.000000,0.000000,42.000000,301.500000,0.000000,0.000000,1.500000,4.000000,0.000000,0.000000,0.000000,0.000000,0.137580,0.366881,0.000000,0.000000,0.000000,0.504461,0.050476,0.000000,0.504461,0.224668,-0.000000,1.000000,1.000000,0.000000,302,42,0,301,41,0,302,43,0,3.833333,     4.166667,     2.041241,     6.000000,     2.000000,     2.000000,    23.000000,6,7
49,4.000000,170.000000,2086.000000,0.000000,42.500000,521.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,522,43,0,521,42,0,522,43,0,3.000000,     0.000000,     0.000000,     3.000000,     3.000000,     3.000000,    12.000000,4,0
50,4.000000,174.000000,2346.000000,0.000000,43.500000,586.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,587,44,0,586,43,0,587,44,0,1.500000,     0.333333,     0.577350,     2.000000,     1.000000,     1.000000,     6.000000,4,16
51,28.000000,1298.000000,12648.000000,0.000000,46.357143,451.714286,0.000000,0.000000,79.714286,112.428571,-45.142857,0.000000,0.000000,0.000000,0.937545,1.322308,-0.530939,0.000000,0.000000,2.259853,0.957827,0.000000,2.259853,0.978686,-0.000000,4.000000,3.000000,0.000000,452,46,0,449,44,0,455,50,0,2.142857,     1.312169,     1.145500,     5.000000,     1.000000,     2.000000,    60.000000,28,0
52,2.000000,91.000000,478.000000,0.000000,45.500000,239.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,239,46,0,239,45,0,239,46,0,4.500000,     0.500000,     0.707107,     5.000000,     4.000000,     4.000000,     9.000000,2,0
53,2.000000,90.000000,633.000000,0.000000,45.000000,316.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,317,45,0,316,45,0,317,45,0,2.000000,     2.000000,     1.414214,     3.000000,     1.000000,     1.000000,     4.000000,2,5
54,6.000000,274.000000,2447.000000,0.000000,45.666667,407.833333,0.000000,0.000000,6.833333,1.333333,-1.333333,0.000000,0.000000,0.000000,0.626755,0.122294,-0.122294,0.000000,0.000000,0.749048,0.061692,0.000000,0.749048,0.248379,-0.000000,1.000000,2.000000,0.000000,408,46,0,406,45,0,409,46,0,2.666667,     1.866667,     1.366260,     4.000000,     0.000000,     3.000000,    16.000000,5,0
55,9.000000,446.000000,4382.000000,0.000000,49.555556,486.888889,0.000000,0.000000,4.888889,10.222222,3.555556,0.000000,0.000000,0.000000,0.261148,0.546037,0.189926,0.000000,0.000000,0.807185,0.106525,0.000000,0.807185,0.326381,-0.000000,2.000000,1.000000,0.000000,487,50,0,486,48,0,488,51,0,1.444444,     0.527778,     0.726483,     3.000000,     1.000000,     1.000000,    13.000000,9,13
56,2.000000,103.000000,794.000000,0.000000,51.500000,397.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,397,52,0,397,51,0,397,52,0,1.500000,     0.500000,     0.707107,     2.000000,     1.000000,     1.000000,     3.000000,2,0
57,12.000000,648.000000,7247.000000,0.000000,54.000000,603.916667,0.000000,0.000000,6.916667,22.000000,4.000000,0.000000,0.000000,0.000000,0.251761,0.800782,0.145597,0.000000,0.000000,1.052543,0.180407,0.000000,1.052543,0.424744,-0.000000,2.000000,1.000000,0.000000,604,54,0,603,52,0,605,56,0,1.166667,     0.333333,     0.577350,     2.000000,     0.000000,     1.000000,    14.000000,11,0
58,4.000000,214.000000,1018.000000,0.000000,53.500000,254.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,255,54,0,254,53,0,255,54,0,4.000000,     0.666667,     0.816497,     5.000000,     3.000000,     4.000000,    16.000000,4,20
59,4.000000,214.000000,1106.000000,0.000000,53.500000,276.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,277,54,0,276,53,0,277,54,0,3.000000,     4.000000,     2.000000,     4.000000,     0.000000,     4.000000,    12.000000,3,7
60,4.000000,214.000000,2050.000000,0.000000,53.500000,512.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,513,54,0,512,53,0,513,54,0,2.250000,     2.250000,     1.500000,     3.000000,     0.000000,     3.000000,     9.000000,3,13
61,4.000000,218.000000,1550.000000,0.000000,54.500000,387.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,388,55,0,387,54,0,388,55,0,3.000000,     0.000000,     0.000000,     3.000000,     3.000000,     3.000000,    12.000000,4,0
62,2.000000,108.000000,907.000000,0.000000,54.000000,453.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,454,54,0,453,54,0,454,54,0,5.000000,     2.000000,     1.414214,     6.000000,     4.000000,     4.000000,    10.000000,2,18
63,6.000000,333.000000,3297.000000,0.000000,55.500000,549.500000,0.000000,0.000000,1.500000,5.500000,-1.500000,0.000000,0.000000,0.000000,0.137580,0.504461,-0.137580,0.000000,0.000000,0.642041,0.050476,0.000000,0.642041,0.224668,-0.000000,2.000000,1.000000,0.000000,550,56,0,549,54,0,550,57,0,2.333333,     1.066667,     1.032796,     4.000000,     1.000000,     2.000000,    14.000000,6,0
64,2.000000,108.000000,1261.000000,0.000000,54.000000,630.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,631,54,0,630,54,0,631,54,0,2.000000,     0.000000,     0.000000,     2.000000,     2.000000,     2.000000,     4.000000,2,0
65,10.000000,560.000000,2712.000000,0.000000,56.000000,271.200000,0.000000,0.000000,15.600000,6.000000,-6.000000,0.000000,0.000000,0.000000,0.724088,0.278495,-0.278495,0.000000,0.000000,1.002583,0.124095,0.000000,1.002583,0.352272,-0.000000,1.000000,2.000000,0.000000,271,56,0,269,55,0,273,57,0,1.300000,     0.677778,     0.823273,     3.000000,     0.000000,     1.000000,    13.000000,9,7
