Number,m000,m100,m010,m001,xmean,ymean,zmean,mu002,mu020,mu200,mu110,mu101,mu011,eta002,eta020,eta200,eta110,eta101,eta011,I_1,I_2,I_3,J_1,J_2,J_3,EllipsoidalAxisA,EllipsoidalAxisB,EllipsoidalAxisC,RowMean,ColumnMean,PlaneMean,RowMin,ColumnMin,PlaneMin,RowMax,ColumnMax,PlaneMax,DSXmol_mean,DSXmol_var,DSXmol_stdev,DSXmol_max,DSXmol_min,DSXmol_median,DSXmol_muc,DSXmol_notempty,celnumber
2736,8.000000,9888.000000,5892.000000,0.000000,1236.000000,736.500000,0.000000,0.000000,10.000000,4.000000,4.000000,0.000000,0.000000,0.000000,0.625000,0.250000,0.250000,0.000000,0.000000,0.875000,0.093750,0.000000,0.875000,0.306186,-0.000000,1.000000,2.000000,0.000000,737,1236,0,735,1235,0,738,1237,0,4.500000,     3.714286,     1.927248,     6.000000,     1.000000,     5.000000,    36.000000,8,1366
2737,4.000000,4946.000000,3358.000000,0.000000,1236.500000,839.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,840,1237,0,839,1236,0,840,1237,0,5.750000,     4.250000,     2.061553,     8.000000,     3.000000,     6.000000,    23.000000,4,1362
2738,6.000000,7419.000000,5442.000000,0.000000,1236.500000,907.000000,0.000000,0.000000,4.000000,1.500000,0.000000,0.000000,0.000000,0.000000,0.366881,0.137580,0.000000,0.000000,0.000000,0.504461,0.050476,0.000000,0.504461,0.224668,-0.000000,1.000000,1.000000,0.000000,907,1237,0,906,1236,0,908,1237,0,3.666667,     5.466667,     2.338090,     6.000000,     0.000000,     4.000000,    22.000000,5,1356
2739,2.000000,2473.000000,1892.000000,0.000000,1236.500000,946.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,946,1237,0,946,1236,0,946,1237,0,12.500000,     4.500000,     2.121320,    14.000000,    11.000000,    11.000000,    25.000000,2,0
2740,4.000000,4946.000000,4122.000000,0.000000,1236.500000,1030.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,1031,1237,0,1030,1236,0,1031,1237,0,5.750000,     2.250000,     1.500000,     7.000000,     4.000000,     5.000000,    23.000000,4,1319
2741,9.000000,11145.000000,8793.000000,0.000000,1238.333333,977.000000,0.000000,0.000000,6.000000,8.000000,3.000000,0.000000,0.000000,0.000000,0.320500,0.427333,0.160250,0.000000,0.000000,0.747833,0.111280,0.000000,0.747833,0.333587,-0.000000,2.000000,1.000000,0.000000,977,1238,0,976,1237,0,978,1240,0,14.777778,    37.694444,     6.139580,    23.000000,     6.000000,    17.000000,   133.000000,9,1354
2742,9.000000,11156.000000,7642.000000,0.000000,1239.555556,849.111111,0.000000,0.000000,4.888889,10.222222,-3.555556,0.000000,0.000000,0.000000,0.261148,0.546037,-0.189926,0.000000,0.000000,0.807185,0.106525,0.000000,0.807185,0.326381,-0.000000,2.000000,1.000000,0.000000,849,1240,0,848,1238,0,850,1241,0,5.666667,     6.500000,     2.549510,     8.000000,     1.000000,     7.000000,    51.000000,9,1343
2743,4.000000,4954.000000,3582.000000,0.000000,1238.500000,895.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,896,1239,0,895,1238,0,896,1239,0,4.500000,     1.666667,     1.290994,     6.000000,     3.000000,     4.000000,    18.000000,4,1346
2744,4.000000,4954.000000,4106.000000,0.000000,1238.500000,1026.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,1027,1239,0,1026,1238,0,1027,1239,0,3.750000,     0.250000,     0.500000,     4.000000,     3.000000,     4.000000,    15.000000,4,1319
2745,10.000000,12395.000000,10480.000000,0.000000,1239.500000,1048.000000,0.000000,0.000000,6.000000,10.500000,-3.000000,0.000000,0.000000,0.000000,0.278495,0.487367,-0.139248,0.000000,0.000000,0.765862,0.116339,0.000000,0.765862,0.341086,-0.000000,2.000000,1.000000,0.000000,1048,1240,0,1047,1238,0,1049,1241,0,2.300000,     0.677778,     0.823273,     4.000000,     1.000000,     2.000000,    23.000000,10,1319
2746,4.000000,4954.000000,5270.000000,0.000000,1238.500000,1317.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,1318,1239,0,1317,1238,0,1318,1239,0,1.500000,     1.000000,     1.000000,     2.000000,     0.000000,     2.000000,     6.000000,3,0
2747,12.000000,14890.000000,1962.000000,0.000000,1240.833333,163.500000,0.000000,0.000000,11.000000,13.666667,0.000000,0.000000,0.000000,0.000000,0.400391,0.497456,0.000000,0.000000,0.000000,0.897847,0.199177,0.000000,0.897847,0.446292,-0.000000,2.000000,2.000000,0.000000,164,1241,0,162,1239,0,165,1242,0,1.500000,     1.727273,     1.314257,     4.000000,     0.000000,     1.000000,    18.000000,10,1349
2748,4.000000,4958.000000,1178.000000,0.000000,1239.500000,294.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,295,1240,0,294,1239,0,295,1240,0,2.750000,     2.250000,     1.500000,     4.000000,     1.000000,     2.000000,    11.000000,4,1337
2749,32.000000,39805.000000,25922.000000,0.000000,1243.906250,810.062500,0.000000,0.000000,71.875000,276.718750,107.187500,0.000000,0.000000,0.000000,0.707475,2.723780,1.055061,0.000000,0.000000,3.431255,0.813853,0.000000,3.431255,0.902138,-0.000000,5.000000,3.000000,0.000000,810,1244,0,808,1239,0,813,1249,0,1.593750,     1.345766,     1.160072,     4.000000,     0.000000,     1.000000,    51.000000,29,1345
2750,4.000000,4958.000000,3658.000000,0.000000,1239.500000,914.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,915,1240,0,914,1239,0,915,1240,0,3.000000,     0.000000,     0.000000,     3.000000,     3.000000,     3.000000,    12.000000,4,1356
2751,16.000000,19867.000000,16210.000000,0.000000,1241.687500,1013.125000,0.000000,0.000000,23.750000,23.437500,-4.375000,0.000000,0.000000,0.000000,0.589075,0.581324,-0.108514,0.000000,0.000000,1.170398,0.330668,0.000000,1.170398,0.575037,-0.000000,3.000000,2.000000,0.000000,1013,1242,0,1011,1239,0,1015,1243,0,14.937500,    35.529167,     5.960635,    26.000000,     2.000000,    15.000000,   239.000000,16,1361
2752,9.000000,11174.000000,8711.000000,0.000000,1241.555556,967.888889,0.000000,0.000000,4.888889,10.222222,3.555556,0.000000,0.000000,0.000000,0.261148,0.546037,0.189926,0.000000,0.000000,0.807185,0.106525,0.000000,0.807185,0.326381,-0.000000,2.000000,1.000000,0.000000,968,1242,0,967,1240,0,969,1243,0,2.000000,     1.500000,     1.224745,     4.000000,     0.000000,     2.000000,    18.000000,8,1354
2753,2.000000,2480.000000,2037.000000,0.000000,1240.000000,1018.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,1019,1240,0,1018,1240,0,1019,1240,0,19.500000,     4.500000,     2.121320,    21.000000,    18.000000,    18.000000,    39.000000,2,1361
2754,4.000000,4966.000000,698.000000,0.000000,1241.500000,174.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,175,1242,0,174,1241,0,175,1242,0,0.750000,     0.250000,     0.500000,     1.000000,     0.000000,     1.000000,     3.000000,3,1349
2755,4.000000,4966.000000,3150.000000,0.000000,1241.500000,787.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,788,1242,0,787,1241,0,788,1242,0,14.250000,    48.250000,     6.946222,    20.000000,     6.000000,    11.000000,    57.000000,4,1360
2756,10.000000,12425.000000,9998.000000,0.000000,1242.500000,999.800000,0.000000,0.000000,5.600000,10.500000,0.000000,0.000000,0.000000,0.000000,0.259929,0.487367,0.000000,0.000000,0.000000,0.747296,0.126681,0.000000,0.747296,0.355922,-0.000000,2.000000,1.000000,0.000000,1000,1243,0,999,1241,0,1001,1244,0,1.000000,     0.444444,     0.666667,     2.000000,     0.000000,     1.000000,    10.000000,8,1361
2757,4.000000,4970.000000,1170.000000,0.000000,1242.500000,292.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,293,1243,0,292,1242,0,293,1243,0,1.000000,     0.666667,     0.816497,     2.000000,     0.000000,     1.000000,     4.000000,3,0
2758,12.000000,14921.000000,10956.000000,0.000000,1243.416667,913.000000,0.000000,0.000000,18.000000,8.916667,-1.000000,0.000000,0.000000,0.000000,0.655185,0.324559,-0.036399,0.000000,0.000000,0.979745,0.211322,0.000000,0.979745,0.459697,-0.000000,2.000000,2.000000,0.000000,913,1243,0,911,1242,0,915,1245,0,2.500000,     1.545455,     1.243163,     4.000000,     1.000000,     3.000000,    30.000000,12,1356
2759,4.000000,4970.000000,3834.000000,0.000000,1242.500000,958.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,959,1243,0,958,1242,0,959,1243,0,17.000000,     1.333333,     1.154701,    18.000000,    16.000000,    16.000000,    68.000000,4,1354
2760,4.000000,4974.000000,594.000000,0.000000,1243.500000,148.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,149,1244,0,148,1243,0,149,1244,0,5.000000,     0.666667,     0.816497,     6.000000,     4.000000,     5.000000,    20.000000,4,0
2761,2.000000,2487.000000,602.000000,0.000000,1243.500000,301.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,301,1244,0,301,1243,0,301,1244,0,6.000000,     0.000000,     0.000000,     6.000000,     6.000000,     6.000000,    12.000000,2,0
2762,5.000000,6224.000000,4808.000000,0.000000,1244.800000,961.600000,0.000000,0.000000,1.200000,2.800000,0.600000,0.000000,0.000000,0.000000,0.140353,0.327490,0.070176,0.000000,0.000000,0.467843,0.041039,0.000000,0.467843,0.202582,-0.000000,1.000000,1.000000,0.000000,962,1245,0,961,1244,0,962,1246,0,11.000000,     9.500000,     3.082207,    14.000000,     6.000000,    11.000000,    55.000000,5,1354
2763,4.000000,4978.000000,4186.000000,0.000000,1244.500000,1046.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,1047,1245,0,1046,1244,0,1047,1245,0,1.000000,     0.000000,     0.000000,     1.000000,     1.000000,     1.000000,     4.000000,4,1319
2764,14.000000,17446.000000,3935.000000,0.000000,1246.142857,281.071429,0.000000,0.000000,22.928571,11.714286,-2.142857,0.000000,0.000000,0.000000,0.679526,0.347172,-0.063507,0.000000,0.000000,1.026699,0.231880,0.000000,1.026699,0.481539,-0.000000,2.000000,2.000000,0.000000,281,1246,0,279,1245,0,283,1248,0,1.642857,     0.401099,     0.633324,     3.000000,     1.000000,     2.000000,    23.000000,14,1374
2765,4.000000,4982.000000,3342.000000,0.000000,1245.500000,835.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,836,1246,0,835,1245,0,836,1246,0,15.500000,    22.333333,     4.725816,    19.000000,     9.000000,    15.000000,    62.000000,4,1362
2766,4.000000,4986.000000,3262.000000,0.000000,1246.500000,815.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,816,1247,0,815,1246,0,816,1247,0,1.500000,     1.000000,     1.000000,     2.000000,     0.000000,     2.000000,     6.000000,3,0
2767,4.000000,4986.000000,5102.000000,0.000000,1246.500000,1275.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,1276,1247,0,1275,1246,0,1276,1247,0,3.250000,     0.250000,     0.500000,     4.000000,     3.000000,     3.000000,    13.000000,4,0
2768,13.000000,16237.000000,10044.000000,0.000000,1249.000000,772.615385,0.000000,0.000000,13.076923,22.000000,-11.000000,0.000000,0.000000,0.000000,0.427807,0.719722,-0.359861,0.000000,0.000000,1.147529,0.178402,0.000000,1.147529,0.422377,-0.000000,2.000000,2.000000,0.000000,773,1249,0,771,1247,0,774,1251,0,5.769231,     5.192308,     2.278664,     9.000000,     1.000000,     6.000000,    75.000000,13,0
2769,7.000000,8736.000000,6370.000000,0.000000,1248.000000,910.000000,0.000000,0.000000,4.000000,4.000000,2.000000,0.000000,0.000000,0.000000,0.298719,0.298719,0.149359,0.000000,0.000000,0.597438,0.066925,0.000000,0.597438,0.258698,-0.000000,1.000000,1.000000,0.000000,910,1248,0,909,1247,0,911,1249,0,3.285714,     1.238095,     1.112697,     4.000000,     1.000000,     4.000000,    23.000000,7,1356
2770,4.000000,4990.000000,4034.000000,0.000000,1247.500000,1008.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,1009,1248,0,1008,1247,0,1009,1248,0,5.750000,     6.916667,     2.629956,     8.000000,     3.000000,     4.000000,    23.000000,4,1361
2771,21.000000,26228.000000,21983.000000,0.000000,1248.952381,1046.809524,0.000000,0.000000,49.238095,26.952381,2.809524,0.000000,0.000000,0.000000,0.849850,0.465198,0.048492,0.000000,0.000000,1.315048,0.392997,0.000000,1.315048,0.626895,-0.000000,2.000000,3.000000,0.000000,1047,1249,0,1044,1247,0,1049,1251,0,4.857143,     2.528571,     1.590148,     7.000000,     2.000000,     5.000000,   102.000000,21,0
2772,4.000000,4994.000000,3430.000000,0.000000,1248.500000,857.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,858,1249,0,857,1248,0,858,1249,0,17.250000,    19.583333,     4.425306,    22.000000,    13.000000,    14.000000,    69.000000,4,0
2773,19.000000,23757.000000,16532.000000,0.000000,1250.368421,870.105263,0.000000,0.000000,35.789474,26.421053,-10.736842,0.000000,0.000000,0.000000,0.705912,0.521129,-0.211774,0.000000,0.000000,1.227041,0.323023,0.000000,1.227041,0.568351,-0.000000,2.000000,2.000000,0.000000,870,1250,0,868,1248,0,872,1252,0,5.105263,     4.543860,     2.131633,     8.000000,     1.000000,     5.000000,    97.000000,19,0
2774,4.000000,4994.000000,3498.000000,0.000000,1248.500000,874.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,875,1249,0,874,1248,0,875,1249,0,8.750000,    40.916667,     6.396614,    14.000000,     1.000000,     6.000000,    35.000000,4,0
2775,4.000000,4994.000000,3770.000000,0.000000,1248.500000,942.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,943,1249,0,942,1248,0,943,1249,0,7.000000,     5.333333,     2.309401,     9.000000,     5.000000,     5.000000,    28.000000,4,1353
2776,6.000000,7497.000000,5274.000000,0.000000,1249.500000,879.000000,0.000000,0.000000,4.000000,1.500000,0.000000,0.000000,0.000000,0.000000,0.366881,0.137580,0.000000,0.000000,0.000000,0.504461,0.050476,0.000000,0.504461,0.224668,-0.000000,1.000000,1.000000,0.000000,879,1250,0,878,1249,0,880,1250,0,1.000000,     0.400000,     0.632456,     2.000000,     0.000000,     1.000000,     6.000000,5,0
2777,10.000000,12508.000000,2003.000000,0.000000,1250.800000,200.300000,0.000000,0.000000,12.100000,5.600000,-2.400000,0.000000,0.000000,0.000000,0.561632,0.259929,-0.111398,0.000000,0.000000,0.821561,0.133575,0.000000,0.821561,0.365479,-0.000000,1.000000,2.000000,0.000000,200,1251,0,199,1250,0,202,1252,0,1.200000,     0.400000,     0.632456,     2.000000,     0.000000,     1.000000,    12.000000,9,1365
2778,4.000000,5006.000000,1066.000000,0.000000,1251.500000,266.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,267,1252,0,266,1251,0,267,1252,0,2.000000,     0.000000,     0.000000,     2.000000,     2.000000,     2.000000,     8.000000,4,1374
2779,2.000000,2503.000000,568.000000,0.000000,1251.500000,284.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,284,1252,0,284,1251,0,284,1252,0,2.500000,     4.500000,     2.121320,     4.000000,     1.000000,     1.000000,     5.000000,2,1374
2780,4.000000,5006.000000,1338.000000,0.000000,1251.500000,334.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,335,1252,0,334,1251,0,335,1252,0,2.250000,     0.916667,     0.957427,     3.000000,     1.000000,     2.000000,     9.000000,4,0
2781,4.000000,5006.000000,3218.000000,0.000000,1251.500000,804.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,805,1252,0,804,1251,0,805,1252,0,6.250000,     7.583333,     2.753785,     9.000000,     3.000000,     5.000000,    25.000000,4,0
2782,4.000000,5010.000000,3498.000000,0.000000,1252.500000,874.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,875,1253,0,874,1252,0,875,1253,0,3.250000,     4.250000,     2.061553,     5.000000,     1.000000,     2.000000,    13.000000,4,1382
2783,2.000000,2504.000000,1761.000000,0.000000,1252.000000,880.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,881,1252,0,880,1252,0,881,1252,0,1.000000,     0.000000,     0.000000,     1.000000,     1.000000,     1.000000,     2.000000,2,0
2784,18.000000,22595.000000,5479.000000,0.000000,1255.277778,304.388889,0.000000,0.000000,18.277778,35.611111,-3.944444,0.000000,0.000000,0.000000,0.387460,0.754899,-0.083616,0.000000,0.000000,1.142359,0.285501,0.000000,1.142359,0.534323,-0.000000,3.000000,2.000000,0.000000,304,1255,0,303,1253,0,306,1258,0,1.111111,     0.339869,     0.582983,     2.000000,     0.000000,     1.000000,    20.000000,16,1378
2785,4.000000,5014.000000,3426.000000,0.000000,1253.500000,856.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,857,1254,0,856,1253,0,857,1254,0,13.750000,    44.916667,     6.701990,    20.000000,     7.000000,     9.000000,    55.000000,4,1382
2786,4.000000,5014.000000,3882.000000,0.000000,1253.500000,970.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,971,1254,0,970,1253,0,971,1254,0,6.000000,     3.333333,     1.825742,     8.000000,     4.000000,     5.000000,    24.000000,4,0
2787,4.000000,5014.000000,4182.000000,0.000000,1253.500000,1045.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,1046,1254,0,1045,1253,0,1046,1254,0,1.750000,     0.250000,     0.500000,     2.000000,     1.000000,     2.000000,     7.000000,4,0
2788,4.000000,5018.000000,3590.000000,0.000000,1254.500000,897.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,898,1255,0,897,1254,0,898,1255,0,2.250000,     2.250000,     1.500000,     3.000000,     0.000000,     3.000000,     9.000000,3,1387
2789,4.000000,5018.000000,3986.000000,0.000000,1254.500000,996.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,997,1255,0,996,1254,0,997,1255,0,3.750000,     2.250000,     1.500000,     5.000000,     2.000000,     3.000000,    15.000000,4,1361
2790,4.000000,5018.000000,4102.000000,0.000000,1254.500000,1025.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,1026,1255,0,1025,1254,0,1026,1255,0,3.750000,     2.250000,     1.500000,     6.000000,     3.000000,     3.000000,    15.000000,4,1388
2791,5.000000,6283.000000,1209.000000,0.000000,1256.600000,241.800000,0.000000,0.000000,2.800000,1.200000,0.600000,0.000000,0.000000,0.000000,0.327490,0.140353,0.070176,0.000000,0.000000,0.467843,0.041039,0.000000,0.467843,0.202582,-0.000000,1.000000,1.000000,0.000000,242,1257,0,241,1256,0,243,1257,0,2.200000,     0.700000,     0.836660,     3.000000,     1.000000,     2.000000,    11.000000,5,1384
2792,4.000000,5026.000000,1014.000000,0.000000,1256.500000,253.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,254,1257,0,253,1256,0,254,1257,0,3.000000,     0.000000,     0.000000,     3.000000,     3.000000,     3.000000,    12.000000,4,1384
2793,2.000000,2515.000000,444.000000,0.000000,1257.500000,222.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,222,1258,0,222,1257,0,222,1258,0,1.500000,     0.500000,     0.707107,     2.000000,     1.000000,     1.000000,     3.000000,2,0
2794,8.000000,10071.000000,8295.000000,0.000000,1258.875000,1036.875000,0.000000,0.000000,4.875000,4.875000,-1.125000,0.000000,0.000000,0.000000,0.304688,0.304688,-0.070313,0.000000,0.000000,0.609375,0.087891,0.000000,0.609375,0.296464,-0.000000,1.000000,1.000000,0.000000,1037,1259,0,1036,1258,0,1038,1260,0,1.125000,     0.410714,     0.640870,     2.000000,     0.000000,     1.000000,     9.000000,7,0
2795,12.000000,15128.000000,2022.000000,0.000000,1260.666667,168.500000,0.000000,0.000000,11.000000,12.666667,-3.000000,0.000000,0.000000,0.000000,0.400391,0.461056,-0.109198,0.000000,0.000000,0.861447,0.172679,0.000000,0.861447,0.415546,-0.000000,2.000000,2.000000,0.000000,169,1261,0,167,1259,0,170,1262,0,2.500000,     2.272727,     1.507557,     4.000000,     0.000000,     3.000000,    30.000000,10,1380
2796,4.000000,5038.000000,2954.000000,0.000000,1259.500000,738.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,739,1260,0,738,1259,0,739,1260,0,3.750000,     2.250000,     1.500000,     5.000000,     2.000000,     3.000000,    15.000000,4,1366
2797,2.000000,2519.000000,1774.000000,0.000000,1259.500000,887.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,887,1260,0,887,1259,0,887,1260,0,6.000000,     8.000000,     2.828427,     8.000000,     4.000000,     4.000000,    12.000000,2,1387
2798,4.000000,5038.000000,3778.000000,0.000000,1259.500000,944.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,945,1260,0,944,1259,0,945,1260,0,2.750000,     2.250000,     1.500000,     4.000000,     1.000000,     2.000000,    11.000000,4,0
