Number,m000,m100,m010,m001,xmean,ymean,zmean,mu002,mu020,mu200,mu110,mu101,mu011,eta002,eta020,eta200,eta110,eta101,eta011,I_1,I_2,I_3,J_1,J_2,J_3,EllipsoidalAxisA,EllipsoidalAxisB,EllipsoidalAxisC,RowMean,ColumnMean,PlaneMean,RowMin,ColumnMin,PlaneMin,RowMax,ColumnMax,PlaneMax,nHH_mean,nHH_var,nHH_stdev,nHH_max,nHH_min,nHH_median,nHH_muc,nHH_notempty,cHH_mean,cHH_var,cHH_stdev,cHH_max,cHH_min,cHH_median,cHH_muc,cHH_notempty
1378,1340.000000,1688004.000000,901780.000000,2010.000000,1259.704477,672.970149,1.500000,1675.000000,35422.805970,47342.973134,12384.179104,0.000000,0.000000,0.113381,2.397783,3.204663,0.838289,0.000000,0.000000,5.715828,7.616571,0.791556,5.715828,2.759813,0.925040,15.000000,13.000000,2.000000,673,1260,2,663,1245,0,686,1271,3,11.608208,  2827.452807,    53.173798,   255.000000,     0.000000,     0.000000, 15555.000000,61,4.876865,   215.325379,    14.673969,   141.000000,     0.000000,     0.000000,  6535.000000,473
1379,3024.000000,3831912.000000,524356.000000,4536.000000,1267.166666,173.398148,1.500000,3780.000000,101436.629629,399651.999999,-40756.666666,0.000000,0.000000,0.086440,2.319632,9.139159,-0.932015,0.000000,0.000000,11.545232,21.321336,1.757402,11.545232,4.617503,1.206767,25.000000,13.000000,2.000000,173,1267,2,162,1246,0,186,1292,3,3.963293,   995.261305,    31.547762,   255.000000,     0.000000,     0.000000, 11985.000000,47,3.394841,    66.493734,     8.154369,    96.000000,     0.000000,     0.000000, 10266.000000,1045
1380,2740.000000,3456920.000000,2118308.000000,4110.000000,1261.649635,773.105109,1.500000,3425.000000,228305.728467,111687.649635,26420.905109,0.000000,0.000000,0.089329,5.954556,2.912981,0.689096,0.000000,0.000000,8.956866,17.662787,1.507041,8.956866,4.202711,1.146502,15.000000,19.000000,2.000000,773,1262,2,754,1248,0,792,1277,3,13.122262,  3175.142037,    56.348398,   255.000000,     0.000000,     0.000000, 35955.000000,141,7.268613,   365.364111,    19.114500,   164.000000,     0.000000,     0.000000, 19916.000000,1365
1381,3368.000000,4250704.000000,2906188.000000,5052.000000,1262.085510,862.882422,1.500000,4210.000000,489757.439429,176327.372921,36805.862232,0.000000,0.000000,0.083391,9.701039,3.492665,0.729044,0.000000,0.000000,13.277095,34.451212,2.781172,13.277095,5.869515,1.406293,18.000000,27.000000,2.000000,863,1262,2,836,1248,0,882,1280,3,9.766923,  2395.884180,    48.947769,   255.000000,     0.000000,     0.000000, 32895.000000,129,7.447446,   376.887644,    19.413594,   162.000000,     0.000000,     0.000000, 25083.000000,1619
1382,4664.000000,5913532.000000,4536144.000000,6996.000000,1267.909948,972.586620,1.500000,5830.000000,649675.005145,391342.178387,193430.380789,0.000000,0.000000,0.074815,8.337159,5.022021,2.482256,0.000000,0.000000,13.433996,36.707271,2.671490,13.433996,6.058652,1.387558,23.000000,28.000000,2.000000,973,1268,2,945,1249,0,994,1291,3,8.583833,  2115.648985,    45.996184,   255.000000,     0.000000,     0.000000, 40035.000000,157,6.132504,   399.261443,    19.981527,   219.000000,     0.000000,     0.000000, 28602.000000,1577
1383,1952.000000,2467252.000000,485976.000000,2928.000000,1263.961065,248.963114,1.500000,2440.000000,69325.344262,105697.040983,25657.196721,0.000000,0.000000,0.100019,2.841748,4.332677,1.051726,0.000000,0.000000,7.274445,11.923832,1.120840,7.274445,3.453090,1.038758,17.000000,15.000000,2.000000,249,1264,2,234,1250,0,259,1281,3,3.396516,   855.013375,    29.240611,   255.000000,     0.000000,     0.000000,  6630.000000,26,1.591700,    23.083334,     4.804511,    51.000000,     0.000000,     0.000000,  3107.000000,426
1384,1056.000000,1336980.000000,484704.000000,1584.000000,1266.079545,459.000000,1.500000,1320.000000,16816.000000,38149.318181,-8979.999999,0.000000,0.000000,0.122750,1.563762,3.547601,-0.835073,0.000000,0.000000,5.234114,5.477680,0.595370,5.234114,2.340444,0.841257,16.000000,10.000000,2.000000,459,1266,2,449,1250,0,467,1279,3,2.656250,   670.923430,    25.902189,   255.000000,     0.000000,     0.000000,  2805.000000,11,2.666666,    81.886887,     9.049137,    98.000000,     0.000000,     0.000000,  2816.000000,335
1385,3756.000000,4767368.000000,1896848.000000,5634.000000,1269.267305,505.018104,1.500000,4695.000000,268122.768903,308503.625133,-24942.176783,0.000000,0.000000,0.080414,4.592328,5.283959,-0.427202,0.000000,0.000000,9.956702,24.877372,1.936638,9.956702,4.987722,1.246472,19.000000,19.000000,2.000000,505,1269,2,489,1250,0,524,1287,3,1.086261,   275.890293,    16.609945,   255.000000,     0.000000,     0.000000,  4080.000000,16,2.262513,   102.186727,    10.108745,   150.000000,     0.000000,     0.000000,  8498.000000,1024
1386,1080.000000,1359636.000000,963548.000000,1620.000000,1258.922222,892.174074,1.500000,1350.000000,29947.274074,26605.466666,-14101.377777,0.000000,0.000000,0.121834,2.702665,2.401075,-1.272613,0.000000,0.000000,5.225575,5.491569,0.593302,5.225575,2.343409,0.840282,12.000000,12.000000,2.000000,892,1259,2,883,1250,0,904,1271,3,8.500000,  2097.191844,    45.795107,   255.000000,     0.000000,     0.000000,  9180.000000,36,9.517592,   510.633610,    22.597203,   128.000000,     0.000000,     0.000000, 10279.000000,495
1387,484.000000,609448.000000,497324.000000,726.000000,1259.190082,1027.528925,1.500000,605.000000,5592.595041,7322.512396,-1980.661157,0.000000,0.000000,0.159206,1.471700,1.926931,-0.521214,0.000000,0.000000,3.557839,3.105287,0.408238,3.557839,1.762182,0.741830,10.000000,8.000000,2.000000,1028,1259,2,1022,1252,0,1036,1269,3,10.537190,  2581.284328,    50.806341,   255.000000,     0.000000,     0.000000,  5100.000000,20,5.702479,   322.300532,    17.952730,   128.000000,     0.000000,     0.000000,  2760.000000,139
1388,1208.000000,1529556.000000,1219920.000000,1812.000000,1266.188741,1009.867549,1.500000,1510.000000,42818.807947,35744.966887,-22185.801324,0.000000,0.000000,0.117369,3.328219,2.778384,-1.724457,0.000000,0.000000,6.223973,6.990046,0.736294,6.223973,2.643869,0.902992,13.000000,14.000000,2.000000,1010,1266,2,996,1253,0,1019,1275,3,1.055463,   268.251270,    16.378378,   255.000000,     0.000000,     0.000000,  1275.000000,5,2.774834,   126.328711,    11.239604,   119.000000,     0.000000,     0.000000,  3352.000000,345
1389,780.000000,987780.000000,121500.000000,1170.000000,1266.384615,155.769230,1.500000,975.000000,5122.461538,36304.615384,3081.230769,0.000000,0.000000,0.135793,0.713431,5.056333,0.429139,0.000000,0.000000,5.905558,4.206685,0.464846,5.905558,2.051020,0.774645,15.000000,5.000000,2.000000,156,1266,2,151,1254,0,161,1281,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,2.553846,    31.569625,     5.618685,    54.000000,     0.000000,     1.000000,  1992.000000,466
1390,5636.000000,7187436.000000,1216172.000000,8454.000000,1275.272533,215.786373,1.500000,7045.000000,1559034.793470,391013.388218,342832.130588,0.000000,0.000000,0.070240,15.543941,3.898495,3.418116,0.000000,0.000000,19.512677,50.280101,3.435766,19.512677,7.090846,1.508948,20.000000,31.000000,2.000000,216,1275,2,185,1256,0,247,1295,3,4.253016,  1066.620265,    32.659152,   255.000000,     0.000000,     0.000000, 23970.000000,94,1.766678,    24.063918,     4.905498,    58.000000,     0.000000,     0.000000,  9957.000000,1303
1391,1108.000000,1404320.000000,600352.000000,1662.000000,1267.436823,541.833935,1.500000,1385.000000,28993.444043,29208.577617,13832.375451,0.000000,0.000000,0.120799,2.528794,2.547557,1.206453,0.000000,0.000000,5.197150,5.599938,0.602390,5.197150,2.366418,0.844551,12.000000,13.000000,2.000000,542,1267,2,529,1258,0,552,1279,3,5.753610,  1435.362001,    37.886171,   255.000000,     0.000000,     0.000000,  6375.000000,25,4.275270,   205.234907,    14.326022,   119.000000,     0.000000,     0.000000,  4737.000000,332
1392,2236.000000,2849104.000000,1370700.000000,3354.000000,1274.196779,613.014311,1.500000,2795.000000,90199.542039,121217.416815,11069.703041,0.000000,0.000000,0.095591,3.084905,4.145745,0.378593,0.000000,0.000000,7.326242,13.337090,1.208841,7.326242,3.651998,1.065261,16.000000,14.000000,2.000000,613,1274,2,599,1258,0,627,1290,3,9.009391,  2217.217361,    47.087337,   255.000000,     0.000000,     0.000000, 20145.000000,79,4.108676,   132.079011,    11.492563,   105.000000,     0.000000,     0.000000,  9187.000000,791
1393,3172.000000,4054516.000000,2868168.000000,4758.000000,1278.220680,904.214375,1.500000,3965.000000,194766.224464,285209.523329,-18910.063051,0.000000,0.000000,0.085074,4.178971,6.119554,-0.405740,0.000000,0.000000,10.383600,26.284957,2.161640,10.383600,5.126885,1.292987,20.000000,18.000000,2.000000,904,1278,2,886,1258,0,922,1298,3,11.737074,  2856.095465,    53.442450,   255.000000,     0.000000,     0.000000, 37230.000000,146,8.453972,   488.299678,    22.097503,   182.000000,     0.000000,     0.000000, 26816.000000,1471
1394,3140.000000,4005904.000000,2212484.000000,4710.000000,1275.765605,704.612738,1.500000,3925.000000,437465.090445,122923.485350,87258.975796,0.000000,0.000000,0.085362,9.514161,2.673388,1.897742,0.000000,0.000000,12.272912,22.873979,1.863771,12.272912,4.782674,1.230639,16.000000,25.000000,2.000000,705,1276,2,683,1260,0,730,1290,3,7.714968,  1908.403917,    43.685282,   255.000000,     0.000000,     0.000000, 24225.000000,95,5.642356,   219.021142,    14.799362,   161.000000,     0.000000,     0.000000, 17717.000000,1228
1395,708.000000,898140.000000,458760.000000,1062.000000,1268.559322,647.966101,1.500000,885.000000,18207.186440,12798.508474,10753.423728,0.000000,0.000000,0.140248,2.885349,2.028219,1.704128,0.000000,0.000000,5.053818,3.637190,0.413462,5.053818,1.907142,0.744981,9.000000,12.000000,2.000000,648,1269,2,636,1261,0,659,1278,3,10.805084,  2642.278785,    51.403100,   255.000000,     0.000000,     0.000000,  7650.000000,30,8.165254,   445.498819,    21.106842,   199.000000,     0.000000,     0.000000,  5781.000000,265
1396,1712.000000,2184316.000000,1366216.000000,2568.000000,1275.885514,798.023364,1.500000,2140.000000,58695.065420,68293.560747,-9939.420560,0.000000,0.000000,0.104490,2.865914,3.334582,-0.485313,0.000000,0.000000,6.304986,9.968988,0.973963,6.304986,3.157370,0.991244,15.000000,13.000000,2.000000,798,1276,2,785,1262,0,811,1291,3,5.808995,  1448.395407,    38.057790,   255.000000,     0.000000,     0.000000,  9945.000000,39,5.232476,   210.045280,    14.492938,   143.000000,     0.000000,     0.000000,  8958.000000,786
1397,1784.000000,2285956.000000,603836.000000,2676.000000,1281.365470,338.473094,1.500000,2230.000000,70228.708520,69357.713004,17791.542600,0.000000,0.000000,0.103065,3.245798,3.205543,0.822281,0.000000,0.000000,6.554406,10.393308,1.002658,6.554406,3.223865,1.000885,16.000000,15.000000,2.000000,338,1281,2,323,1265,0,352,1294,3,10.148542,  2486.279100,    49.862602,   255.000000,     0.000000,     0.000000, 18105.000000,71,4.957399,   166.887696,    12.918502,   119.000000,     0.000000,     0.000000,  8844.000000,882
1398,560.000000,714848.000000,295536.000000,840.000000,1276.514285,527.742857,1.500000,700.000000,9362.971428,9827.885714,-5065.942857,0.000000,0.000000,0.151651,2.028443,2.129165,-1.097512,0.000000,0.000000,4.309260,3.744866,0.472297,4.309260,1.935165,0.778762,11.000000,9.000000,2.000000,528,1277,2,519,1266,0,537,1284,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,2.660714,    69.720099,     8.349856,    72.000000,     0.000000,     0.000000,  1490.000000,147
1399,1576.000000,2020120.000000,999928.000000,2364.000000,1281.802030,634.472081,1.500000,1970.000000,42008.771573,79922.233502,-19912.710659,0.000000,0.000000,0.107413,2.290507,4.357720,-1.085730,0.000000,0.000000,6.755640,9.516686,0.945513,6.755640,3.084912,0.981497,16.000000,13.000000,2.000000,634,1282,2,623,1266,0,647,1297,3,8.899111,  2191.469815,    46.813137,   255.000000,     0.000000,     0.000000, 14025.000000,55,5.543781,   306.928875,    17.519385,   156.000000,     0.000000,     0.000000,  8737.000000,529
1400,3648.000000,4673016.000000,3419648.000000,5472.000000,1280.980263,937.403508,1.500000,4560.000000,351614.035087,232198.578947,92225.052631,0.000000,0.000000,0.081200,6.261231,4.134786,1.642262,0.000000,0.000000,10.477218,24.035993,1.883187,10.477218,4.902651,1.234898,19.000000,19.000000,2.000000,937,1281,2,918,1266,0,956,1300,3,7.060032,  1750.944297,    41.844286,   255.000000,     0.000000,     0.000000, 25755.000000,101,5.752467,   307.594592,    17.538374,   202.000000,     0.000000,     0.000000, 20985.000000,1404
1401,1664.000000,2130056.000000,451072.000000,2496.000000,1280.081730,271.076923,1.500000,2080.000000,55166.153846,61132.884615,7305.538461,0.000000,0.000000,0.105485,2.797703,3.100300,0.370493,0.000000,0.000000,6.003488,9.158607,0.900471,6.003488,3.026319,0.965657,15.000000,12.000000,2.000000,271,1280,2,259,1268,0,283,1295,3,9.807692,  2406.216753,    49.053203,   255.000000,     0.000000,     0.000000, 16320.000000,64,3.412860,   102.551632,    10.126777,   142.000000,     0.000000,     0.000000,  5679.000000,565
1402,1584.000000,2028012.000000,579252.000000,2376.000000,1280.310606,365.689393,1.500000,1980.000000,72715.181818,43347.181818,22144.818181,0.000000,0.000000,0.107232,3.938082,2.347581,1.199311,0.000000,0.000000,6.392896,8.480647,0.837120,6.392896,2.912155,0.942459,11.000000,15.000000,2.000000,366,1280,2,351,1269,0,381,1290,3,13.039772,  3157.099491,    56.188072,   255.000000,     0.000000,     0.000000, 20655.000000,81,3.979797,   108.191632,    10.401520,    94.000000,     0.000000,     0.000000,  6304.000000,613
1403,676.000000,862132.000000,291812.000000,1014.000000,1275.343195,431.674556,1.500000,845.000000,15332.402366,8408.378698,-3764.497041,0.000000,0.000000,0.142427,2.584329,1.417261,-0.634519,0.000000,0.000000,4.144019,3.829994,0.464322,4.144019,1.957037,0.774354,10.000000,11.000000,2.000000,432,1275,2,422,1269,0,443,1285,3,2.640532,   667.350591,    25.833129,   255.000000,     0.000000,     0.000000,  1785.000000,7,6.701183,   379.501687,    19.480803,   192.000000,     0.000000,     0.000000,  4530.000000,216
1404,3516.000000,4544152.000000,2071528.000000,5274.000000,1292.420932,589.171786,1.500000,4395.000000,223764.241183,344145.019340,99189.756541,0.000000,0.000000,0.082204,4.185289,6.436893,1.855246,0.000000,0.000000,10.704387,24.371512,1.931659,10.704387,4.936751,1.245403,22.000000,17.000000,2.000000,589,1292,2,574,1270,0,606,1312,3,2.683447,   677.270747,    26.024425,   255.000000,     0.000000,     0.000000,  9435.000000,37,2.605802,   135.571448,    11.643515,   176.000000,     0.000000,     0.000000,  9162.000000,910
1405,3296.000000,4255572.000000,2748868.000000,4944.000000,1291.132281,834.001213,1.500000,4120.000000,173915.995145,491434.325242,173779.470873,0.000000,0.000000,0.083993,3.545601,10.018804,3.542818,0.000000,0.000000,13.648399,24.110452,1.929433,13.648399,4.910239,1.244925,26.000000,19.000000,2.000000,834,1291,2,815,1270,0,847,1317,3,8.046116,  1987.622758,    44.582763,   255.000000,     0.000000,     0.000000, 26520.000000,104,8.467536,   531.263892,    23.049162,   166.000000,     0.000000,     0.000000, 27909.000000,1623
1406,1264.000000,1616864.000000,598792.000000,1896.000000,1279.164556,473.727848,1.500000,1580.000000,51650.379746,25461.772151,-14111.392405,0.000000,0.000000,0.115609,3.779294,1.863055,-1.032540,0.000000,0.000000,5.757960,6.627207,0.690756,5.757960,2.574336,0.883978,11.000000,13.000000,2.000000,474,1279,2,461,1271,0,486,1290,3,1.008702,   256.404516,    16.012636,   255.000000,     0.000000,     0.000000,  1275.000000,5,3.629746,   120.846176,    10.993005,   132.000000,     0.000000,     0.000000,  4588.000000,398
1407,2732.000000,3519432.000000,1838648.000000,4098.000000,1288.225475,673.004392,1.500000,3415.000000,133787.947291,230805.106881,68613.294289,0.000000,0.000000,0.089416,3.503020,6.043258,1.796528,0.000000,0.000000,9.635695,18.795739,1.604319,9.635695,4.335405,1.170658,21.000000,17.000000,2.000000,673,1288,2,656,1271,0,689,1309,3,10.827232,  2644.683432,    51.426485,   255.000000,     0.000000,     0.000000, 29580.000000,116,4.881405,   194.144114,    13.933560,   133.000000,     0.000000,     0.000000, 13336.000000,1172
1408,2376.000000,3045760.000000,1809440.000000,3564.000000,1281.885521,761.548821,1.500000,2970.000000,239852.336700,71432.861952,47145.279461,0.000000,0.000000,0.093675,7.565112,2.253042,1.486995,0.000000,0.000000,9.911831,15.753091,1.389528,9.911831,3.969016,1.115892,12.000000,21.000000,2.000000,762,1282,2,741,1271,0,783,1294,3,10.195707,  2497.003787,    49.970028,   255.000000,     0.000000,     0.000000, 24225.000000,95,4.598905,   153.892529,    12.405342,   133.000000,     0.000000,     0.000000, 10927.000000,917
1409,1704.000000,2184012.000000,1458928.000000,2556.000000,1281.697183,856.178403,1.500000,2130.000000,58169.765258,64095.746478,-3487.943661,0.000000,0.000000,0.104653,2.858059,3.149220,-0.171373,0.000000,0.000000,6.111933,9.599972,0.938876,6.111933,3.098382,0.979195,14.000000,14.000000,2.000000,856,1282,2,845,1271,0,870,1296,3,15.563380,  3728.631329,    61.062519,   255.000000,     0.000000,     0.000000, 26520.000000,104,6.065140,   358.791408,    18.941790,   184.000000,     0.000000,     0.000000, 10335.000000,815
1410,1968.000000,2541804.000000,821672.000000,2952.000000,1291.567073,417.516260,1.500000,2460.000000,52163.479674,136067.146341,11987.853658,0.000000,0.000000,0.099747,2.115110,5.517213,0.486080,0.000000,0.000000,7.732071,12.194548,1.140436,7.732071,3.492069,1.044777,20.000000,12.000000,2.000000,418,1292,2,408,1272,0,430,1307,3,4.535060,  1136.451235,    33.711292,   255.000000,     0.000000,     0.000000,  8925.000000,35,3.815040,   177.814272,    13.334701,   152.000000,     0.000000,     0.000000,  7508.000000,677
1411,1520.000000,1951060.000000,851704.000000,2280.000000,1283.592105,560.331578,1.500000,1900.000000,55624.884210,39279.105263,37.578947,0.000000,0.000000,0.108716,3.182812,2.247519,0.002150,0.000000,0.000000,5.539048,7.743794,0.777695,5.539048,2.782767,0.919609,11.000000,13.000000,2.000000,560,1284,2,547,1273,0,573,1295,3,3.187500,   803.180752,    28.340443,   255.000000,     0.000000,     0.000000,  4845.000000,19,2.746710,    76.606638,     8.752521,   117.000000,     0.000000,     0.000000,  4175.000000,437
1412,1868.000000,2405432.000000,833724.000000,2802.000000,1287.704496,446.319057,1.500000,2335.000000,98085.841541,55852.882226,-1303.880085,0.000000,0.000000,0.101496,4.263541,2.427782,-0.056676,0.000000,0.000000,6.792820,11.026884,1.050259,6.792820,3.320675,1.016479,14.000000,16.000000,2.000000,446,1288,2,432,1274,0,462,1297,3,7.371520,  1826.376092,    42.736121,   255.000000,     0.000000,     0.000000, 13770.000000,54,2.990899,   108.341106,    10.408703,   109.000000,     0.000000,     0.000000,  5587.000000,522
1413,2620.000000,3397304.000000,1938424.000000,3930.000000,1296.680916,739.856488,1.500000,3275.000000,114754.039694,313825.245801,111952.024427,0.000000,0.000000,0.090672,3.177114,8.688660,3.099537,0.000000,0.000000,11.956447,19.073641,1.631902,11.956447,4.367337,1.177329,22.000000,17.000000,2.000000,740,1297,2,723,1275,0,753,1318,3,11.582061,  2820.357906,    53.107041,   255.000000,     0.000000,     0.000000, 30345.000000,119,6.945038,   398.966813,    19.974153,   203.000000,     0.000000,     0.000000, 18196.000000,1077
1414,52.000000,66452.000000,52768.000000,78.000000,1277.923076,1014.769230,1.500000,65.000000,137.230769,91.692307,-88.923076,0.000000,0.000000,0.334895,0.707044,0.472420,-0.458152,0.000000,0.000000,1.514360,0.519115,0.041566,1.514360,0.720496,0.346403,3.000000,3.000000,2.000000,1015,1278,2,1012,1275,0,1018,1280,3,4.903846,  1250.480769,    35.362137,   255.000000,     0.000000,     0.000000,   255.000000,1,3.019230,    57.038838,     7.552406,    36.000000,     0.000000,     0.000000,   157.000000,14
1415,1096.000000,1413676.000000,1095824.000000,1644.000000,1289.850364,999.839416,1.500000,1370.000000,19803.737226,41963.459854,-14094.335766,0.000000,0.000000,0.121238,1.752533,3.713560,-1.247279,0.000000,0.000000,5.587333,5.615134,0.600424,5.587333,2.369627,0.843631,13.000000,10.000000,2.000000,1000,1290,2,992,1278,0,1010,1303,3,7.910583,  1956.406609,    44.231285,   255.000000,     0.000000,     0.000000,  8670.000000,34,5.145072,   203.249254,    14.256551,   125.000000,     0.000000,     0.000000,  5639.000000,361
1416,1480.000000,1916236.000000,1204244.000000,2220.000000,1294.754054,813.678378,1.500000,1850.000000,29690.908108,82546.475675,-2085.070270,0.000000,0.000000,0.109687,1.760385,4.894213,-0.123624,0.000000,0.000000,6.764286,9.330345,0.943356,6.764286,3.054561,0.980750,16.000000,11.000000,2.000000,814,1295,2,805,1279,0,825,1311,3,8.787162,  2164.974953,    46.529291,   255.000000,     0.000000,     0.000000, 13005.000000,51,10.176351,   617.035140,    24.840192,   164.000000,     0.000000,     1.000000, 15061.000000,768
1417,500.000000,645580.000000,78600.000000,750.000000,1291.159999,157.199999,1.500000,625.000000,3559.999999,9323.199999,779.999999,0.000000,0.000000,0.157490,0.897063,2.349299,0.196547,0.000000,0.000000,3.403853,2.580110,0.325821,3.403853,1.606272,0.688113,10.000000,6.000000,2.000000,157,1291,2,153,1281,0,163,1301,3,4.589999,  1151.685270,    33.936488,   255.000000,     0.000000,     0.000000,  2295.000000,9,4.261999,    49.744845,     7.053002,    50.000000,     0.000000,     2.000000,  2131.000000,384
1418,3400.000000,4410200.000000,1806552.000000,5100.000000,1297.117647,531.338823,1.500000,4250.000000,349593.675294,161672.941176,-10359.529411,0.000000,0.000000,0.083128,6.837935,3.162268,-0.202628,0.000000,0.000000,10.083333,22.413634,1.794108,10.083333,4.734304,1.215111,15.000000,22.000000,2.000000,531,1297,2,510,1282,0,553,1310,3,1.799999,   455.894086,    21.351676,   255.000000,     0.000000,     0.000000,  6120.000000,24,3.883529,   234.926707,    15.327318,   204.000000,     0.000000,     0.000000, 13204.000000,949
1419,2340.000000,3034952.000000,2277664.000000,3510.000000,1296.988034,973.360683,1.500000,2925.000000,155059.582905,128259.664957,82470.099145,0.000000,0.000000,0.094153,4.991266,4.128595,2.654658,0.000000,0.000000,9.214015,14.418377,1.276698,9.214015,3.797153,1.084832,18.000000,17.000000,2.000000,973,1297,2,956,1282,0,988,1315,3,8.826923,  2173.879822,    46.624884,   255.000000,     0.000000,     0.000000, 20655.000000,81,6.323076,   304.568513,    17.451891,   193.000000,     0.000000,     0.000000, 14796.000000,890
1420,1388.000000,1794872.000000,254572.000000,2082.000000,1293.135446,183.409221,1.500000,1735.000000,60623.561959,30786.536023,-17368.933717,0.000000,0.000000,0.112059,3.915514,1.988420,-1.121813,0.000000,0.000000,6.015993,7.188813,0.731434,6.015993,2.681196,0.901000,10.000000,15.000000,2.000000,183,1293,2,170,1283,0,198,1302,3,5.144092,  1286.208494,    35.863749,   255.000000,     0.000000,     0.000000,  7140.000000,28,2.627521,    47.752291,     6.910303,    64.000000,     0.000000,     0.000000,  3647.000000,498
1421,2124.000000,2757760.000000,1378556.000000,3186.000000,1298.380414,649.037664,1.500000,2655.000000,86124.986817,104772.625235,-17118.433145,0.000000,0.000000,0.097243,3.154446,3.837441,-0.626986,0.000000,0.000000,7.089131,12.391805,1.138900,7.089131,3.520199,1.044307,16.000000,16.000000,2.000000,649,1298,2,633,1283,0,661,1314,3,10.084745,  2471.071477,    49.709873,   255.000000,     0.000000,     0.000000, 21420.000000,84,3.904425,   151.849080,    12.322705,   156.000000,     0.000000,     0.000000,  8293.000000,723
1422,3532.000000,4592464.000000,3072956.000000,5298.000000,1300.244620,870.032842,1.500000,4415.000000,424624.190260,257636.647791,-213520.375990,0.000000,0.000000,0.082079,7.894242,4.789755,-3.969584,0.000000,0.000000,12.766078,23.094993,1.810179,12.766078,4.805725,1.218729,18.000000,21.000000,2.000000,870,1300,2,849,1283,0,891,1318,3,8.302661,  2048.824541,    45.263943,   255.000000,     0.000000,     0.000000, 29325.000000,115,6.009626,   254.505713,    15.953235,   144.000000,     0.000000,     0.000000, 21226.000000,1474
1423,1492.000000,1934980.000000,378044.000000,2238.000000,1296.903485,253.380697,1.500000,1865.000000,54503.764075,44874.101876,-12297.179624,0.000000,0.000000,0.109392,3.196941,2.632109,-0.721296,0.000000,0.000000,5.938444,8.532087,0.863590,5.938444,2.920973,0.952290,12.000000,14.000000,2.000000,253,1297,2,239,1285,0,265,1306,3,5.298257,  1323.871412,    36.385043,   255.000000,     0.000000,     0.000000,  7905.000000,31,2.353217,    35.775221,     5.981239,    55.000000,     0.000000,     0.000000,  3511.000000,420
1424,1588.000000,2058056.000000,628240.000000,2382.000000,1296.005037,395.617128,1.500000,1985.000000,58375.214105,48687.959697,2331.062972,0.000000,0.000000,0.107142,3.150850,2.627973,0.125821,0.000000,0.000000,5.885965,8.883674,0.885477,5.885965,2.980549,0.960268,13.000000,14.000000,2.000000,396,1296,2,382,1285,0,407,1309,3,7.547229,  1868.759582,    43.229152,   255.000000,     0.000000,     0.000000, 11985.000000,47,6.965994,   321.934570,    17.942535,   147.000000,     0.000000,     0.000000, 11062.000000,612
1425,5120.000000,6677416.000000,2499088.000000,7680.000000,1304.182812,488.103124,1.500000,6400.000000,689001.549999,415540.887499,36475.474999,0.000000,0.000000,0.072524,7.807768,4.708910,0.413340,0.000000,0.000000,12.589204,37.503005,2.654063,12.589204,6.123969,1.384534,19.000000,25.000000,2.000000,488,1304,2,463,1286,0,513,1323,3,3.486328,   877.030483,    29.614700,   255.000000,     0.000000,     0.000000, 17850.000000,70,4.135546,   196.501646,    14.017904,   232.000000,     0.000000,     0.000000, 21174.000000,1448
1426,1900.000000,2478492.000000,536268.000000,2850.000000,1304.469473,282.246315,1.500000,2375.000000,58472.724210,138417.229473,20432.286315,0.000000,0.000000,0.100923,2.484745,5.881914,0.868251,0.000000,0.000000,8.467582,14.705589,1.398920,8.467582,3.834786,1.118401,19.000000,14.000000,2.000000,282,1304,2,268,1287,0,294,1323,3,6.307894,  1569.549700,    39.617542,   255.000000,     0.000000,     0.000000, 11985.000000,47,5.506315,   298.393325,    17.274065,   166.000000,     0.000000,     0.000000, 10462.000000,746
1427,2140.000000,2780940.000000,1497784.000000,3210.000000,1299.504672,699.899065,1.500000,2675.000000,135186.198130,69998.953271,-6150.990654,0.000000,0.000000,0.097000,4.902082,2.538281,-0.223045,0.000000,0.000000,7.537364,13.114835,1.202133,7.537364,3.621441,1.063287,13.000000,17.000000,2.000000,700,1300,2,686,1287,0,717,1311,3,8.817757,  2171.790053,    46.602468,   255.000000,     0.000000,     0.000000, 18870.000000,74,5.380373,   217.691620,    14.754376,   147.000000,     0.000000,     0.000000, 11514.000000,909
1428,2136.000000,2777124.000000,470008.000000,3204.000000,1300.151685,220.041198,1.500000,2670.000000,121484.374531,73370.853932,10898.651685,0.000000,0.000000,0.097060,4.416234,2.667197,0.396190,0.000000,0.000000,7.180492,12.309525,1.128038,7.180492,3.508493,1.040977,13.000000,17.000000,2.000000,220,1300,2,205,1288,0,237,1313,3,8.953651,  2204.045157,    46.947259,   255.000000,     0.000000,     0.000000, 19125.000000,75,3.627808,    99.417849,     9.970849,   110.000000,     0.000000,     0.000000,  7749.000000,607
