Number,m000,m100,m010,m001,xmean,ymean,zmean,mu002,mu020,mu200,mu110,mu101,mu011,eta002,eta020,eta200,eta110,eta101,eta011,I_1,I_2,I_3,J_1,J_2,J_3,EllipsoidalAxisA,EllipsoidalAxisB,EllipsoidalAxisC,RowMean,ColumnMean,PlaneMean,RowMin,ColumnMin,PlaneMin,RowMax,ColumnMax,PlaneMax,nHH_mean,nHH_var,nHH_stdev,nHH_max,nHH_min,nHH_median,nHH_muc,nHH_notempty,cHH_mean,cHH_var,cHH_stdev,cHH_max,cHH_min,cHH_median,cHH_muc,cHH_notempty
548,2104.000000,1212972.000000,1404436.000000,3156.000000,576.507605,667.507605,1.500000,2630.000000,99269.878327,100469.878327,5873.878327,0.000000,0.000000,0.097550,3.682051,3.726561,0.217870,0.000000,0.000000,7.506162,14.396633,1.333894,7.506162,3.794290,1.100797,18.000000,15.000000,2.000000,668,577,2,653,559,0,681,588,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,3.606464,   116.817001,    10.808191,    87.000000,     0.000000,     0.000000,  7588.000000,611
549,1688.000000,974284.000000,845844.000000,2532.000000,577.182464,501.092417,1.500000,2110.000000,90429.582938,76307.800948,53063.535545,0.000000,0.000000,0.104983,4.499324,3.796695,2.640176,0.000000,0.000000,8.401002,10.982970,1.061592,8.401002,3.314056,1.020123,16.000000,16.000000,2.000000,501,577,2,485,561,0,517,592,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,2.239336,    50.472619,     7.104408,    72.000000,     0.000000,     0.000000,  3780.000000,419
550,3388.000000,1960184.000000,2152196.000000,5082.000000,578.566706,635.240850,1.500000,4235.000000,208811.466352,259975.924439,24077.567887,0.000000,0.000000,0.083227,4.103582,5.109071,0.473175,0.000000,0.000000,9.295880,21.508336,1.726253,9.295880,4.637708,1.199595,18.000000,17.000000,2.000000,635,579,2,619,561,0,652,597,3,0.067001,    14.426274,     3.798194,   221.000000,     0.000000,     0.000000,   227.000000,2,4.094451,   159.240560,    12.619055,   131.000000,     0.000000,     0.000000, 13872.000000,1014
551,1028.000000,589596.000000,258592.000000,1542.000000,573.536965,251.548638,1.500000,1285.000000,21414.568093,24319.595331,-6354.848249,0.000000,0.000000,0.123855,2.064042,2.344043,-0.612512,0.000000,0.000000,4.531939,5.008994,0.552767,4.531939,2.238078,0.820693,12.000000,10.000000,2.000000,252,574,2,242,562,0,261,585,3,0.353113,    63.377624,     7.961006,   208.000000,     0.000000,     0.000000,   363.000000,3,5.178988,   213.249334,    14.603059,   115.000000,     0.000000,     0.000000,  5324.000000,331
552,624.000000,355988.000000,271192.000000,936.000000,570.493590,434.602564,1.500000,780.000000,14789.435897,10915.974359,8406.410256,0.000000,0.000000,0.146279,2.773568,2.047150,1.576514,0.000000,0.000000,4.966997,3.897684,0.466998,4.966997,1.974255,0.775839,10.000000,11.000000,2.000000,435,570,2,424,562,0,444,580,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,3.766026,   149.720449,    12.236031,   120.000000,     0.000000,     0.000000,  2350.000000,172
553,1584.000000,907076.000000,904832.000000,2376.000000,572.648990,571.232323,1.500000,1980.000000,70170.505051,51152.838384,-27090.828283,0.000000,0.000000,0.107232,3.800269,2.770317,-1.467175,0.000000,0.000000,6.677819,9.079926,0.898106,6.677819,3.013291,0.964812,12.000000,16.000000,2.000000,571,573,2,559,562,0,587,585,3,0.250000,    50.379659,     7.097863,   240.000000,     0.000000,     0.000000,   396.000000,3,3.608586,   206.923135,    14.384823,   214.000000,     0.000000,     0.000000,  5716.000000,417
554,2456.000000,1433992.000000,2188240.000000,3684.000000,583.872964,890.977199,1.500000,3070.000000,54758.723127,299120.364821,-31407.114007,0.000000,0.000000,0.092648,1.652528,9.026960,-0.947815,0.000000,0.000000,10.772135,15.008379,1.298821,10.772135,3.874065,1.091063,22.000000,10.000000,2.000000,891,584,2,881,562,0,901,604,3,5.043160,  1248.754959,    35.337727,   255.000000,     0.000000,     0.000000, 12386.000000,52,7.752443,   402.195310,    20.054808,   170.000000,     0.000000,     1.000000, 19040.000000,1313
555,1768.000000,1026960.000000,203820.000000,2652.000000,580.859729,115.282805,1.500000,2210.000000,59510.597285,80109.212670,11470.135747,0.000000,0.000000,0.103375,2.783671,3.747193,0.536528,0.000000,0.000000,6.634240,10.818222,1.048543,6.634240,3.289107,1.015926,18.000000,14.000000,2.000000,115,581,2,103,563,0,129,595,3,2.724548,   682.627535,    26.127142,   255.000000,     0.000000,     0.000000,  4817.000000,20,2.556561,    62.231094,     7.888669,    84.000000,     0.000000,     0.000000,  4520.000000,782
556,6084.000000,3577560.000000,3264400.000000,9126.000000,588.027613,536.554898,1.500000,7605.000000,675310.664037,965187.360947,-273129.222880,0.000000,0.000000,0.068472,6.080202,8.690125,-2.459136,0.000000,0.000000,14.838799,47.801719,3.203834,14.838799,6.913879,1.474201,25.000000,25.000000,2.000000,537,588,2,512,563,0,558,613,3,0.020874,     2.651052,     1.628205,   127.000000,     0.000000,     0.000000,   127.000000,1,4.002301,   169.584410,    13.022458,   219.000000,     0.000000,     0.000000, 24350.000000,1756
557,3652.000000,2130444.000000,1343768.000000,5478.000000,583.363636,367.953998,1.500000,4565.000000,316488.271632,256309.090909,-65658.909091,0.000000,0.000000,0.081171,5.627514,4.557461,-1.167489,0.000000,0.000000,10.266146,25.110871,1.971163,10.266146,5.011075,1.253836,19.000000,23.000000,2.000000,368,583,2,345,564,0,386,599,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,2.404162,    84.127487,     9.172104,   166.000000,     0.000000,     0.000000,  8780.000000,851
558,1332.000000,763348.000000,794392.000000,1998.000000,573.084084,596.390390,1.500000,1665.000000,51132.996997,34630.582583,-21115.723724,0.000000,0.000000,0.113608,3.488957,2.362948,-1.440789,0.000000,0.000000,5.965513,6.833174,0.700774,5.965513,2.614034,0.888231,11.000000,14.000000,2.000000,596,573,2,585,564,0,610,584,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,4.122372,   121.258492,    11.011743,   111.000000,     0.000000,     0.000000,  5491.000000,426
559,1528.000000,876516.000000,1395568.000000,2292.000000,573.636126,913.329843,1.500000,1910.000000,61137.759162,42617.685864,-3420.607330,0.000000,0.000000,0.108526,3.473855,2.421542,-0.194359,0.000000,0.000000,6.003924,9.014118,0.908834,6.003924,3.002352,0.968638,12.000000,12.000000,2.000000,913,574,2,902,564,0,925,586,3,7.426047,  1829.054121,    42.767442,   255.000000,     0.000000,     0.000000, 11347.000000,45,2.981021,   105.602128,    10.276290,   121.000000,     0.000000,     0.000000,  4555.000000,655
560,2532.000000,1478304.000000,1165872.000000,3798.000000,583.848341,460.454976,1.500000,3165.000000,114627.867299,195709.763033,-673.289100,0.000000,0.000000,0.091711,3.321533,5.671016,-0.019510,0.000000,0.000000,9.084261,19.660806,1.727479,9.084261,4.434051,1.199879,19.000000,15.000000,2.000000,460,584,2,445,565,0,474,601,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,2.601106,   108.469031,    10.414847,   178.000000,     0.000000,     0.000000,  6586.000000,610
561,1880.000000,1083044.000000,1427132.000000,2820.000000,576.087234,759.112766,1.500000,2350.000000,93820.093617,61245.693617,8149.506383,0.000000,0.000000,0.101280,4.043450,2.639561,0.351227,0.000000,0.000000,6.784291,11.226430,1.068462,6.784291,3.350586,1.022319,14.000000,17.000000,2.000000,759,576,2,742,566,0,773,590,3,2.712766,   684.760454,    26.167928,   255.000000,     0.000000,     0.000000,  5100.000000,20,3.312766,    73.816974,     8.591680,    93.000000,     0.000000,     0.000000,  6228.000000,933
562,1092.000000,632552.000000,927288.000000,1638.000000,579.260073,849.164835,1.500000,1365.000000,25126.329670,35322.139194,16633.186813,0.000000,0.000000,0.121386,2.234424,3.141112,1.479149,0.000000,0.000000,5.496922,5.483210,0.586379,5.496922,2.341625,0.837001,12.000000,10.000000,2.000000,849,579,2,839,568,0,859,591,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,6.632784,   301.002517,    17.349424,   158.000000,     0.000000,     1.000000,  7243.000000,582
563,1460.000000,845268.000000,1370052.000000,2190.000000,578.950685,938.391781,1.500000,1825.000000,38315.901370,50572.449315,1168.208219,0.000000,0.000000,0.110186,2.313353,3.053352,0.070531,0.000000,0.000000,5.476891,7.649841,0.777747,5.476891,2.765835,0.919629,14.000000,12.000000,2.000000,938,579,2,929,568,0,950,593,3,1.921233,   486.556506,    22.058026,   255.000000,     0.000000,     0.000000,  2805.000000,11,1.639041,    35.922395,     5.993529,   129.000000,     0.000000,     0.000000,  2393.000000,433
564,2500.000000,1459272.000000,2062728.000000,3750.000000,583.708800,825.091200,1.500000,3125.000000,120591.206400,135356.006400,-6445.606400,0.000000,0.000000,0.092101,3.554094,3.989246,-0.189967,0.000000,0.000000,7.635442,14.836818,1.302496,7.635442,3.851859,1.092091,15.000000,15.000000,2.000000,825,584,2,812,569,0,840,598,3,2.958000,   745.838571,    27.310045,   255.000000,     0.000000,     0.000000,  7395.000000,29,9.191600,   648.574319,    25.467122,   192.000000,     0.000000,     1.000000, 22979.000000,1454
565,1996.000000,1170336.000000,967324.000000,2994.000000,586.340681,484.631263,1.500000,2495.000000,89888.609218,109760.336673,53478.741483,0.000000,0.000000,0.099279,3.576767,4.367485,2.127978,0.000000,0.000000,8.043530,11.881879,1.101318,8.043530,3.447010,1.032692,15.000000,15.000000,2.000000,485,586,2,470,571,0,500,600,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,3.890281,   164.667154,    12.832270,   126.000000,     0.000000,     0.000000,  7765.000000,479
566,1280.000000,749656.000000,776244.000000,1920.000000,585.668750,606.440625,1.500000,1600.000000,58779.487500,37747.550000,-22849.175000,0.000000,0.000000,0.115126,4.229404,2.716077,-1.644084,0.000000,0.000000,7.060607,9.583983,1.011310,7.060607,3.095801,1.003756,15.000000,16.000000,2.000000,606,586,2,590,571,0,616,596,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,3.843750,   139.484558,    11.810358,   198.000000,     0.000000,     0.000000,  4920.000000,377
567,3092.000000,1817440.000000,2265012.000000,4638.000000,587.787840,732.539457,1.500000,3865.000000,205560.186287,196300.822768,-11510.116429,0.000000,0.000000,0.085802,4.563377,4.357822,-0.255521,0.000000,0.000000,9.007001,20.586549,1.700687,9.007001,4.537240,1.193644,17.000000,20.000000,2.000000,733,588,2,718,571,0,753,605,3,2.061772,   521.669751,    22.840091,   255.000000,     0.000000,     0.000000,  6375.000000,25,5.123868,   198.365435,    14.084226,   157.000000,     0.000000,     0.000000, 15843.000000,1336
568,104.000000,59908.000000,6896.000000,156.000000,576.038462,66.307692,1.500000,130.000000,710.153846,387.846154,-357.230769,0.000000,0.000000,0.265806,1.452027,0.793016,-0.730417,0.000000,0.000000,2.510849,1.214717,0.164261,2.510849,1.102142,0.547660,4.000000,6.000000,2.000000,66,576,2,62,572,0,72,580,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,0.500000,     1.883495,     1.372405,     8.000000,     0.000000,     0.000000,    52.000000,18
569,1180.000000,690892.000000,917428.000000,1770.000000,585.501695,777.481356,1.500000,1475.000000,43622.589831,37262.996610,-23696.962712,0.000000,0.000000,0.118290,3.498394,2.988375,-1.900422,0.000000,0.000000,6.605060,7.610234,0.809450,6.605060,2.758665,0.931959,14.000000,13.000000,2.000000,777,586,2,764,572,0,790,597,3,3.673729,   924.087689,    30.398811,   255.000000,     0.000000,     0.000000,  4335.000000,17,4.973729,   251.387774,    15.855213,   165.000000,     0.000000,     0.000000,  5869.000000,547
570,1564.000000,916852.000000,126344.000000,2346.000000,586.222506,80.782609,1.500000,1955.000000,65362.086957,48838.567775,24451.652174,0.000000,0.000000,0.107687,3.600341,2.690175,1.346871,0.000000,0.000000,6.398203,8.548895,0.847659,6.398203,2.923849,0.946398,13.000000,14.000000,2.000000,81,586,2,67,573,0,95,597,3,0.815217,   207.348431,    14.399598,   255.000000,     0.000000,     0.000000,  1275.000000,5,0.647059,     3.504272,     1.871970,    25.000000,     0.000000,     0.000000,  1012.000000,423
571,4404.000000,2615668.000000,1777620.000000,6606.000000,593.930064,403.637602,1.500000,5505.000000,354585.613079,441358.459582,65528.381471,0.000000,0.000000,0.076260,4.911996,6.114041,0.907750,0.000000,0.000000,11.102297,30.048979,2.227399,11.102297,5.481695,1.305969,20.000000,18.000000,2.000000,404,594,2,386,574,0,421,613,3,0.051544,    11.098183,     3.331394,   221.000000,     0.000000,     0.000000,   227.000000,2,3.616712,   165.062233,    12.847655,   139.000000,     0.000000,     0.000000, 15928.000000,1086
572,1068.000000,622708.000000,456456.000000,1602.000000,583.059925,427.393258,1.500000,1335.000000,27350.831461,28556.164794,6966.831461,0.000000,0.000000,0.122289,2.505391,2.615802,0.638176,0.000000,0.000000,5.243482,6.772603,0.751628,5.243482,2.602422,0.909217,13.000000,13.000000,2.000000,427,583,2,417,574,0,440,596,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,1.908240,    38.034684,     6.167227,    71.000000,     0.000000,     0.000000,  2038.000000,263
573,1700.000000,999264.000000,397740.000000,2550.000000,587.802353,233.964706,1.500000,2125.000000,52849.882353,71773.590588,12188.141176,0.000000,0.000000,0.104735,2.604826,3.537524,0.600720,0.000000,0.000000,6.247086,9.497094,0.927304,6.247086,3.081736,0.975156,13.000000,12.000000,2.000000,234,588,2,224,575,0,246,600,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,6.084118,   282.420819,    16.805381,   156.000000,     0.000000,     0.000000, 10343.000000,779
574,2012.000000,1180388.000000,1413232.000000,3018.000000,586.673956,702.401590,1.500000,2515.000000,134787.514911,59850.115308,7403.443340,0.000000,0.000000,0.099015,5.306551,2.356284,0.291472,0.000000,0.000000,7.761850,13.177523,1.229645,7.761850,3.630086,1.071338,13.000000,17.000000,2.000000,702,587,2,685,576,0,717,600,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,4.180417,   156.594485,    12.513772,   120.000000,     0.000000,     0.000000,  8411.000000,641
575,2792.000000,1664172.000000,423776.000000,4188.000000,596.050143,151.782235,1.500000,3490.000000,155227.598854,262556.979943,-96337.512894,0.000000,0.000000,0.088771,3.948345,6.678358,-2.450426,0.000000,0.000000,10.715474,21.307216,1.807723,10.715474,4.615974,1.218178,25.000000,18.000000,2.000000,152,596,2,137,579,0,170,621,3,1.011819,   243.812472,    15.614496,   255.000000,     0.000000,     0.000000,  2825.000000,13,4.810888,   220.758921,    14.857958,   199.000000,     0.000000,     0.000000, 13432.000000,1109
576,824.000000,483356.000000,174912.000000,1236.000000,586.597087,212.271845,1.500000,1030.000000,24355.106796,10726.233010,-7181.747573,0.000000,0.000000,0.133332,3.152732,1.388495,-0.929667,0.000000,0.000000,4.674559,4.118763,0.468432,4.674559,2.029474,0.776632,8.000000,12.000000,2.000000,212,587,2,200,579,0,222,593,3,1.856796,   470.606442,    21.693465,   255.000000,     0.000000,     0.000000,  1530.000000,6,2.353155,    75.890926,     8.711540,   122.000000,     0.000000,     0.000000,  1939.000000,242
577,1716.000000,1017036.000000,311852.000000,2574.000000,592.678322,181.731935,1.500000,2145.000000,72936.689977,55526.433566,14956.027972,0.000000,0.000000,0.104409,3.550229,2.702776,0.727992,0.000000,0.000000,6.357414,9.718371,0.946519,6.357414,3.117430,0.981845,13.000000,15.000000,2.000000,182,593,2,169,580,0,197,605,3,0.891608,   226.697282,    15.056470,   255.000000,     0.000000,     0.000000,  1530.000000,6,5.660256,   370.597627,    19.250912,   201.000000,     0.000000,     0.000000,  9713.000000,634
578,1312.000000,776328.000000,340392.000000,1968.000000,591.713415,259.445122,1.500000,1640.000000,31884.048780,42644.243902,-12500.634146,0.000000,0.000000,0.114182,2.219874,2.969035,-0.870336,0.000000,0.000000,5.303091,6.425881,0.666071,5.303091,2.534932,0.873320,11.000000,10.000000,2.000000,259,592,2,250,581,0,269,603,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,2.580793,    79.763109,     8.931019,   117.000000,     0.000000,     0.000000,  3386.000000,353
579,3068.000000,1835916.000000,1748056.000000,4602.000000,598.408083,569.770535,1.500000,3835.000000,249630.456323,177525.079531,-80408.709257,0.000000,0.000000,0.086025,5.599601,3.982165,-1.803693,0.000000,0.000000,9.667791,19.869499,1.638366,9.667791,4.457522,1.178882,17.000000,20.000000,2.000000,570,598,2,550,581,0,587,615,3,0.041395,     5.257171,     2.292852,   127.000000,     0.000000,     0.000000,   127.000000,1,2.734681,    80.331930,     8.962808,    96.000000,     0.000000,     0.000000,  8390.000000,751
580,2072.000000,1233416.000000,1901536.000000,3108.000000,595.277992,917.729730,1.500000,2590.000000,171920.648649,52431.876448,8635.675676,0.000000,0.000000,0.098050,6.508412,1.984917,0.326921,0.000000,0.000000,8.591379,13.644551,1.256193,8.591379,3.693853,1.078993,11.000000,18.000000,2.000000,918,595,2,900,584,0,935,606,3,3.116313,   770.265074,    27.753650,   255.000000,     0.000000,     0.000000,  6457.000000,27,4.201255,   197.734948,    14.061826,   165.000000,     0.000000,     0.000000,  8705.000000,903
581,2648.000000,1589012.000000,755396.000000,3972.000000,600.080060,285.270393,1.500000,3310.000000,161594.398792,133907.027190,22730.676737,0.000000,0.000000,0.090352,4.410986,3.655213,0.620471,0.000000,0.000000,8.156551,16.466906,1.421968,8.156551,4.057944,1.124510,16.000000,17.000000,2.000000,285,600,2,268,585,0,301,616,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,3.377644,   128.321253,    11.327897,   159.000000,     0.000000,     0.000000,  8944.000000,791
582,1072.000000,641100.000000,141448.000000,1608.000000,598.041045,131.947761,1.500000,1340.000000,15277.074627,43874.194030,-7417.701493,0.000000,0.000000,0.122136,1.392453,3.998982,-0.676098,0.000000,0.000000,5.513571,5.769775,0.624274,5.513571,2.402036,0.854657,15.000000,8.000000,2.000000,132,598,2,124,586,0,139,613,3,3.092351,   779.714152,    27.923362,   255.000000,     0.000000,     0.000000,  3315.000000,13,6.203358,   187.801744,    13.704078,   101.000000,     0.000000,     1.000000,  6650.000000,664
583,2664.000000,1607612.000000,899180.000000,3996.000000,603.457958,337.530030,1.500000,3330.000000,161023.597598,250197.291291,118589.363363,0.000000,0.000000,0.090171,4.360242,6.774912,3.211196,0.000000,0.000000,11.225324,20.232539,1.733844,11.225324,4.498059,1.201351,24.000000,20.000000,2.000000,338,603,2,318,586,0,352,627,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,4.618243,   247.736670,    15.739653,   214.000000,     0.000000,     0.000000, 12303.000000,692
584,2464.000000,1486272.000000,1970980.000000,3696.000000,603.194805,799.910714,1.500000,3080.000000,87672.357143,191818.493506,5530.857143,0.000000,0.000000,0.092547,2.634360,5.763720,0.166190,0.000000,0.000000,8.490627,15.933311,1.402653,8.490627,3.991655,1.119395,19.000000,12.000000,2.000000,800,603,2,789,586,0,812,622,3,2.897727,   730.820230,    27.033687,   255.000000,     0.000000,     0.000000,  7140.000000,28,3.567776,    92.556509,     9.620629,   106.000000,     0.000000,     0.000000,  8791.000000,1020
585,1816.000000,1091992.000000,1724852.000000,2724.000000,601.317181,949.808370,1.500000,2270.000000,60073.312775,79393.303965,3154.378855,0.000000,0.000000,0.102456,2.711401,3.583407,0.142372,0.000000,0.000000,6.397264,10.340725,0.993393,6.397264,3.215700,0.997793,15.000000,11.000000,2.000000,950,601,2,939,586,0,961,613,3,3.370044,   848.471256,    29.128530,   255.000000,     0.000000,     0.000000,  6120.000000,24,1.816079,    61.678551,     7.853569,   128.000000,     0.000000,     0.000000,  3298.000000,533
586,2352.000000,1419920.000000,1034236.000000,3528.000000,603.707483,439.726190,1.500000,2940.000000,137555.666667,95022.748299,-8564.380952,0.000000,0.000000,0.093993,4.397732,3.037930,-0.273808,0.000000,0.000000,7.529656,13.983936,1.248706,7.529656,3.739510,1.076845,15.000000,17.000000,2.000000,440,604,2,424,589,0,457,618,3,0.433673,   110.445620,    10.509311,   255.000000,     0.000000,     0.000000,  1020.000000,4,3.032313,   134.921967,    11.615592,   147.000000,     0.000000,     0.000000,  7132.000000,547
587,2260.000000,1356992.000000,1495856.000000,3390.000000,600.438938,661.883186,1.500000,2825.000000,148161.161062,82316.573451,13123.879646,0.000000,0.000000,0.095252,4.995625,2.775509,0.442504,0.000000,0.000000,7.866386,14.409808,1.302055,7.866386,3.796025,1.091968,14.000000,18.000000,2.000000,662,600,2,644,589,0,679,614,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,4.627434,   210.182514,    14.497673,   192.000000,     0.000000,     0.000000, 10458.000000,774
588,1948.000000,1176796.000000,213572.000000,2922.000000,604.104723,109.636550,1.500000,2435.000000,98370.677618,75718.636550,32058.143737,0.000000,0.000000,0.100088,4.043403,3.112320,1.317710,0.000000,0.000000,7.255810,11.564203,1.085751,7.255810,3.400618,1.027803,14.000000,17.000000,2.000000,110,604,2,97,590,0,127,618,3,0.916324,   232.942661,    15.262459,   255.000000,     0.000000,     0.000000,  1785.000000,7,5.263347,   247.802724,    15.741751,   188.000000,     0.000000,     1.000000, 10253.000000,1252
589,2236.000000,1363392.000000,1387448.000000,3354.000000,609.745975,620.504472,1.500000,2795.000000,54406.955277,207775.713775,-28337.459750,0.000000,0.000000,0.095592,1.860767,7.106117,-0.969167,0.000000,0.000000,9.062476,13.140704,1.174203,9.062476,3.625011,1.054988,20.000000,11.000000,2.000000,621,610,2,610,590,0,631,628,3,0.174419,    33.753010,     5.809734,   224.000000,     0.000000,     0.000000,   390.000000,3,3.507603,    98.372649,     9.918299,   115.000000,     0.000000,     0.000000,  7843.000000,694
590,2364.000000,1434264.000000,2007716.000000,3546.000000,606.710660,849.287648,1.500000,2955.000000,82292.399323,179718.091371,1632.751269,0.000000,0.000000,0.093834,2.613143,5.706833,0.051847,0.000000,0.000000,8.413810,15.690778,1.399074,8.413810,3.961159,1.118442,19.000000,14.000000,2.000000,849,607,2,835,590,0,863,626,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,5.515228,   263.458507,    16.231405,   191.000000,     0.000000,     0.000000, 13038.000000,1063
591,1148.000000,690400.000000,358116.000000,1722.000000,601.393728,311.947735,1.500000,1435.000000,26208.864111,35730.034843,13747.623693,0.000000,0.000000,0.119379,2.180347,2.972425,1.143682,0.000000,0.000000,5.272152,5.788047,0.617539,5.272152,2.405836,0.851572,12.000000,11.000000,2.000000,312,601,2,302,591,0,323,613,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,6.893728,   396.769865,    19.919083,   225.000000,     0.000000,     0.000000,  7914.000000,301
592,1068.000000,644596.000000,732420.000000,1602.000000,603.554307,685.786517,1.500000,1335.000000,18155.325843,33055.850187,-1409.617978,0.000000,0.000000,0.122289,1.663064,3.027982,-0.129124,0.000000,0.000000,4.813335,5.592718,0.613774,4.813335,2.364893,0.849838,13.000000,10.000000,2.000000,686,604,2,678,592,0,696,617,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,6.248127,   267.817475,    16.365130,   157.000000,     0.000000,     0.000000,  6673.000000,427
593,1508.000000,917568.000000,1176348.000000,2262.000000,608.466844,780.071618,1.500000,1885.000000,30316.265252,85383.342175,-4006.419098,0.000000,0.000000,0.109004,1.753102,4.937473,-0.231680,0.000000,0.000000,6.799579,9.331519,0.937677,6.799579,3.054753,0.978779,17.000000,12.000000,2.000000,780,608,2,768,593,0,788,625,3,1.183687,   300.638433,    17.338928,   255.000000,     0.000000,     0.000000,  1785.000000,7,4.495358,   230.150609,    15.170716,   168.000000,     0.000000,     0.000000,  6779.000000,579
594,1160.000000,707860.000000,858964.000000,1740.000000,610.224138,740.486207,1.500000,1450.000000,28257.779310,48201.724138,-18446.413793,0.000000,0.000000,0.118966,2.318430,3.954746,-1.513450,0.000000,0.000000,6.392143,7.624570,0.818283,6.392143,2.761262,0.935336,16.000000,14.000000,2.000000,740,610,2,730,594,0,754,623,3,1.978448,   501.021968,    22.383520,   255.000000,     0.000000,     0.000000,  2295.000000,9,2.917241,    78.971575,     8.886595,    70.000000,     0.000000,     0.000000,  3384.000000,395
595,1580.000000,963688.000000,1198032.000000,2370.000000,609.929114,758.248101,1.500000,1975.000000,41134.744304,78096.060759,-22612.212658,0.000000,0.000000,0.107323,2.235284,4.243781,-1.228760,0.000000,0.000000,6.586388,8.671556,0.856027,6.586388,2.944751,0.949502,16.000000,11.000000,2.000000,758,610,2,747,594,0,769,622,3,3.532911,   883.268707,    29.719837,   255.000000,     0.000000,     0.000000,  5582.000000,23,5.424684,   188.671335,    13.735768,   121.000000,     0.000000,     1.000000,  8571.000000,800
596,5156.000000,3164156.000000,1064280.000000,7734.000000,613.684251,206.415826,1.500000,6445.000000,802364.468580,446929.961210,-226967.034911,0.000000,0.000000,0.072356,9.007850,5.017518,-2.548075,0.000000,0.000000,14.097723,39.719175,2.800479,14.097723,6.302315,1.409540,19.000000,27.000000,2.000000,206,614,2,179,595,0,230,633,3,2.863460,   713.313264,    26.707925,   255.000000,     0.000000,     0.000000, 14764.000000,60,4.683670,   163.742981,    12.796210,   192.000000,     0.000000,     0.000000, 24149.000000,2360
597,880.000000,532396.000000,446808.000000,1320.000000,604.995455,507.736364,1.500000,1100.000000,14322.836364,18091.981818,3570.945455,0.000000,0.000000,0.130442,1.698448,2.145405,0.423454,0.000000,0.000000,3.974294,3.965942,0.451920,3.974294,1.991467,0.767398,9.000000,8.000000,2.000000,508,605,2,500,596,0,516,614,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,1.647727,    33.582247,     5.795019,    68.000000,     0.000000,     0.000000,  1450.000000,218
598,2564.000000,1565496.000000,1528248.000000,3846.000000,610.567863,596.040562,1.500000,3205.000000,141803.781591,137509.191888,-17699.057722,0.000000,0.000000,0.091328,4.040767,3.918390,-0.504343,0.000000,0.000000,8.050485,16.305834,1.422794,8.050485,4.038048,1.124727,15.000000,18.000000,2.000000,596,611,2,578,596,0,609,626,3,0.049532,     6.290562,     2.508099,   127.000000,     0.000000,     0.000000,   127.000000,1,5.104914,   267.214506,    16.346697,   203.000000,     0.000000,     0.000000, 13089.000000,772
599,3868.000000,2390256.000000,2747976.000000,5802.000000,617.956567,710.438469,1.500000,4835.000000,344520.355739,280408.703206,53209.662875,0.000000,0.000000,0.079631,5.674134,4.618237,0.876345,0.000000,0.000000,10.372002,26.256104,2.025531,10.372002,5.124071,1.265259,20.000000,21.000000,2.000000,710,618,2,693,598,0,731,636,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,5.157187,   231.883225,    15.227712,   196.000000,     0.000000,     0.000000, 19948.000000,1456
600,468.000000,283932.000000,42480.000000,702.000000,606.692308,90.769231,1.500000,585.000000,2867.076923,12651.692308,2722.769231,0.000000,0.000000,0.161001,0.789063,3.481936,0.749347,0.000000,0.000000,4.432000,2.873579,0.351939,4.432000,1.695164,0.706029,11.000000,7.000000,2.000000,91,607,2,84,599,0,96,618,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,0.529915,     1.110452,     1.053780,     8.000000,     0.000000,     0.000000,   248.000000,135
