Number,m000,m100,m010,m001,xmean,ymean,zmean,mu002,mu020,mu200,mu110,mu101,mu011,eta002,eta020,eta200,eta110,eta101,eta011,I_1,I_2,I_3,J_1,J_2,J_3,EllipsoidalAxisA,EllipsoidalAxisB,EllipsoidalAxisC,RowMean,ColumnMean,PlaneMean,RowMin,ColumnMin,PlaneMin,RowMax,ColumnMax,PlaneMax,MS2mol_mean,MS2mol_var,MS2mol_stdev,MS2mol_max,MS2mol_min,MS2mol_median,MS2mol_muc,MS2mol_notempty,celnumber
3729,4.000000,5934.000000,1150.000000,0.000000,1483.500000,287.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,288,1484,0,287,1483,0,288,1484,0,5.250000,    10.250000,     3.201562,     8.000000,     2.000000,     3.000000,    21.000000,4,1630
3730,4.000000,5938.000000,886.000000,0.000000,1484.500000,221.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,222,1485,0,221,1484,0,222,1485,0,2.250000,     4.250000,     2.061553,     4.000000,     0.000000,     1.000000,     9.000000,3,0
3731,15.000000,22285.000000,6622.000000,0.000000,1485.666667,441.466667,0.000000,0.000000,15.733333,21.333333,-5.666667,0.000000,0.000000,0.000000,0.425304,0.576683,-0.153181,0.000000,0.000000,1.001986,0.221801,0.000000,1.001986,0.470957,-0.000000,2.000000,2.000000,0.000000,441,1486,0,440,1484,0,443,1488,0,4.666667,     5.952381,     2.439750,     9.000000,     0.000000,     6.000000,    70.000000,14,1642
3732,19.000000,28237.000000,13092.000000,0.000000,1486.157895,689.052632,0.000000,0.000000,28.947368,28.526316,-0.157895,0.000000,0.000000,0.000000,0.570958,0.562653,-0.003114,0.000000,0.000000,1.133611,0.321242,0.000000,1.133611,0.566782,-0.000000,2.000000,2.000000,0.000000,689,1486,0,687,1484,0,691,1488,0,85.368421,  1089.245614,    33.003721,   133.000000,    18.000000,    91.000000,  1622.000000,19,1648
3733,6.000000,8907.000000,4554.000000,0.000000,1484.500000,759.000000,0.000000,0.000000,4.000000,1.500000,0.000000,0.000000,0.000000,0.000000,0.366881,0.137580,0.000000,0.000000,0.000000,0.504461,0.050476,0.000000,0.504461,0.224668,-0.000000,1.000000,1.000000,0.000000,759,1485,0,758,1484,0,760,1485,0,3.000000,     2.800000,     1.673320,     4.000000,     0.000000,     4.000000,    18.000000,5,1646
3734,4.000000,5942.000000,786.000000,0.000000,1485.500000,196.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,197,1486,0,196,1485,0,197,1486,0,5.500000,    17.000000,     4.123106,     9.000000,     1.000000,     3.000000,    22.000000,4,1638
3735,13.000000,19316.000000,9087.000000,0.000000,1485.846154,699.000000,0.000000,0.000000,22.000000,7.692308,0.000000,0.000000,0.000000,0.000000,0.719722,0.251651,0.000000,0.000000,0.000000,0.971373,0.181119,0.000000,0.971373,0.425581,-0.000000,1.000000,2.000000,0.000000,699,1486,0,697,1485,0,701,1487,0,37.153846,   238.974359,    15.458796,    66.000000,    15.000000,    32.000000,   483.000000,13,1648
3736,2.000000,2970.000000,1527.000000,0.000000,1485.000000,763.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,764,1485,0,763,1485,0,764,1485,0,7.000000,     0.000000,     0.000000,     7.000000,     7.000000,     7.000000,    14.000000,2,1646
3737,4.000000,5942.000000,3198.000000,0.000000,1485.500000,799.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,800,1486,0,799,1485,0,800,1486,0,3.500000,     1.666667,     1.290994,     5.000000,     2.000000,     3.000000,    14.000000,4,1632
3738,4.000000,5946.000000,1872.000000,0.000000,1486.500000,468.000000,0.000000,0.000000,2.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.314980,0.157490,0.157490,0.000000,0.000000,0.472470,0.024803,0.000000,0.472470,0.157490,-0.000000,1.000000,1.000000,0.000000,468,1487,0,467,1486,0,469,1487,0,1.250000,     0.250000,     0.500000,     2.000000,     1.000000,     1.000000,     5.000000,4,0
3739,2.000000,2972.000000,1657.000000,0.000000,1486.000000,828.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,829,1486,0,828,1486,0,829,1486,0,3.500000,     0.500000,     0.707107,     4.000000,     3.000000,     3.000000,     7.000000,2,1627
3740,4.000000,5950.000000,2630.000000,0.000000,1487.500000,657.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,658,1488,0,657,1487,0,658,1488,0,4.000000,     0.000000,     0.000000,     4.000000,     4.000000,     4.000000,    16.000000,4,1655
3741,2.000000,2976.000000,665.000000,0.000000,1488.000000,332.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,333,1488,0,332,1488,0,333,1488,0,13.000000,     0.000000,     0.000000,    13.000000,    13.000000,    13.000000,    26.000000,2,1636
3742,9.000000,13405.000000,3444.000000,0.000000,1489.444444,382.666667,0.000000,0.000000,4.000000,10.222222,-0.666667,0.000000,0.000000,0.000000,0.213667,0.546037,-0.035611,0.000000,0.000000,0.759703,0.115402,0.000000,0.759703,0.339708,-0.000000,2.000000,1.000000,0.000000,383,1489,0,382,1488,0,384,1491,0,32.111111,   238.361111,    15.438948,    48.000000,     2.000000,    38.000000,   289.000000,9,1645
3743,4.000000,5954.000000,2950.000000,0.000000,1488.500000,737.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,738,1489,0,737,1488,0,738,1489,0,11.250000,    48.250000,     6.946222,    20.000000,     3.000000,    11.000000,    45.000000,4,1659
3744,13.000000,19387.000000,5305.000000,0.000000,1491.307692,408.076923,0.000000,0.000000,14.923077,20.769231,-11.307692,0.000000,0.000000,0.000000,0.488203,0.679458,-0.369927,0.000000,0.000000,1.167661,0.194867,0.000000,1.167661,0.441438,-0.000000,2.000000,2.000000,0.000000,408,1491,0,406,1489,0,410,1493,0,9.692308,    26.730769,     5.170181,    18.000000,     1.000000,    11.000000,   126.000000,13,0
3745,6.000000,8941.000000,4853.000000,0.000000,1490.166667,808.833333,0.000000,0.000000,2.833333,2.833333,-0.833333,0.000000,0.000000,0.000000,0.259874,0.259874,-0.076434,0.000000,0.000000,0.519748,0.061692,0.000000,0.519748,0.248379,-0.000000,1.000000,1.000000,0.000000,809,1490,0,808,1489,0,810,1491,0,11.333333,    41.866667,     6.470446,    19.000000,     3.000000,    13.000000,    68.000000,6,1632
3746,4.000000,5958.000000,3322.000000,0.000000,1489.500000,830.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,831,1490,0,830,1489,0,831,1490,0,32.750000,    34.916667,     5.909033,    40.000000,    27.000000,    29.000000,   131.000000,4,0
3747,7.000000,10437.000000,2408.000000,0.000000,1491.000000,344.000000,0.000000,0.000000,4.000000,4.000000,2.000000,0.000000,0.000000,0.000000,0.298719,0.298719,0.149359,0.000000,0.000000,0.597438,0.066925,0.000000,0.597438,0.258698,-0.000000,1.000000,1.000000,0.000000,344,1491,0,343,1490,0,345,1492,0,6.000000,     2.333333,     1.527525,     8.000000,     3.000000,     6.000000,    42.000000,7,1658
3748,5.000000,7454.000000,2283.000000,0.000000,1490.800000,456.600000,0.000000,0.000000,1.200000,2.800000,0.600000,0.000000,0.000000,0.000000,0.140353,0.327490,0.070176,0.000000,0.000000,0.467843,0.041039,0.000000,0.467843,0.202582,-0.000000,1.000000,1.000000,0.000000,457,1491,0,456,1490,0,457,1492,0,3.400000,     2.300000,     1.516575,     5.000000,     1.000000,     4.000000,    17.000000,5,1651
3749,8.000000,11929.000000,6561.000000,0.000000,1491.125000,820.125000,0.000000,0.000000,4.875000,4.875000,-1.125000,0.000000,0.000000,0.000000,0.304688,0.304688,-0.070313,0.000000,0.000000,0.609375,0.087891,0.000000,0.609375,0.296464,-0.000000,1.000000,1.000000,0.000000,820,1491,0,819,1490,0,821,1492,0,6.500000,     9.714286,     3.116775,    10.000000,     2.000000,     5.000000,    52.000000,8,1632
3750,7.000000,10444.000000,1400.000000,0.000000,1492.000000,200.000000,0.000000,0.000000,4.000000,4.000000,2.000000,0.000000,0.000000,0.000000,0.298719,0.298719,0.149359,0.000000,0.000000,0.597438,0.066925,0.000000,0.597438,0.258698,-0.000000,1.000000,1.000000,0.000000,200,1492,0,199,1491,0,201,1493,0,12.714286,     6.904762,     2.627691,    16.000000,    10.000000,    12.000000,    89.000000,7,1638
3751,23.000000,34408.000000,7776.000000,0.000000,1496.000000,338.086957,0.000000,0.000000,31.826087,130.000000,-42.000000,0.000000,0.000000,0.000000,0.486571,1.987496,-0.642114,0.000000,0.000000,2.474067,0.554747,0.000000,2.474067,0.744814,-0.000000,4.000000,2.000000,0.000000,338,1496,0,336,1492,0,340,1500,0,4.478261,     5.624506,     2.371604,    11.000000,     0.000000,     4.000000,   103.000000,22,1658
3752,2.000000,2985.000000,946.000000,0.000000,1492.500000,473.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,473,1493,0,473,1492,0,473,1493,0,2.000000,     0.000000,     0.000000,     2.000000,     2.000000,     2.000000,     4.000000,2,0
3753,4.000000,5970.000000,2714.000000,0.000000,1492.500000,678.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,679,1493,0,678,1492,0,679,1493,0,6.750000,    14.250000,     3.774917,    10.000000,     3.000000,     4.000000,    27.000000,4,1648
3754,2.000000,2985.000000,1372.000000,0.000000,1492.500000,686.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,686,1493,0,686,1492,0,686,1493,0,2.500000,     0.500000,     0.707107,     3.000000,     2.000000,     2.000000,     5.000000,2,1648
3755,4.000000,5974.000000,782.000000,0.000000,1493.500000,195.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,196,1494,0,195,1493,0,196,1494,0,19.000000,     3.333333,     1.825742,    21.000000,    17.000000,    18.000000,    76.000000,4,1638
3756,4.000000,5974.000000,1238.000000,0.000000,1493.500000,309.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,310,1494,0,309,1493,0,310,1494,0,1.500000,     1.000000,     1.000000,     2.000000,     0.000000,     2.000000,     6.000000,3,1636
3757,7.000000,10458.000000,2513.000000,0.000000,1494.000000,359.000000,0.000000,0.000000,4.000000,4.000000,2.000000,0.000000,0.000000,0.000000,0.298719,0.298719,0.149359,0.000000,0.000000,0.597438,0.066925,0.000000,0.597438,0.258698,-0.000000,1.000000,1.000000,0.000000,359,1494,0,358,1493,0,360,1495,0,2.857143,     2.476190,     1.573592,     5.000000,     1.000000,     2.000000,    20.000000,7,1650
3758,4.000000,5974.000000,3418.000000,0.000000,1493.500000,854.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,855,1494,0,854,1493,0,855,1494,0,4.250000,     0.250000,     0.500000,     5.000000,     4.000000,     4.000000,    17.000000,4,0
3759,8.000000,11961.000000,1537.000000,0.000000,1495.125000,192.125000,0.000000,0.000000,4.875000,4.875000,-1.125000,0.000000,0.000000,0.000000,0.304688,0.304688,-0.070313,0.000000,0.000000,0.609375,0.087891,0.000000,0.609375,0.296464,-0.000000,1.000000,1.000000,0.000000,192,1495,0,191,1494,0,193,1496,0,16.500000,    29.714286,     5.451081,    22.000000,     5.000000,    18.000000,   132.000000,8,1638
3760,4.000000,5978.000000,1410.000000,0.000000,1494.500000,352.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,353,1495,0,352,1494,0,353,1495,0,3.500000,     3.000000,     1.732051,     5.000000,     1.000000,     4.000000,    14.000000,4,1650
3761,9.000000,13454.000000,6368.000000,0.000000,1494.888889,707.555556,0.000000,0.000000,10.222222,4.888889,3.555556,0.000000,0.000000,0.000000,0.546037,0.261148,0.189926,0.000000,0.000000,0.807185,0.106525,0.000000,0.807185,0.326381,-0.000000,1.000000,2.000000,0.000000,708,1495,0,706,1494,0,709,1496,0,3.777778,     3.944444,     1.986063,     6.000000,     0.000000,     5.000000,    34.000000,8,1662
3762,4.000000,5978.000000,2914.000000,0.000000,1494.500000,728.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,729,1495,0,728,1494,0,729,1495,0,17.500000,   126.333333,    11.239810,    27.000000,     5.000000,    11.000000,    70.000000,4,1659
3763,4.000000,5978.000000,3038.000000,0.000000,1494.500000,759.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,760,1495,0,759,1494,0,760,1495,0,13.000000,    28.666667,     5.354126,    18.000000,     7.000000,    10.000000,    52.000000,4,1646
3764,4.000000,5982.000000,1290.000000,0.000000,1495.500000,322.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,323,1496,0,322,1495,0,323,1496,0,6.000000,     3.333333,     1.825742,     8.000000,     4.000000,     5.000000,    24.000000,4,0
3765,4.000000,5990.000000,1014.000000,0.000000,1497.500000,253.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,254,1498,0,253,1497,0,254,1498,0,20.250000,    44.250000,     6.652067,    26.000000,    14.000000,    15.000000,    81.000000,4,1641
3766,2.000000,2994.000000,755.000000,0.000000,1497.000000,377.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,378,1497,0,377,1497,0,378,1497,0,10.500000,     4.500000,     2.121320,    12.000000,     9.000000,     9.000000,    21.000000,2,1645
3767,8.000000,11990.000000,5569.000000,0.000000,1498.750000,696.125000,0.000000,0.000000,4.875000,7.500000,-3.750000,0.000000,0.000000,0.000000,0.304688,0.468750,-0.234375,0.000000,0.000000,0.773438,0.087891,0.000000,0.773438,0.296464,-0.000000,2.000000,1.000000,0.000000,696,1499,0,695,1497,0,697,1500,0,25.500000,   110.285714,    10.501701,    40.000000,     8.000000,    24.000000,   204.000000,8,0
3768,9.000000,13496.000000,6544.000000,0.000000,1499.555556,727.111111,0.000000,0.000000,4.888889,10.222222,-3.555556,0.000000,0.000000,0.000000,0.261148,0.546037,-0.189926,0.000000,0.000000,0.807185,0.106525,0.000000,0.807185,0.326381,-0.000000,2.000000,1.000000,0.000000,727,1500,0,726,1498,0,728,1501,0,26.444444,    41.277778,     6.424778,    36.000000,    16.000000,    28.000000,   238.000000,9,1659
3769,5.000000,7501.000000,1430.000000,0.000000,1500.200000,286.000000,0.000000,0.000000,2.000000,2.800000,1.000000,0.000000,0.000000,0.000000,0.233921,0.327490,0.116961,0.000000,0.000000,0.561411,0.062927,0.000000,0.561411,0.250853,-0.000000,1.000000,1.000000,0.000000,286,1500,0,285,1499,0,287,1501,0,27.400000,    75.300000,     8.677557,    35.000000,    13.000000,    31.000000,   137.000000,5,0
3770,4.000000,5998.000000,1622.000000,0.000000,1499.500000,405.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,406,1500,0,405,1499,0,406,1500,0,5.750000,    16.250000,     4.031129,    10.000000,     1.000000,     4.000000,    23.000000,4,1656
3771,6.000000,8997.000000,4944.000000,0.000000,1499.500000,824.000000,0.000000,0.000000,4.000000,1.500000,0.000000,0.000000,0.000000,0.000000,0.366881,0.137580,0.000000,0.000000,0.000000,0.504461,0.050476,0.000000,0.504461,0.224668,-0.000000,1.000000,1.000000,0.000000,824,1500,0,823,1499,0,825,1500,0,13.333333,    82.266667,     9.070097,    23.000000,     1.000000,    13.000000,    80.000000,6,0
3772,4.000000,5998.000000,3422.000000,0.000000,1499.500000,855.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,856,1500,0,855,1499,0,856,1500,0,2.250000,     0.916667,     0.957427,     3.000000,     1.000000,     2.000000,     9.000000,4,1664
3773,2.000000,3001.000000,460.000000,0.000000,1500.500000,230.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,1.000000,0.000000,0.000000,230,1501,0,230,1500,0,230,1501,0,1.500000,     0.500000,     0.707107,     2.000000,     1.000000,     1.000000,     3.000000,2,1641
3774,4.000000,6002.000000,1770.000000,0.000000,1500.500000,442.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,443,1501,0,442,1500,0,443,1501,0,21.500000,    19.666667,     4.434712,    26.000000,    16.000000,    20.000000,    86.000000,4,0
3775,20.000000,30082.000000,5962.000000,0.000000,1504.100000,298.100000,0.000000,0.000000,25.800000,69.800000,-19.200000,0.000000,0.000000,0.000000,0.475240,1.285727,-0.353667,0.000000,0.000000,1.760967,0.485949,0.000000,1.760967,0.697100,-0.000000,3.000000,2.000000,0.000000,298,1504,0,296,1501,0,300,1507,0,16.250000,    36.723684,     6.060007,    27.000000,     6.000000,    17.000000,   325.000000,20,1657
3776,8.000000,12020.000000,2586.000000,0.000000,1502.500000,323.250000,0.000000,0.000000,3.500000,10.000000,-1.000000,0.000000,0.000000,0.000000,0.218750,0.625000,-0.062500,0.000000,0.000000,0.843750,0.132813,0.000000,0.843750,0.364434,-0.000000,2.000000,1.000000,0.000000,323,1503,0,322,1501,0,324,1504,0,3.250000,     1.071429,     1.035098,     4.000000,     1.000000,     3.000000,    26.000000,8,1668
3777,4.000000,6006.000000,2554.000000,0.000000,1501.500000,638.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,639,1502,0,638,1501,0,639,1502,0,5.250000,     5.583333,     2.362908,     7.000000,     2.000000,     5.000000,    21.000000,4,1671
3778,4.000000,6006.000000,2670.000000,0.000000,1501.500000,667.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,668,1502,0,667,1501,0,668,1502,0,2.000000,     0.666667,     0.816497,     3.000000,     1.000000,     2.000000,     8.000000,4,1655
3779,5.000000,7511.000000,3758.000000,0.000000,1502.200000,751.600000,0.000000,0.000000,1.200000,2.800000,-0.600000,0.000000,0.000000,0.000000,0.140353,0.327490,-0.070176,0.000000,0.000000,0.467843,0.041039,0.000000,0.467843,0.202582,-0.000000,1.000000,1.000000,0.000000,752,1502,0,751,1501,0,752,1503,0,5.400000,     2.300000,     1.516575,     7.000000,     3.000000,     6.000000,    27.000000,5,0
3780,9.000000,13535.000000,1937.000000,0.000000,1503.888889,215.222222,0.000000,0.000000,5.555556,8.888889,-2.777778,0.000000,0.000000,0.000000,0.296759,0.474815,-0.148380,0.000000,0.000000,0.771574,0.118889,0.000000,0.771574,0.344803,-0.000000,2.000000,1.000000,0.000000,215,1504,0,214,1502,0,216,1505,0,10.000000,    23.750000,     4.873397,    16.000000,     0.000000,    11.000000,    90.000000,8,0
3781,4.000000,6010.000000,942.000000,0.000000,1502.500000,235.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,236,1503,0,235,1502,0,236,1503,0,2.000000,     1.333333,     1.154701,     3.000000,     1.000000,     1.000000,     8.000000,4,1641
3782,12.000000,18042.000000,7260.000000,0.000000,1503.500000,605.000000,0.000000,0.000000,8.000000,15.000000,0.000000,0.000000,0.000000,0.000000,0.291193,0.545988,0.000000,0.000000,0.000000,0.837181,0.158988,0.000000,0.837181,0.398733,-0.000000,2.000000,1.000000,0.000000,605,1504,0,604,1502,0,606,1505,0,14.666667,    85.151515,     9.227758,    32.000000,     0.000000,    12.000000,   176.000000,11,0
3783,5.000000,7512.000000,3734.000000,0.000000,1502.400000,746.800000,0.000000,0.000000,2.800000,1.200000,-0.600000,0.000000,0.000000,0.000000,0.327490,0.140353,-0.070176,0.000000,0.000000,0.467843,0.041039,0.000000,0.467843,0.202582,-0.000000,1.000000,1.000000,0.000000,747,1502,0,746,1502,0,748,1503,0,1.200000,     0.200000,     0.447214,     2.000000,     1.000000,     1.000000,     6.000000,5,1670
3784,9.000000,13537.000000,6278.000000,0.000000,1504.111111,697.555556,0.000000,0.000000,10.222222,4.888889,-3.555556,0.000000,0.000000,0.000000,0.546037,0.261148,-0.189926,0.000000,0.000000,0.807185,0.106525,0.000000,0.807185,0.326381,-0.000000,1.000000,2.000000,0.000000,698,1504,0,696,1503,0,699,1505,0,9.888889,    29.111111,     5.395471,    18.000000,     2.000000,    10.000000,    89.000000,9,1662
3785,2.000000,3006.000000,1425.000000,0.000000,1503.000000,712.500000,0.000000,0.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.000000,0.000000,0.198425,0.000000,0.000000,0.198425,0.000000,-0.000000,0.000000,1.000000,0.000000,713,1503,0,712,1503,0,713,1503,0,6.500000,     0.500000,     0.707107,     7.000000,     6.000000,     6.000000,    13.000000,2,1662
3786,4.000000,6018.000000,1266.000000,0.000000,1504.500000,316.500000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.157490,0.157490,0.000000,0.000000,0.000000,0.314980,0.024803,0.000000,0.314980,0.157490,-0.000000,1.000000,1.000000,0.000000,317,1505,0,316,1504,0,317,1505,0,10.250000,    52.916667,     7.274384,    17.000000,     3.000000,     5.000000,    41.000000,4,1668
3787,9.000000,13546.000000,5800.000000,0.000000,1505.111111,644.444444,0.000000,0.000000,10.222222,4.888889,3.555556,0.000000,0.000000,0.000000,0.546037,0.261148,0.189926,0.000000,0.000000,0.807185,0.106525,0.000000,0.807185,0.326381,-0.000000,1.000000,2.000000,0.000000,644,1505,0,643,1504,0,646,1506,0,13.333333,    30.750000,     5.545268,    20.000000,     6.000000,    12.000000,   120.000000,9,1671
3788,5.000000,7526.000000,3288.000000,0.000000,1505.200000,657.600000,0.000000,0.000000,1.200000,2.800000,-0.600000,0.000000,0.000000,0.000000,0.140353,0.327490,-0.070176,0.000000,0.000000,0.467843,0.041039,0.000000,0.467843,0.202582,-0.000000,1.000000,1.000000,0.000000,658,1505,0,657,1504,0,658,1506,0,12.000000,    32.000000,     5.656854,    18.000000,     5.000000,    15.000000,    60.000000,5,1655
3789,8.000000,12041.000000,5417.000000,0.000000,1505.125000,677.125000,0.000000,0.000000,4.875000,4.875000,-1.125000,0.000000,0.000000,0.000000,0.304688,0.304688,-0.070313,0.000000,0.000000,0.609375,0.087891,0.000000,0.609375,0.296464,-0.000000,1.000000,1.000000,0.000000,677,1505,0,676,1504,0,678,1506,0,3.000000,     2.000000,     1.414214,     4.000000,     0.000000,     3.000000,    24.000000,7,0
3790,22.000000,33165.000000,7539.000000,0.000000,1507.500000,342.681818,0.000000,0.000000,48.772727,45.500000,-24.500000,0.000000,0.000000,0.000000,0.791189,0.738099,-0.397438,0.000000,0.000000,1.529288,0.426019,0.000000,1.529288,0.652701,-0.000000,3.000000,3.000000,0.000000,343,1508,0,340,1505,0,345,1510,0,12.409091,    34.634199,     5.885083,    25.000000,     4.000000,    12.000000,   273.000000,22,0
3791,7.000000,10540.000000,4439.000000,0.000000,1505.714286,634.142857,0.000000,0.000000,4.857143,3.428571,1.285714,0.000000,0.000000,0.000000,0.362730,0.256045,0.096017,0.000000,0.000000,0.618775,0.083656,0.000000,0.618775,0.289233,-0.000000,1.000000,1.000000,0.000000,634,1506,0,633,1505,0,635,1507,0,39.571429,   163.952381,    12.804389,    57.000000,    28.000000,    38.000000,   277.000000,7,1671
3792,12.000000,18078.000000,9412.000000,0.000000,1506.500000,784.333333,0.000000,0.000000,12.666667,11.000000,3.000000,0.000000,0.000000,0.000000,0.461056,0.400391,0.109198,0.000000,0.000000,0.861447,0.172679,0.000000,0.861447,0.415546,-0.000000,2.000000,2.000000,0.000000,784,1507,0,783,1505,0,786,1508,0,19.750000,    69.840909,     8.357087,    30.000000,     9.000000,    15.000000,   237.000000,12,0
